역번호,역      명,구분,계,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
318,안국,승차,5648548,687236,516609,370500,402683,463688,492381,540815,422184,378745,495455,520767,357485
318,안국,하차,5951494,719879,539180,391461,429631,496756,515908,568459,440666,399637,534457,549876,365584
319,종로3가(3),승차,2891040,317850,261836,223889,225542,236850,251368,276117,217897,203827,231468,244212,200184
319,종로3가(3),하차,3502639,396722,312218,260787,269624,288378,305224,340772,264922,244420,294101,296326,229145
320,을지로3가(3),승차,2962397,319231,273523,219373,225594,243942,263485,284325,225184,211182,235937,250830,209791
320,을지로3가(3),하차,3140354,330782,284366,233665,242089,260440,280898,307069,240541,223256,254704,265712,216832
322,동대입구,승차,2315588,286596,204405,162310,168384,185012,196411,204106,172043,165989,197190,208994,164148
322,동대입구,하차,2494985,315583,220094,176523,187063,200756,208725,214419,180435,175587,217368,226340,172092
323,약수(3),승차,3946027,402833,342414,287821,301072,331122,348935,369850,308848,294055,335872,341903,281302
323,약수(3),하차,3848412,388176,332352,280201,293932,323865,341612,362471,302248,285766,328115,336080,273594
324,금호,승차,2498575,251899,212585,179157,192097,212918,220315,234299,197747,187653,214886,217107,177912
324,금호,하차,2320349,233351,197794,168751,178807,197267,202931,215700,182680,173326,197578,201361,170803
325,옥수,승차,2814027,283053,232817,196109,215354,243774,251468,269281,221257,213378,246570,245493,195473
325,옥수,하차,2898032,291158,240483,201673,219940,249282,259436,277511,228888,219027,252976,252662,204996
326,압구정,승차,9268954,987812,812024,650266,684025,760614,807419,878734,741645,696224,776073,795931,678187
326,압구정,하차,9952868,1065086,872703,698458,737684,817643,868616,946038,795431,742894,840288,854614,713413
327,신사,승차,8977632,958503,819130,653872,681002,752557,780332,844814,691456,639389,751670,777981,626926
327,신사,하차,9636936,1027555,876669,696721,728207,808560,847153,918440,748805,684169,817133,832581,650943
328,잠원,승차,1661684,181009,147435,115414,128815,150316,157007,163779,134083,121295,135022,129341,98168
328,잠원,하차,1618691,174872,143410,113208,125063,145404,152032,158429,128877,118891,133834,127149,97522
329,고속터미널(3),승차,13398044,1727836,1141102,794361,946279,1188204,1157571,1267003,1095308,891485,1176269,1138387,874239
329,고속터미널(3),하차,13265609,1714121,1115697,775851,945810,1167949,1140662,1246816,1087207,923881,1134393,1133991,879231
330,교대(3),승차,4013049,414822,345176,289339,303054,335829,363963,391879,311153,288114,335779,355776,278165
330,교대(3),하차,2649106,265679,225971,194595,203753,219598,241406,260048,205904,189781,221373,234601,186397
331,남부터미널,승차,8734310,984446,773895,599033,644795,728994,759289,830134,693082,617039,735143,765028,603432
331,남부터미널,하차,8966375,999163,792600,615112,663724,745323,780823,854208,713894,643582,747397,787345,623204
332,양재,승차,10983724,1135330,967943,786770,822961,911128,984444,1037765,841378,806223,920449,975041,794292
332,양재,하차,11879727,1220111,1042828,848332,886533,987979,1068762,1127252,913742,870051,1005217,1058441,850479
333,매봉,승차,3336990,326293,280578,237542,244454,268401,297978,318291,264703,251541,285238,304232,257739
333,매봉,하차,3193777,311844,268739,228214,234998,257705,285656,304335,253055,238778,274396,291287,244770
334,도곡,승차,1539837,161626,132362,103090,109460,128088,140874,147922,118979,114810,131503,138719,112404
334,도곡,하차,1555839,163233,133876,104077,111985,129074,141330,149902,120416,115056,133288,140609,112993
335,대치,승차,3231247,368763,297137,205435,231137,270200,280689,306702,264276,224793,278879,288346,214890
335,대치,하차,3140946,354065,286893,199620,222469,260911,274511,298480,255976,218431,271733,284245,213612
336,학여울,승차,580210,61979,50228,35081,38378,43928,60964,58902,43337,38321,53832,58609,36651
336,학여울,하차,591287,63110,50527,35141,38774,44582,63197,60764,44497,38794,55018,59860,37023
337,대청,승차,2837280,289127,243371,197350,208941,232125,257815,274453,222022,209352,243406,252171,207147
337,대청,하차,2597925,263581,224866,180753,190788,213548,235591,250371,204058,189860,222813,230839,190857
338,일원,승차,2683244,285569,228536,176231,193385,213820,238955,259252,211786,200406,233851,241923,199530
338,일원,하차,2643843,285177,227234,174403,190304,209361,233078,253305,210283,196981,229572,238037,196108
339,수서,승차,5059272,549086,429865,324100,365940,435580,454356,483947,404963,364079,442405,457610,347341
339,수서,하차,5099578,545510,430827,329849,371293,434992,458891,490231,408507,372342,439849,461225,356062
340,가락시장(3),승차,2727849,289705,229160,190142,205322,229469,242425,257109,212057,207140,230985,238370,195965
340,가락시장(3),하차,2677850,284047,224055,185360,201132,225235,238142,251434,206220,203717,228985,236848,192675
341,경찰병원,승차,2209125,228171,191466,157604,166655,181981,197178,210082,174161,164507,184618,191307,161395
341,경찰병원,하차,2204830,227336,190510,157976,166006,181902,196418,209646,174206,162913,184760,191048,162109
342,오금(3),승차,1863680,190296,162608,135827,142059,156166,167341,175989,145266,137967,156819,161217,132125
342,오금(3),하차,1667137,168699,143519,118946,126060,141560,149526,157982,130629,123236,142188,145344,119448
409,당고개,승차,3947527,387023,330968,292706,306793,339871,342335,365329,309387,301964,344486,339983,286682
409,당고개,하차,3645795,358563,309303,274397,285838,315553,315499,335754,285608,276931,312804,309207,266338
410,상계,승차,5922866,590306,502795,441343,461188,504121,519147,550583,462176,443487,506425,511054,430241
410,상계,하차,5418128,533556,456854,405771,419939,459704,473385,501985,422987,406138,463101,471019,403689
411,노원(4),승차,6029429,643108,542222,442249,470972,520822,529334,560326,466545,423072,507585,511075,412119
411,노원(4),하차,6802471,731770,613021,499288,533439,590177,599785,636562,523583,471327,574657,573185,455677
412,창동,승차,8112383,832237,693383,594965,622228,694818,719720,767253,637396,601905,682011,692904,573563
412,창동,하차,8593297,884158,736236,634528,657605,736925,761614,812275,674215,634869,716321,732598,611953
413,쌍문,승차,9198916,929690,795928,698670,724829,780297,805241,843067,713407,683224,770218,784540,669805
413,쌍문,하차,8279305,834850,718960,633347,648480,700777,719876,753379,640513,614234,689404,705948,619537
414,수유,승차,10630855,1078214,924659,812292,839773,905224,921902,966005,824129,787948,892866,902280,775563
414,수유,하차,10503766,1072795,921043,805913,828510,889732,906965,954286,810815,768722,883607,892172,769206
415,미아,승차,4694369,467782,400440,349880,363227,399252,417812,433201,360526,355855,401732,402876,341786
415,미아,하차,4469576,440036,378363,334281,346054,380142,396207,409926,342760,339603,381267,386740,334197
416,미아사거리,승차,8701877,882280,744997,643851,677285,747554,768570,804723,672546,645510,739558,746150,628853
416,미아사거리,하차,8446480,857319,723066,624778,655383,726387,743215,779973,652119,625135,716791,723991,618323
417,길음,승차,6064629,629534,517336,435979,460813,511293,544067,565517,463463,448596,522464,531809,433758
417,길음,하차,5802913,597239,493958,415545,434894,486821,522525,538641,440675,430699,501334,514478,426104
418,성신여대입구,승차,6145748,659168,519933,446371,472695,530932,541542,573043,471029,441434,529366,536621,423614
418,성신여대입구,하차,5886465,632547,493232,426267,450145,509081,518771,552587,452895,421182,508151,513721,407886
419,한성대입구,승차,4084735,416009,346568,290803,307422,347028,365766,381800,307833,303450,356757,370476,290823
419,한성대입구,하차,3990917,401800,334601,283611,304069,342792,357947,370753,300609,294430,350615,363583,286107
420,혜화,승차,9444168,1152850,852579,623838,673467,785813,798468,892534,737998,651431,813627,848650,612913
420,혜화,하차,9654564,1183724,877102,637608,690215,809821,822258,917888,757001,658211,834559,861752,604425
421,동대문(4),승차,6082599,634172,506464,439483,483966,537796,548045,586683,436428,455414,515717,504847,433584
421,동대문(4),하차,6181799,642780,522015,455238,495012,542140,553809,592810,443581,462614,519016,507181,445603
422,동대문역사문화공원(4),승차,4766839,616522,465134,341843,353911,387441,397559,420298,344207,330590,390854,393836,324644
422,동대문역사문화공원(4),하차,4434457,551654,428536,323962,333533,363104,372228,390237,320307,309989,368346,369721,302840
423,충무로(4),승차,7646903,834954,697462,581047,583660,621708,670483,692517,564999,560568,623619,656261,559625
423,충무로(4),하차,7932727,855020,717618,603567,611403,648703,699263,722847,587479,582766,649809,680112,574140
424,명동,승차,5924769,1013791,676902,370239,382647,437865,465024,489726,395910,374536,469415,479086,369628
424,명동,하차,6285573,1091051,718852,387290,406226,466584,495382,522512,417656,396130,499746,500246,383898
425,회현,승차,6845793,799952,604251,481929,527081,602656,610930,638618,461646,487837,564977,578224,487692
425,회현,하차,7253043,849270,641051,515442,566292,642236,650094,674551,487065,513971,599056,607435,506580
426,서울역(4),승차,3284091,388153,318841,236086,248668,263763,289891,306561,244301,226597,264610,277174,219446
426,서울역(4),하차,4897019,683736,483134,301956,344678,393676,419147,461359,380011,312822,396997,420429,299074
427,숙대입구,승차,3895993,415498,351230,283005,294738,326754,349031,361983,300391,281109,326848,338757,266649
427,숙대입구,하차,3821420,406358,345603,279037,291081,320684,341633,352975,295294,274904,320333,332835,260683
428,삼각지(4),승차,1352483,140503,121095,101547,103990,111936,120373,126445,105265,98675,111670,115456,95528
428,삼각지(4),하차,1519037,162528,136547,111124,115700,124394,133002,141546,117653,108922,129930,133178,104513
429,신용산,승차,4457141,482579,391902,321558,334240,364707,391679,424799,349283,317794,376017,399223,303360
429,신용산,하차,4673284,501032,408784,336136,350540,378808,410929,447625,369580,337215,394244,420575,317816
430,이촌,승차,2119866,262755,182507,132012,144628,174558,176960,196998,174467,150908,192608,189881,141584
430,이촌,하차,2385970,284452,203930,154343,166089,200759,204876,226564,193221,172179,213188,208776,157593
431,동작,승차,903263,77679,65528,66870,74457,83827,85148,87468,68994,74102,78979,76838,63373
431,동작,하차,1007624,87578,74442,75975,83601,92884,96029,95303,76056,81071,87475,85719,71491
432,이수(총신대입구),승차,5877276,618502,512197,419377,452543,504937,520938,548171,461180,435013,498704,497628,408086
432,이수(총신대입구),하차,6426753,677370,560683,461391,494648,555045,570858,600612,501015,472805,544607,544421,443298
433,사당(4),승차,7645647,827365,675564,544686,589506,658004,669426,722465,593215,537164,659316,665062,503874
433,사당(4),하차,6614715,717193,583719,470678,510370,571837,584296,627675,510351,460328,576468,573841,427959
434,남태령,승차,361485,40206,31868,22728,25983,30612,30820,34110,28203,27193,32570,32469,24723
434,남태령,하차,307243,33527,26670,19300,21827,25957,26514,29292,24569,23376,27203,27334,21674
2511,방화,승차,2067208,207632,175812,148703,157801,173528,184170,194887,163906,154194,178605,179740,148230
2511,방화,하차,1963117,197452,166819,140837,148698,165034,174817,184697,156762,145398,168906,171114,142583
2512,개화산,승차,1618026,168575,145129,126714,129092,133031,138114,145311,124252,119366,136212,135744,116486
2512,개화산,하차,1548423,161082,139266,122938,124421,127785,131462,138410,118362,113904,129104,128554,113135
2513,김포공항(5),승차,2130871,255586,177242,130479,135552,166245,176617,194092,189210,151506,198827,197455,158060
2513,김포공항(5),하차,2065675,243168,164951,122124,130835,158520,171135,189504,184768,153288,194751,195271,157360
2514,송정,승차,2099235,217547,180988,156866,167203,179926,182412,189813,164324,155722,178556,177264,148614
2514,송정,하차,1962309,201378,167611,146077,156231,169186,170818,176581,153255,145381,167491,166331,141969
2515,마곡,승차,2398139,202402,184148,171043,182010,200995,215257,229424,192270,187132,213884,225337,194237
2515,마곡,하차,2296451,189879,173800,162641,172014,190786,204775,219574,186325,181804,206917,218890,189046
2516,발산,승차,5482949,552228,479527,390093,427728,468519,489475,509217,424638,395547,471857,489125,384995
2516,발산,하차,5663762,565434,491974,404185,442699,486778,505847,528787,441619,407773,492628,504250,391788
2517,우장산,승차,4183949,433993,360777,289223,311426,350861,377563,399691,330277,310432,361861,362919,294926
2517,우장산,하차,4137879,430384,357556,287725,307817,348149,371021,391217,325230,306082,355717,359047,297934
2518,화곡,승차,8587502,859311,746093,647904,674808,728025,747324,784764,671553,640417,722458,736713,628132
2518,화곡,하차,7948654,797861,692603,598943,620950,676256,687484,723033,620982,586977,665512,685388,592665
2519,까치산(5),승차,8873040,877785,759695,668759,697916,753896,772134,810375,699976,675074,754407,757176,645847
2519,까치산(5),하차,8442784,837221,724398,637552,660072,716144,730316,766097,666254,639729,715496,720906,628599
2520,신정,승차,4109095,396867,346251,302075,313339,339522,360162,382773,327440,314200,352902,363564,310000
2520,신정,하차,3223149,310357,268892,233824,242608,266861,280811,299087,257794,247485,278484,286321,250625
2521,목동,승차,5080382,519703,440521,369678,391528,432285,446521,473521,398892,374089,432521,438706,362417
2521,목동,하차,5507078,558787,479355,407412,424929,466688,484623,512404,431078,404803,462656,476252,398091
2522,오목교,승차,6692190,704356,607739,483860,509299,559966,577925,621088,527003,481414,567901,581861,469778
