역번호,역      명,구분,계,일평균,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
2511,방화,승차,2785823,7632,216342,213812,247166,239936,241545,234863,230123,228201,240390,218743,238185,236517
2511,방화,하차,2635607,7221,205478,201254,234338,226816,228506,222171,218526,215322,227093,206355,225409,224339
2512,개화산,승차,2183047,5981,177179,171605,193968,185187,183555,183261,180982,179735,185242,168651,187698,185984
2512,개화산,하차,2049155,5614,164853,160385,182041,174613,173197,172846,169695,168467,173110,158831,176390,174727
2513,김포공항(5),승차,2871689,7868,239326,220369,233233,229688,240678,231996,247332,251850,234778,235050,244309,263080
2513,김포공항(5),하차,2496610,6840,208542,190212,201644,201450,210026,201891,216313,220137,203656,203934,210042,228763
2514,송정,승차,3438898,9422,276204,267991,313286,301526,298795,288613,278564,273257,291649,268166,289122,291725
2514,송정,하차,3355484,9193,274248,266038,307565,293304,290898,279891,271364,266055,280997,262108,279468,283548
2515,마곡,승차,2224978,6096,140141,140672,169200,166712,180034,183668,182116,182120,195640,204840,240829,239006
2515,마곡,하차,1936644,5306,119879,120533,145484,144326,157416,161357,159559,160278,172570,176247,210123,208872
2516,발산,승차,5167006,14156,358092,376041,449950,435522,432113,429326,412227,421114,463330,413743,480263,495285
2516,발산,하차,5163477,14147,356151,372234,446114,431507,430458,427388,411228,423659,464188,416923,483486,500141
2517,우장산,승차,5726264,15688,445139,442173,522429,493325,490883,485095,469693,464205,497146,439181,489903,487092
2517,우장산,하차,5638783,15449,442138,438266,515169,486125,482401,477599,462570,457326,485786,431760,483442,476201
2518,화곡,승차,10805108,29603,848186,837730,964054,925666,924081,909478,889942,884021,926769,836728,926791,931662
2518,화곡,하차,9970216,27316,789184,778524,894711,855441,853405,838255,818561,812930,848482,769784,853538,857401
2519,까치산(5),승차,10972001,30060,881131,862991,982120,937103,935837,919703,902622,892903,932875,852652,934805,937259
2519,까치산(5),하차,10385973,28455,839184,820743,934251,887373,884957,869530,854924,844755,876327,804410,884940,884579
2520,신정,승차,5310811,14550,420541,414175,477463,458347,453330,447091,436624,430804,456027,406977,456888,452544
2520,신정,하차,4224507,11574,336056,328963,380093,365376,361171,355111,348301,343293,359622,324345,362059,360117
2521,목동,승차,6736373,18456,527610,524038,607072,582384,579435,567204,551077,548333,583739,517804,578735,568942
2521,목동,하차,7121141,19510,562706,559554,643357,612090,608789,598319,579987,578071,616133,545736,616550,599849
2522,오목교,승차,9150914,25071,745085,735062,810044,768258,769861,753920,750901,748040,791145,691796,783421,803381
2522,오목교,하차,9806433,26867,798206,785263,870908,819037,826252,807873,805782,805511,849757,741703,842182,853959
2523,양평(5),승차,2234070,6121,179134,178098,199775,190733,186062,190100,187759,183102,189285,164966,194197,190859
2523,양평(5),하차,2243986,6148,180703,179198,201385,192913,187419,191554,190600,184032,189109,163933,193232,189908
2524,영등포구청(5),승차,1338278,3667,102808,103282,116874,113163,111144,114743,111013,111243,118681,103056,118528,113743
2524,영등포구청(5),하차,1389392,3807,106091,107158,121861,118334,115389,119621,115245,113885,122953,107659,123665,117531
2525,영등포시장,승차,3160129,8658,244192,247924,274655,267721,263639,261225,255830,251769,271313,252842,279959,289060
2525,영등포시장,하차,3435038,9411,264286,268532,299767,292042,287623,283052,276515,272350,295964,276835,303639,314433
2526,신길(5),승차,1143098,3132,86217,87008,99808,97484,94498,94577,94658,95483,102533,88933,102297,99602
2526,신길(5),하차,1321245,3620,99268,100578,116454,113792,109146,108448,107638,108780,116866,103296,120335,116644
2527,여의도(5),승차,8222067,22526,667884,665111,732404,740896,647928,675013,667202,662943,740366,578160,728927,715233
2527,여의도(5),하차,9035730,24755,726744,723150,802356,831777,715977,747298,731893,728367,819603,640087,787091,781387
2528,여의나루,승차,4266048,11688,202721,216714,349091,656235,473748,357739,290139,356443,473886,370512,246790,272030
2528,여의나루,하차,4570445,12522,216712,229843,366707,711412,494309,375844,307132,369507,569034,384153,260484,285308
2529,마포,승차,5090979,13948,414778,417525,461514,439333,417786,425344,416014,410910,440431,368110,439197,440037
2529,마포,하차,5227229,14321,428234,431989,475624,447062,425144,435790,427925,422429,449539,375294,452393,455806
2530,공덕(5),승차,4792938,13131,368120,378503,434749,415197,389141,404688,395427,389633,416330,355169,426667,419314
2530,공덕(5),하차,5062232,13869,387901,397409,459164,437657,408347,427125,418685,412238,441397,371751,453266,447292
2531,애오개,승차,2622596,7185,197874,199643,235496,227646,220130,225829,218224,211937,227493,199484,232827,226013
2531,애오개,하차,2612847,7158,200035,201860,235878,227092,218254,223962,216968,210503,224025,196983,231626,225661
2532,충정로(5),승차,1669190,4573,131327,132369,161147,149829,138624,141794,131240,127750,143754,121183,145234,144939
2532,충정로(5),하차,1687838,4624,134147,132851,160936,150612,141550,144734,132150,127877,145205,123172,148846,145758
2533,서대문,승차,6221474,17045,462912,478883,592907,544262,514592,527212,494555,490728,542065,469515,563624,540219
2533,서대문,하차,6319510,17314,473554,483301,592361,548514,526165,539326,503662,502423,552283,477241,573846,546834
2534,광화문,승차,13445339,36837,1100391,1160019,1256269,1111386,1073026,1071099,1065163,1083177,1104234,1028524,1167639,1224412
2534,광화문,하차,13995551,38344,1133310,1207870,1308903,1158203,1124144,1131823,1112015,1123414,1155911,1058838,1212678,1268442
2535,종로3가(5),승차,5283738,14476,410146,419635,463699,425855,430165,425264,444157,442144,443351,428933,460563,489826
2535,종로3가(5),하차,5161538,14141,403961,407016,450502,421885,426107,425023,433429,430855,437383,418784,438611,467982
2536,을지로4가(5),승차,1802416,4938,142674,146416,166514,153022,151682,151818,144618,145598,157645,133179,156526,152724
2536,을지로4가(5),하차,2020845,5537,160475,166042,185720,170916,169802,168873,161022,162256,176737,150598,176264,172140
2537,동대문역사문화공원(5),승차,1034688,2835,87996,86501,95272,88563,83730,86538,86175,86106,86315,71406,88029,88057
2537,동대문역사문화공원(5),하차,1235156,3384,103978,102863,113841,105741,101366,104618,102103,103016,101702,86028,105011,104889
2538,청구(5),승차,1496579,4100,113675,114350,133831,128792,128702,127670,123611,120951,130199,115247,130996,128555
2538,청구(5),하차,1388663,3805,108382,109418,124820,120444,118037,118123,115485,113525,118504,104786,119052,118087
2539,신금호,승차,2186585,5991,169493,170433,199800,189044,188767,185018,178367,174367,185996,168077,187745,189478
2539,신금호,하차,2196072,6017,169894,170195,200707,190616,190199,185968,179093,174978,186099,169002,189250,190071
2540,행당,승차,3080144,8439,240441,238184,275799,263043,261370,259971,252840,249240,265556,240165,267342,266193
2540,행당,하차,2693135,7378,210911,209581,241296,228686,226921,225622,221499,218948,230285,209426,236606,233354
2541,왕십리(5),승차,1901126,5209,150975,150992,168420,160977,160270,158735,157196,154679,162002,147041,163425,166414
2541,왕십리(5),하차,2246861,6156,179067,179159,198056,189094,191216,187677,187363,183302,190520,173813,190274,197320
2542,마장,승차,2293867,6285,182159,172954,208184,200354,196024,189961,183181,181745,200997,178226,200978,199104
2542,마장,하차,2209270,6053,175353,165978,202080,193831,190391,182671,171620,171235,195241,171796,195572,193502
2543,답십리,승차,6174486,16916,484129,485602,551067,521842,516659,521719,509270,499617,529930,475575,538830,540246
2543,답십리,하차,5667480,15527,446166,447045,507814,477733,473672,477842,467275,458286,482815,434778,496979,497075
2544,장한평,승차,6804290,18642,536366,544578,610147,570929,567785,572348,564150,552783,579600,523496,587879,594229
2544,장한평,하차,6785596,18591,536258,543400,608821,569002,563488,569810,563616,551143,576374,519520,587969,596195
2545,군자(5),승차,4061384,11127,319066,320257,366749,343903,346264,342416,334053,329099,342923,313793,349250,353611
2545,군자(5),하차,5067284,13883,404182,401334,457339,427646,434074,424806,416773,412528,423640,389796,431843,443323
2546,아차산,승차,5574485,15273,407151,414983,497210,507337,508675,472189,439171,438719,481127,456987,474449,476487
2546,아차산,하차,5261738,14416,387358,392882,469018,478911,478816,444278,414141,414769,451137,430145,449377,450906
2547,광나루,승차,5267876,14433,394760,398778,475682,466452,457845,448551,412045,409404,462759,420166,465441,455993
2547,광나루,하차,4750474,13015,353716,358613,432238,424889,414981,404527,369252,367249,414890,381741,418905,409473
2548,천호(5),승차,7591346,20798,608381,607992,669021,642906,655224,633016,625421,621031,630101,588138,642388,667727
2548,천호(5),하차,7971259,21839,630999,631379,706750,675626,688737,667871,651345,650086,670204,622519,678701,697042
2549,강동,승차,7064958,19356,546644,545136,626709,596397,597532,588247,561526,566363,615399,557336,631217,632452
2549,강동,하차,6083247,16666,471369,470313,538250,513135,513399,507380,485690,488735,527426,482119,542871,542560
2550,길동,승차,2786869,7635,221966,219265,247181,237931,239729,235556,231277,225000,237086,212854,236678,242346
2550,길동,하차,2886835,7909,232094,228655,257432,245724,246724,242947,239126,233435,243375,218911,245965,252447
2551,굽은다리,승차,3606736,9881,285584,278850,323321,305797,308353,303312,303009,295408,305039,277671,307099,313293
2551,굽은다리,하차,3392769,9295,269792,263354,304282,286371,291271,284524,285419,278536,284824,259216,289989,295191
2552,명일,승차,3028392,8297,234820,235322,272970,261061,260955,254342,245820,240426,262371,236039,262645,261621
2552,명일,하차,3065539,8399,236057,236451,275051,262138,260554,256295,249301,247115,265532,237740,271878,267427
2553,고덕,승차,3507131,9609,238104,257010,314019,301815,304437,305240,293080,291246,313097,273229,309765,306089
2553,고덕,하차,3400073,9315,233778,249834,304739,294930,296480,296574,284520,281836,303702,262918,298651,292111
2554,상일동,승차,4232553,11596,315996,315733,370719,360385,361840,363465,349018,340748,369818,335660,379117,370054
2554,상일동,하차,3544373,9711,267740,266452,311476,303629,303664,303466,289077,283141,303720,283429,318402,310177
2555,둔촌동,승차,4407509,12075,367276,364336,423360,401833,398742,393906,372197,351313,361612,312434,340393,320107
2555,둔촌동,하차,4368310,11968,365929,360361,416269,394278,390625,386272,369555,349571,357771,310106,342992,324581
2556,올림픽공원,승차,2333443,6393,150388,172091,189164,204511,238347,193050,178720,175116,220141,207360,190442,214113
2556,올림픽공원,하차,2278913,6244,142609,165124,188535,200756,237267,185907,169072,167717,219388,208943,184138,209457
2557,방이,승차,2628763,7202,208110,210558,235287,225451,222503,221044,212412,210646,224644,199418,225951,232739
2557,방이,하차,2644203,7244,210687,212903,239790,226365,224064,222437,214634,212060,223740,197643,226181,233699
2558,오금(5),승차,1333763,3654,102828,103785,122826,118990,115496,115832,107387,106178,113876,100082,114387,112096
2558,오금(5),하차,1328015,3638,102636,103457,121780,117193,114289,115176,107263,106174,113753,99832,114434,112028
2559,개롱,승차,2492220,6828,193595,197457,224246,211683,209449,209728,207253,202525,213957,192456,216586,213285
2559,개롱,하차,2482620,6802,193539,196667,224051,212260,207425,208059,207013,203304,212755,190632,214625,212290
2560,거여,승차,2494708,6835,193590,191870,226896,214126,212897,209473,203555,202727,215642,193413,214839,215680
2560,거여,하차,2349412,6437,182938,181542,214001,202748,199973,197935,192342,191153,201873,181373,201793,201741
2561,마천,승차,1911141,5236,150427,147527,174437,166575,168305,164502,154813,155163,162202,150426,158753,158011
2561,마천,하차,1922105,5266,152855,150488,176989,169122,169650,165484,155288,154757,160384,150906,158982,157200
2611,응암,승차,6550622,17947,512667,506280,585210,564360,563204,551879,536858,531771,559580,518310,559803,560700
2611,응암,하차,6382592,17487,501848,495104,572268,551926,544683,534030,524540,516948,540902,502664,549683,547996
2612,역촌,승차,1417355,3883,111686,109430,124435,118851,119584,119297,120835,118756,122817,110540,119922,121202
2612,역촌,하차,1662037,4554,131849,128849,148121,141714,142415,137699,139580,136331,143757,130851,141668,139203
2613,불광(6),승차,2089093,5724,169391,166807,184556,176223,178790,172454,177686,177920,168778,162194,172648,181646
2613,불광(6),하차,1997864,5474,158971,155789,177571,170493,171535,168561,169350,167689,164599,155723,168157,169426
2614,독바위,승차,1083847,2969,86040,83516,96764,92827,93052,92046,90317,88974,92509,86252,91377,90173
2614,독바위,하차,1161988,3184,91474,89090,105469,100240,100379,98236,95059,94858,99685,95196,97565,94737
2616,구산,승차,3013911,8257,230657,229352,270556,260356,259951,257206,250902,245897,260524,237119,257639,253752
2616,구산,하차,2233630,6120,172974,171969,199175,189052,189288,187670,188313,186065,190082,172595,192466,193981
2617,새절,승차,5058396,13859,379884,373419,468275,449195,446891,431447,392526,394849,443627,404635,444565,429083
2617,새절,하차,4813921,13189,362099,357083,448612,429334,425108,408632,371681,374349,419455,383331,425155,409082
2618,증산,승차,3878995,10627,302344,297126,346982,335224,334599,327798,316805,313200,331062,306725,334125,333005
2618,증산,하차,3708524,10160,286980,282396,337252,324177,322311,312962,298842,297265,316784,292991,321294,315270
2619,디지털미디어시티(6),승차,5173696,14175,417407,411768,470793,445203,441141,438626,418523,416619,439772,394699,447879,431266
2619,디지털미디어시티(6),하차,5714515,15656,460928,456584,520888,490917,487041,484053,466293,463261,488502,428879,492205,474964
2620,월드컵경기장,승차,2785465,7631,169921,165576,219937,220918,245056,245644,221073,216318,243957,432843,226585,177637
2620,월드컵경기장,하차,2956334,8100,176980,174738,233858,233078,264525,268705,237996,239527,255748,455533,229685,185961
2621,마포구청,승차,5037292,13801,393266,390556,453826,430405,429496,426578,410312,404817,434163,402766,436841,424266
2621,마포구청,하차,4446016,12181,348115,347693,401854,377973,377794,375718,363990,356747,378698,350173,388187,379074
2622,망원,승차,4993560,13681,393034,393596,448032,425527,419712,415246,410428,413958,430160,392201,425759,425907
2622,망원,하차,5405271,14809,429303,426951,485080,459850,456138,449890,445405,449077,464291,421607,457453,460226
2623,합정(6),승차,5457007,14951,400777,403929,462211,453069,469730,464944,455458,460937,473641,446594,473976,491741
2623,합정(6),하차,4931321,13510,370593,372417,424300,410576,419033,416697,408683,412233,425570,405149,425389,440681
2624,상수,승차,4052184,11102,323356,325744,368514,344345,349987,329647,329146,320538,343394,311646,345022,360845
2624,상수,하차,4773400,13078,376835,381568,428760,401138,411315,391914,386809,382516,410202,368657,404718,428968
2625,광흥창,승차,3496173,9579,271639,273297,313347,300963,293943,297592,289040,287795,302719,265079,303759,297000
2625,광흥창,하차,3396074,9304,264911,266580,305169,290695,283356,287032,281749,279182,294387,255894,297108,290011
2626,대흥,승차,3072359,8417,224477,223728,285680,266601,270560,261201,244710,236343,275885,237770,279497,265907
2626,대흥,하차,3238077,8871,234123,237635,306786,281632,286916,275076,256999,247811,289367,248164,294234,279334
2627,공덕(6),승차,6463691,17709,503298,508677,578243,551384,532246,545312,532559,523004,561996,490705,568561,567706
2627,공덕(6),하차,6316229,17305,492040,497648,567872,537538,520933,534184,522868,512703,544970,478917,555037,551519
2628,효창공원앞,승차,2663137,7296,199716,202984,244940,232527,230174,227601,213417,206125,234577,212929,233914,224233
2628,효창공원앞,하차,2493367,6831,186036,189794,235154,219985,217385,211563,195348,187950,220524,197680,221639,210309
2629,삼각지(6),승차,2760992,7564,200030,205417,246850,239944,241307,240145,215345,221007,240007,217039,235784,258117
2629,삼각지(6),하차,2204865,6041,163685,165160,199800,190002,191466,190053,173239,175738,191035,169133,190522,205032
2630,녹사평,승차,2703301,7406,199066,206758,239577,232647,242261,237689,220040,219722,232164,239056,213301,221020
2630,녹사평,하차,2860319,7836,212966,220530,254499,245302,254848,252168,230657,232356,244910,245793,224275,242015
2631,이태원,승차,6372702,17459,489626,483195,546785,528791,547075,518567,507674,508819,519542,618134,504330,600164
2631,이태원,하차,7265362,19905,542317,544873,609118,595387,616870,603100,577205,583418,612792,721042,569014,690226
2632,한강진,승차,2681794,7347,207653,221611,233902,219105,220047,218836,215693,216190,226642,215606,243646,242863
2632,한강진,하차,3199948,8767,247700,265298,276057,265520,265123,264063,256975,256324,271220,252750,288774,290144
2633,버티고개,승차,907799,2487,69625,69449,84296,79547,78806,76682,71871,69916,78840,70861,80297,77609
2633,버티고개,하차,841449,2305,66107,65135,76256,74100,72728,71547,68603,67347,73080,65607,70841,70098
2634,약수(6),승차,1341771,3676,104218,104003,120157,116103,112204,112039,109583,109333,116955,103858,118197,115121
2634,약수(6),하차,1322806,3624,104394,103275,117802,113799,111491,110283,107108,106850,113990,102513,116537,114764
2635,청구(6),승차,1389231,3806,108882,109856,126006,119317,119133,117379,115381,112782,119486,106848,119031,115130
2635,청구(6),하차,1495979,4099,115350,117037,136413,127973,129107,126518,124179,120363,130747,114013,129930,124349
2636,신당(6),승차,3113311,8530,238035,240098,279704,260736,258296,259928,249921,243234,270114,248850,274394,290001
2636,신당(6),하차,3180180,8713,241435,246549,286936,267006,265632,266300,258858,247307,278924,251454,280672,289107
2637,동묘앞(6),승차,3340834,9153,257919,262574,305337,288571,288505,274947,265567,257235,283828,274625,290767,290959
2637,동묘앞(6),하차,3286837,9005,253198,256112,298015,284820,284771,274656,262772,255436,281322,265280,285602,284853
2638,창신,승차,1295675,3550,91869,92811,118954,113426,112494,111305,105845,102056,115116,102684,116181,112934
2638,창신,하차,1078190,2954,74824,75857,101867,96874,96141,93394,85092,80935,96086,85913,97047,94160
2639,보문,승차,3035279,8316,238850,240081,286398,268602,271221,264177,253931,246378,250899,223952,248760,242030
2639,보문,하차,2737638,7500,215177,216905,260300,243063,245053,236721,227177,222154,224966,200400,227208,218514
2640,안암,승차,5020306,13754,335770,350316,519284,455959,481005,425124,371153,343238,462531,388511,470177,417238
2640,안암,하차,5098148,13968,337758,354202,528908,469595,491554,425685,374010,344148,472483,400968,478093,420744
2641,고려대,승차,3531257,9675,255126,257008,334665,322361,318106,299592,268446,261599,314902,280918,316888,301646
2641,고려대,하차,3423425,9379,244932,248585,327958,310874,310766,289794,256241,253907,305417,272791,311881,290279
2642,월곡,승차,4763437,13051,348693,346436,453830,423657,421616,399661,368056,361201,425618,376487,427760,410422
2642,월곡,하차,4533199,12420,335445,333654,431712,400705,397776,379303,351706,347267,402375,356737,404867,391652
2643,상월곡,승차,2293139,6283,173797,172066,211165,200635,203011,195296,172967,170146,203784,182591,207059,200622
2643,상월곡,하차,2108377,5776,153431,153032,197569,186564,190341,178763,155934,153763,190316,169010,195187,184467
2644,돌곶이,승차,3460382,9480,270733,268338,316250,300733,301346,294066,282797,283703,299699,268836,291643,282238
2644,돌곶이,하차,3181160,8716,248960,247040,290111,275783,275208,269263,259241,260873,276239,246408,270591,261443
2645,석계(6),승차,4860084,13315,376817,370509,446181,420313,422791,407536,386945,384383,422312,380726,423599,417972
2645,석계(6),하차,4884163,13381,376977,370581,444979,422510,422830,410492,391194,386852,424902,384344,429479,419023
2646,태릉입구(6),승차,1956927,5361,147870,146357,176120,166855,185434,164203,154612,152749,169612,154162,171486,167467
2646,태릉입구(6),하차,2350079,6439,167068,165942,217753,206040,236940,200079,176148,176210,208936,187537,210020,197406
2647,화랑대,승차,4817652,13199,353031,352825,446059,424131,424888,410150,378742,372946,432582,381048,431814,409436
2647,화랑대,하차,3681196,10085,271616,272803,344091,325160,323703,310188,288598,286911,326417,292938,329835,308936
2648,봉화산,승차,3499290,9587,273995,271160,313511,298635,300285,297020,284377,282133,301420,272452,305441,298861
2648,봉화산,하차,3244534,8889,255697,252390,290822,276276,277193,273445,264124,262360,278574,253800,283378,276475
2711,장암,승차,921135,2524,67937,67363,80710,80753,81727,79808,82119,81466,80411,70962,76639,71240
2711,장암,하차,376204,1031,25951,25536,31057,32496,34201,32378,37109,38781,32396,30102,29077,27120
2712,도봉산(7),승차,3415562,9358,251782,250662,311623,309237,309073,297773,267352,264516,295660,282881,295732,279271
2712,도봉산(7),하차,4123445,11297,297286,296331,375058,372131,373643,357688,318347,320206,363153,354751,356907,337944
2713,수락산,승차,5223961,14312,407433,404302,472974,456681,458640,442596,426400,423575,444146,412522,435524,439168
2713,수락산,하차,5021318,13757,392799,389037,452347,435558,437921,423383,414234,411142,426324,397733,419372,421468
2714,마들,승차,4458756,12216,357606,351766,402584,384370,388518,379346,362218,356101,379339,342161,377423,377324
2714,마들,하차,4078608,11174,327125,320854,367366,350019,351439,346230,333577,327520,346947,312982,348581,345968
2715,노원(7),승차,7678950,21038,628251,620459,677073,638898,663173,637718,645026,637487,634264,586813,642706,667082
2715,노원(7),하차,8330209,22822,675818,666939,736042,698033,730802,696200,697926,691162,692142,637755,691394,715996
2716,중계,승차,5800357,15891,445877,442918,523490,507219,509172,497671,474126,460275,499905,450031,502305,487368
2716,중계,하차,5318289,14571,404862,404551,481085,465831,466907,456516,434973,422467,459012,413804,464660,443621
2717,하계,승차,7442777,20391,578608,572604,668505,642094,656410,627633,602914,590913,638716,575317,638476,650587
2717,하계,하차,7010673,19207,544559,539464,635749,607513,618399,589116,565662,555117,599656,539967,604024,611447
2718,공릉,승차,4753863,13024,348855,348312,447175,421780,429492,399003,376294,366277,414435,371189,426678,404373
2718,공릉,하차,4699646,12876,347542,345338,440356,416017,423320,393977,374508,364425,407687,367686,420868,397922
2719,태릉입구(7),승차,3410401,9344,244320,245017,320003,305644,339453,292223,261224,261399,298178,266241,297387,279312
2719,태릉입구(7),하차,3126774,8567,220456,221852,294173,279892,315470,269041,236930,237147,274233,245141,275738,256701
2720,먹골,승차,3931371,10771,307550,306301,347992,336250,346833,328812,323397,318774,333562,305530,335374,340996
2720,먹골,하차,3764974,10315,296047,294818,334931,322308,328986,314764,308803,304720,317670,291129,323350,327448
2721,중화,승차,4139318,11341,329436,325173,372327,357815,370916,347102,334992,332284,349704,319371,349850,350348
2721,중화,하차,3933077,10776,313531,309642,356598,340605,353785,328604,318035,313658,330169,300732,335336,332382
2722,상봉(7),승차,6308266,17283,510917,500790,568856,541416,548410,531809,511590,498646,518418,487184,539890,550340
2722,상봉(7),하차,6058182,16598,488098,477933,548165,519287,525800,510881,492758,480992,500271,470097,517388,526512
2723,면목,승차,5886623,16128,439542,435011,547248,524609,521291,498803,459515,462307,517595,470369,514823,495510
2723,면목,하차,5664585,15519,424402,418303,528058,506063,502211,480632,439761,443958,495724,450398,499540,475535
2724,사가정,승차,5816561,15936,457593,449989,518235,502242,504899,489631,475407,471555,497968,460122,494093,494827
2724,사가정,하차,5715156,15658,449897,442936,509337,493118,495208,480711,467384,462620,487093,449959,489184,487709
2725,용마산,승차,2345939,6427,183067,179102,209700,202959,204963,197878,193530,188614,200341,185630,200783,199372
2725,용마산,하차,2182888,5981,169129,166071,195461,189686,190806,184370,179502,174724,186328,175296,187608,183907
2726,중곡,승차,3754400,10286,292589,291487,333587,320109,320697,316589,305793,301816,323571,296790,327956,323416
2726,중곡,하차,3460501,9481,273130,270783,307757,294227,293356,290875,281011,279048,295609,273100,303258,298347
2727,군자(7),승차,5309511,14547,429704,422427,475266,452128,455068,447866,442937,438116,445827,405703,444819,449650
2727,군자(7),하차,3286404,9004,268593,262628,293094,275479,278659,277677,276475,272184,275025,249711,277656,279223
2728,어린이대공원,승차,5980908,16386,381012,392273,583652,616931,619451,505364,403272,427038,551277,495523,529068,476047
2728,어린이대공원,하차,6079891,16657,370719,390257,604400,644399,641598,514214,395664,427852,568351,508601,539823,474013
2729,건대입구(7),승차,6145803,16838,486822,485222,574296,532507,543261,502831,491668,495131,518804,458841,522062,534358
2729,건대입구(7),하차,6653172,18228,533098,538614,627505,587121,591192,539195,528899,528945,555528,494635,551829,576611
2730,뚝섬유원지,승차,3438892,9422,223271,220599,289214,352583,361531,310847,272258,296588,357995,288339,234248,231419
2730,뚝섬유원지,하차,3332647,9131,213141,211107,278605,351640,352218,301466,263552,285972,347072,277986,226612,223276
2731,청담,승차,7375517,20207,592394,605367,678955,632629,621289,627206,611235,597818,626126,537689,634596,610213
2731,청담,하차,8505847,23304,684949,700117,786869,729659,712558,723223,705029,686698,720614,616815,729931,709385
2732,강남구청,승차,5308634,14544,424830,437505,481459,453438,441363,447147,434456,434104,454645,387968,463259,448460
2732,강남구청,하차,5865163,16069,466873,481078,530209,501091,486216,495321,481143,480745,505243,429882,511709,495653
2733,학동,승차,7619415,20875,614209,636355,698413,654512,619586,639156,621316,615684,650935,548440,673215,647594
2733,학동,하차,8435980,23112,680860,707039,775189,725685,686687,711290,685676,678708,719323,603630,744149,717744
2734,논현,승차,6941893,19019,564047,566323,626499,584819,570241,587254,585236,574271,588686,503737,600470,590310
2734,논현,하차,7660784,20988,623654,626718,692694,645805,627065,645017,645324,631632,648245,553349,661876,659405
2735,반포,승차,2357751,6460,184139,183569,211423,199897,203096,199978,191498,190611,204204,181000,205840,202496
2735,반포,하차,2276585,6237,176530,177434,203013,193914,195449,192556,186194,184986,197371,174700,198710,195728
2736,고속터미널(7),승차,7798722,21366,681144,648482,665999,656211,677182,645038,633279,643812,625024,608239,641906,672406
2736,고속터미널(7),하차,6718592,18407,555930,537401,579138,557923,561498,553592,543594,555096,567923,531565,578039,596893
2737,내방,승차,5184290,14204,407088,406510,466992,437423,429806,438783,431278,426819,451476,388317,457716,442082
2737,내방,하차,5314242,14560,418985,418131,479870,448774,440851,447860,443315,438133,461215,395493,467839,453776
2738,이수(7),승차,6178255,16927,494062,496279,550444,519434,519730,518995,512662,504910,525588,467063,526932,542156
2738,이수(7),하차,6138188,16817,490979,490875,545175,512377,515113,516606,509917,503413,522790,463952,525739,541252
2739,남성,승차,4289150,11751,330871,329691,389927,370168,367790,362131,351017,346325,371879,330779,372858,365714
2739,남성,하차,3997320,10952,311066,308434,365279,345097,342998,336404,326784,322498,345352,308393,347115,337900
2740,숭실대입구,승차,5594745,15328,383573,379043,569031,533779,530567,482866,395414,384742,515737,438197,516609,465187
2740,숭실대입구,하차,5547106,15198,378298,377949,569647,530543,526570,475275,388133,380456,517157,434837,511755,456486
2741,상도,승차,4183615,11462,307105,307579,389808,368415,374671,358261,327650,327745,371861,321927,370370,358223
2741,상도,하차,3998087,10954,286727,288016,379291,355340,363453,341727,304823,307577,358970,310078,360980,341105
2742,장승배기,승차,4082253,11184,322343,320016,363983,346329,347110,347321,340685,333796,350487,312222,347520,350441
2742,장승배기,하차,3964096,10861,315864,312362,354279,336342,335706,336116,329950,324559,337996,303486,338324,339112
2743,신대방삼거리,승차,5926489,16237,466625,463183,527064,503598,503249,499031,489290,485556,510203,454861,515309,508520
2743,신대방삼거리,하차,5650039,15480,447213,442652,502307,479370,479799,474613,467773,463563,485522,433020,491395,482812
2744,보라매,승차,3393227,9297,264816,277494,311407,297458,306272,293407,278890,262030,283109,250431,288349,279564
2744,보라매,하차,3429113,9395,264786,281383,315034,302038,312640,297413,282306,263240,285259,252947,291020,281047
2745,신풍,승차,4247942,11638,320939,314199,361343,350455,362729,362702,358447,352795,371083,343550,376136,373564
2745,신풍,하차,4049748,11095,306772,299293,343726,335392,345838,346223,342678,335222,351882,327398,359290,356034
2746,대림(7),승차,3975372,10891,342755,312205,354335,337553,342729,322278,325576,319465,317001,335002,325648,340825
2746,대림(7),하차,3985739,10920,343907,313694,354969,337136,341206,322405,326812,319464,318465,332779,327857,347045
2747,남구로,승차,5835193,15987,482597,463366,524138,497182,488887,488828,484588,474619,487110,450240,499079,494559
2747,남구로,하차,6087797,16679,500125,486203,547670,520083,507333,510824,504482,493446,508469,464158,524091,520913
2748,가산디지털단지(7),승차,14148171,38762,1190068,1183658,1289883,1193274,1142117,1185479,1183965,1153144,1184984,1008190,1248891,1184518
2748,가산디지털단지(7),하차,14098753,38627,1176876,1175304,1286414,1193005,1138038,1190161,1182270,1151625,1191388,1003786,1240046,1169840
2749,철산,승차,8891405,24360,702421,701845,796886,764044,765027,749058,732860,720343,758375,682115,751231,767200
2749,철산,하차,9002801,24665,712562,709832,806559,771464,772092,758074,741459,730187,766682,691479,765007,777404
2750,광명사거리,승차,9891884,27101,802779,776488,886655,843401,847406,826189,808964,802292,841827,784521,832812,838550
2750,광명사거리,하차,9612429,26335,782923,754111,862053,817636,819948,801773,786611,782273,814716,760150,813446,816789
2751,천왕,승차,3113681,8531,241507,236678,274509,263301,262956,261041,256673,253891,271989,247502,273055,270579
2751,천왕,하차,2881717,7895,222626,217065,253262,243637,243636,241505,237959,235227,253512,230386,253599,249303
