탑승일자,버스정류장ARS번호,총승객수,승차총승객수,하차총승객수
2016-10-22,02282,721.0,203.0,518.0
2016-10-23,02003,1111.0,338.0,773.0
2016-10-23,02006,8993.0,4820.0,4173.0
2016-10-23,02282,315.0,81.0,234.0
2016-10-24,02003,1969.0,436.0,1533.0
2016-10-24,02006,13028.0,6215.0,6813.0
2016-10-24,02282,187.0,57.0,130.0
2016-10-25,02003,1954.0,445.0,1509.0
2016-10-25,02006,12244.0,5785.0,6459.0
2016-10-25,02282,156.0,54.0,102.0
2016-10-26,02003,2095.0,451.0,1644.0
2016-10-26,02006,13259.0,6206.0,7053.0
2016-10-26,02282,191.0,54.0,137.0
2016-10-27,02003,2211.0,508.0,1703.0
2016-10-27,02006,13649.0,6566.0,7083.0
2016-10-27,02282,233.0,61.0,172.0
2016-10-28,02003,2235.0,506.0,1729.0
2016-10-28,02006,14255.0,6961.0,7294.0
2016-10-28,02282,238.0,70.0,168.0
2016-10-29,02003,1607.0,360.0,1247.0
2016-10-29,02006,11398.0,5803.0,5595.0
2016-10-29,02282,674.0,206.0,468.0
2016-10-30,02003,1245.0,404.0,841.0
2016-10-30,02006,9947.0,5412.0,4535.0
2016-10-30,02282,560.0,144.0,416.0
2016-10-31,02003,1936.0,429.0,1507.0
2016-10-31,02006,12687.0,6029.0,6658.0
2016-10-31,02282,115.0,31.0,84.0
2016-11-01,02003,2030.0,458.0,1572.0
2016-11-01,02006,12561.0,5991.0,6570.0
2016-11-01,02282,114.0,27.0,87.0
2016-11-02,02003,2094.0,481.0,1613.0
2016-11-02,02006,12746.0,6037.0,6709.0
2016-11-02,02282,151.0,39.0,112.0
2016-11-03,02003,2093.0,455.0,1638.0
2016-11-03,02006,13120.0,6182.0,6938.0
2016-11-03,02282,238.0,50.0,188.0
2016-11-04,02003,2225.0,524.0,1701.0
2016-11-04,02006,13901.0,6708.0,7193.0
2016-11-04,02282,242.0,46.0,196.0
2016-11-05,02003,1245.0,350.0,895.0
2016-11-05,02006,10660.0,5413.0,5247.0
2016-11-05,02282,604.0,195.0,409.0
2016-11-06,02003,1144.0,353.0,791.0
2016-11-06,02006,9809.0,5429.0,4380.0
2016-11-06,02282,568.0,181.0,387.0
2016-11-07,02003,1972.0,420.0,1552.0
2016-11-07,02006,12666.0,6054.0,6612.0
2016-11-07,02282,144.0,27.0,117.0
2016-11-08,02003,2028.0,438.0,1590.0
2016-11-08,02006,12646.0,5915.0,6731.0
2016-11-08,02282,197.0,64.0,133.0
2016-11-09,02003,2016.0,436.0,1580.0
2016-11-09,02006,12817.0,6115.0,6702.0
2016-11-09,02282,169.0,47.0,122.0
2016-11-10,02003,2016.0,457.0,1559.0
2016-11-10,02006,13147.0,6086.0,7061.0
2016-11-10,02282,108.0,24.0,84.0
2016-11-11,02003,2262.0,535.0,1727.0
2016-11-11,02006,13808.0,6722.0,7086.0
2016-11-11,02282,272.0,70.0,202.0
2016-11-12,02003,730.0,245.0,485.0
2016-11-12,02006,6954.0,3176.0,3778.0
2016-11-12,02282,660.0,217.0,443.0
2016-11-13,02003,1191.0,347.0,844.0
2016-11-13,02006,9392.0,5026.0,4366.0
2016-11-13,02282,535.0,175.0,360.0
2016-11-14,02003,1931.0,437.0,1494.0
2016-11-14,02006,12899.0,6165.0,6734.0
2016-11-14,02282,163.0,26.0,137.0
2016-11-15,02003,1998.0,454.0,1544.0
2016-11-15,02006,12831.0,6137.0,6694.0
2016-11-15,02282,193.0,51.0,142.0
2016-11-16,02003,2031.0,452.0,1579.0
2016-11-16,02006,13055.0,6237.0,6818.0
2016-11-16,02282,179.0,40.0,139.0
2016-11-17,02003,2072.0,461.0,1611.0
2016-11-17,02006,13033.0,6288.0,6745.0
2016-11-17,02282,195.0,50.0,145.0
2016-11-18,02003,2102.0,467.0,1635.0
2016-11-18,02006,13919.0,6711.0,7208.0
2016-11-18,02282,245.0,70.0,175.0
2016-11-19,02003,730.0,234.0,496.0
2016-11-19,02006,9523.0,4698.0,4825.0
2016-11-19,02282,546.0,150.0,396.0
2016-11-20,02003,1207.0,344.0,863.0
2016-11-20,02006,9491.0,5197.0,4294.0
2016-11-20,02282,456.0,139.0,317.0
2016-11-21,02003,2057.0,472.0,1585.0
2016-11-21,02006,12759.0,6066.0,6693.0
2016-11-21,02282,182.0,39.0,143.0
2016-11-22,02003,1922.0,432.0,1490.0
2016-11-22,02006,12727.0,6100.0,6627.0
2016-11-22,02282,155.0,32.0,123.0
2016-11-23,02003,2059.0,428.0,1631.0
2016-11-23,02006,12547.0,6002.0,6545.0
2016-11-23,02282,125.0,19.0,106.0
2016-11-24,02003,2051.0,440.0,1611.0
2016-11-24,02006,12738.0,6106.0,6632.0
2016-11-24,02282,138.0,25.0,113.0
2016-11-25,02003,1775.0,409.0,1366.0
2016-11-25,02006,13741.0,6618.0,7123.0
2016-11-25,02282,238.0,53.0,185.0
2016-11-26,02003,735.0,194.0,541.0
2016-11-26,02006,8450.0,4130.0,4320.0
2016-11-26,02282,227.0,80.0,147.0
2016-11-27,02003,1099.0,340.0,759.0
2016-11-27,02006,9241.0,5080.0,4161.0
2016-11-27,02282,281.0,93.0,188.0
2016-11-28,02003,1984.0,437.0,1547.0
2016-11-28,02006,12533.0,5977.0,6556.0
2016-11-28,02282,151.0,37.0,114.0
2016-11-29,02003,2022.0,411.0,1611.0
2016-11-29,02006,12379.0,5876.0,6503.0
2016-11-29,02282,201.0,51.0,150.0
2016-11-30,02003,1555.0,294.0,1261.0
2016-11-30,02006,12690.0,5855.0,6835.0
2016-11-30,02282,101.0,27.0,74.0
2016-12-01,02003,2005.0,424.0,1581.0
2016-12-01,02006,12513.0,5899.0,6614.0
2016-12-01,02282,144.0,19.0,125.0
2016-12-02,02003,1944.0,449.0,1495.0
2016-12-02,02006,13367.0,6367.0,7000.0
2016-12-02,02282,175.0,42.0,133.0
2016-12-03,02003,842.0,250.0,592.0
2016-12-03,02006,10004.0,5126.0,4878.0
2016-12-03,02282,447.0,125.0,322.0
2016-12-04,02003,1177.0,306.0,871.0
2016-12-04,02006,8778.0,4771.0,4007.0
2016-12-04,02282,279.0,84.0,195.0
2016-12-05,02003,1955.0,444.0,1511.0
2016-12-05,02006,12297.0,5702.0,6595.0
2016-12-05,02282,147.0,40.0,107.0
2016-12-06,02003,1876.0,395.0,1481.0
2016-12-06,02006,12308.0,5826.0,6482.0
2016-12-06,02282,139.0,46.0,93.0
2016-12-07,02003,1894.0,424.0,1470.0
2016-12-07,02006,12547.0,5781.0,6766.0
2016-12-07,02282,138.0,20.0,118.0
2016-12-08,02003,1992.0,424.0,1568.0
2016-12-08,02006,12301.0,5862.0,6439.0
2016-12-08,02282,118.0,31.0,87.0
2016-12-09,02003,2021.0,483.0,1538.0
2016-12-09,02006,12942.0,6281.0,6661.0
2016-12-09,02282,215.0,39.0,176.0
2016-12-10,02003,951.0,182.0,769.0
2016-12-10,02006,9355.0,4653.0,4702.0
2016-12-10,02282,412.0,124.0,288.0
2016-12-11,02003,975.0,256.0,719.0
2016-12-11,02006,8297.0,4513.0,3784.0
2016-12-11,02282,343.0,81.0,262.0
2016-12-12,02003,1864.0,396.0,1468.0
2016-12-12,02006,12425.0,5945.0,6480.0
2016-12-12,02282,175.0,35.0,140.0
2016-12-13,02003,1942.0,455.0,1487.0
2016-12-13,02006,12553.0,5872.0,6681.0
2016-12-13,02282,137.0,33.0,104.0
2016-12-14,02003,1763.0,382.0,1381.0
2016-12-14,02006,11973.0,5647.0,6326.0
2016-12-14,02282,145.0,27.0,118.0
2016-12-15,02003,1877.0,405.0,1472.0
2016-12-15,02006,12146.0,5787.0,6359.0
2016-12-15,02282,179.0,32.0,147.0
2016-12-16,02003,1946.0,445.0,1501.0
2016-12-16,02006,12838.0,6139.0,6699.0
2016-12-16,02282,211.0,49.0,162.0
2016-12-17,02003,762.0,200.0,562.0
2016-12-17,02006,10582.0,5397.0,5185.0
2016-12-17,02282,476.0,126.0,350.0
2016-12-18,02003,1200.0,294.0,906.0
2016-12-18,02006,8836.0,4801.0,4035.0
2016-12-18,02282,334.0,120.0,214.0
2016-12-19,02003,1838.0,422.0,1416.0
2016-12-19,02006,12066.0,5879.0,6187.0
2016-12-19,02282,178.0,33.0,145.0
2016-12-20,02003,1750.0,405.0,1345.0
2016-12-20,02006,12357.0,6071.0,6286.0
2016-12-20,02282,330.0,111.0,219.0
2016-12-21,02003,1726.0,420.0,1306.0
2016-12-21,02006,11984.0,5733.0,6251.0
2016-12-21,02282,177.0,43.0,134.0
2016-12-22,02003,1589.0,395.0,1194.0
2016-12-22,02006,11489.0,5634.0,5855.0
2016-12-22,02282,101.0,31.0,70.0
2016-12-23,02003,1724.0,429.0,1295.0
2016-12-23,02006,12800.0,6255.0,6545.0
2016-12-23,02282,241.0,76.0,165.0
2016-12-24,02003,931.0,252.0,679.0
2016-12-24,02006,9717.0,4723.0,4994.0
2016-12-24,02282,789.0,219.0,570.0
2016-12-25,02003,1093.0,285.0,808.0
2016-12-25,02006,8579.0,4716.0,3863.0
2016-12-25,02282,781.0,220.0,561.0
2016-12-26,02003,1472.0,414.0,1058.0
2016-12-26,02006,11722.0,5801.0,5921.0
2016-12-26,02282,247.0,47.0,200.0
2016-12-27,02003,1560.0,404.0,1156.0
2016-12-27,02006,11878.0,5783.0,6095.0
2016-12-27,02282,192.0,53.0,139.0
2016-12-28,02003,1620.0,418.0,1202.0
2016-12-28,02006,11894.0,5743.0,6151.0
2016-12-28,02282,181.0,37.0,144.0
2016-12-29,02003,1556.0,387.0,1169.0
2016-12-29,02006,11915.0,5938.0,5977.0
2016-12-29,02282,262.0,59.0,203.0
2016-12-30,02003,1708.0,416.0,1292.0
2016-12-30,02006,12038.0,5911.0,6127.0
2016-12-30,02282,332.0,99.0,233.0
2016-12-31,02003,655.0,163.0,492.0
2016-12-31,02006,8952.0,4191.0,4761.0
2016-12-31,02282,729.0,223.0,506.0
2017-01-01,02003,890.0,298.0,592.0
2017-01-01,02006,7791.0,4508.0,3283.0
2017-01-01,02282,884.0,197.0,687.0
2017-01-02,02003,1467.0,440.0,1027.0
2017-01-02,02006,11379.0,5808.0,5571.0
2017-01-02,02282,185.0,39.0,146.0
2017-01-03,02003,1431.0,397.0,1034.0
2017-01-03,02006,11377.0,5634.0,5743.0
2017-01-03,02282,175.0,36.0,139.0
2017-01-04,02003,1535.0,405.0,1130.0
2017-01-04,02006,11637.0,5733.0,5904.0
2017-01-04,02282,236.0,62.0,174.0
2017-01-05,02003,1577.0,451.0,1126.0
2017-01-05,02006,11727.0,5788.0,5939.0
2017-01-05,02282,166.0,34.0,132.0
2017-01-06,02003,1761.0,466.0,1295.0
2017-01-06,02006,12832.0,6370.0,6462.0
2017-01-06,02282,285.0,70.0,215.0
2017-01-07,02003,971.0,240.0,731.0
2017-01-07,02006,10566.0,5465.0,5101.0
2017-01-07,02282,528.0,131.0,397.0
2017-01-08,02003,983.0,271.0,712.0
2017-01-08,02006,8344.0,4595.0,3749.0
2017-01-08,02282,391.0,104.0,287.0
2017-01-09,02003,1537.0,381.0,1156.0
2017-01-09,02006,11886.0,5820.0,6066.0
2017-01-09,02282,169.0,31.0,138.0
2017-01-10,02003,1692.0,417.0,1275.0
2017-01-10,02006,11634.0,5576.0,6058.0
2017-01-10,02282,177.0,40.0,137.0
2017-01-11,02003,1533.0,410.0,1123.0
2017-01-11,02006,11112.0,5529.0,5583.0
2017-01-11,02282,189.0,44.0,145.0
2017-01-12,02003,1506.0,420.0,1086.0
2017-01-12,02006,11952.0,5905.0,6047.0
2017-01-12,02282,200.0,53.0,147.0
2017-01-13,02003,1592.0,442.0,1150.0
2017-01-13,02006,12191.0,6067.0,6124.0
2017-01-13,02282,513.0,40.0,473.0
2017-01-14,02003,919.0,219.0,700.0
2017-01-14,02006,9155.0,4447.0,4708.0
2017-01-14,02282,589.0,91.0,498.0
2017-01-15,02003,925.0,271.0,654.0
2017-01-15,02006,7630.0,4271.0,3359.0
2017-01-15,02282,454.0,80.0,374.0
2017-01-16,02003,1455.0,421.0,1034.0
2017-01-16,02006,11205.0,5536.0,5669.0
2017-01-16,02282,595.0,65.0,530.0
2017-01-17,02003,1541.0,418.0,1123.0
2017-01-17,02006,11603.0,5687.0,5916.0
2017-01-17,02282,623.0,67.0,556.0
2017-01-18,02003,1575.0,413.0,1162.0
2017-01-18,02006,11649.0,5799.0,5850.0
2017-01-18,02282,603.0,60.0,543.0
2017-01-19,02003,1536.0,423.0,1113.0
2017-01-19,02006,11866.0,5980.0,5886.0
2017-01-19,02282,675.0,86.0,589.0
2017-01-20,02003,1682.0,408.0,1274.0
2017-01-20,02006,12727.0,6284.0,6443.0
2017-01-20,02282,695.0,101.0,594.0
2017-01-21,02003,885.0,219.0,666.0
2017-01-21,02006,9228.0,4625.0,4603.0
2017-01-21,02282,803.0,153.0,650.0
2017-01-22,02003,872.0,227.0,645.0
2017-01-22,02006,7547.0,4042.0,3505.0
2017-01-22,02282,506.0,88.0,418.0
2017-01-23,02003,1453.0,378.0,1075.0
2017-01-23,02006,11341.0,5483.0,5858.0
2017-01-23,02282,600.0,71.0,529.0
2017-01-24,02003,1466.0,383.0,1083.0
2017-01-24,02006,11355.0,5495.0,5860.0
2017-01-24,02282,652.0,66.0,586.0
2017-01-25,02003,1690.0,438.0,1252.0
2017-01-25,02006,12013.0,5736.0,6277.0
2017-01-25,02282,693.0,109.0,584.0
2017-01-26,02003,1581.0,396.0,1185.0
2017-01-26,02006,11730.0,5614.0,6116.0
2017-01-26,02282,752.0,113.0,639.0
2017-01-27,02003,798.0,163.0,635.0
2017-01-27,02006,6983.0,3352.0,3631.0
2017-01-27,02282,680.0,110.0,570.0
2017-01-28,02003,708.0,216.0,492.0
2017-01-28,02006,7403.0,4348.0,3055.0
2017-01-28,02282,1056.0,297.0,759.0
2017-01-29,02003,624.0,247.0,377.0
2017-01-29,02006,7148.0,4420.0,2728.0
2017-01-29,02282,527.0,118.0,409.0
2017-01-30,02003,832.0,305.0,527.0
2017-01-30,02006,8238.0,5018.0,3220.0
2017-01-30,02282,667.0,117.0,550.0
2017-01-31,02003,1352.0,402.0,950.0
2017-01-31,02006,11324.0,5901.0,5423.0
2017-01-31,02282,678.0,78.0,600.0
2017-02-01,02003,1453.0,408.0,1045.0
2017-02-01,02006,11446.0,5714.0,5732.0
2017-02-01,02282,713.0,88.0,625.0
2017-02-02,02003,1443.0,401.0,1042.0
2017-02-02,02006,11304.0,5559.0,5745.0
2017-02-02,02282,868.0,130.0,738.0
2017-02-03,02003,1626.0,438.0,1188.0
2017-02-03,02006,12601.0,6345.0,6256.0
2017-02-03,02282,919.0,162.0,757.0
2017-02-04,02003,995.0,282.0,713.0
2017-02-04,02006,10099.0,5031.0,5068.0
2017-02-04,02282,1038.0,174.0,864.0
2017-02-05,02003,844.0,252.0,592.0
2017-02-05,02006,7595.0,4162.0,3433.0
2017-02-05,02282,595.0,101.0,494.0
2017-02-06,02003,1465.0,403.0,1062.0
2017-02-06,02006,11439.0,5666.0,5773.0
2017-02-06,02282,826.0,115.0,711.0
2017-02-07,02003,1480.0,393.0,1087.0
2017-02-07,02006,11896.0,5866.0,6030.0
2017-02-07,02282,905.0,121.0,784.0
2017-02-08,02003,1451.0,398.0,1053.0
2017-02-08,02006,11496.0,5795.0,5701.0
2017-02-08,02282,842.0,121.0,721.0
2017-02-09,02003,1402.0,383.0,1019.0
2017-02-09,02006,11220.0,5586.0,5634.0
2017-02-09,02282,751.0,85.0,666.0
2017-02-10,02003,1569.0,414.0,1155.0
2017-02-10,02006,12001.0,6009.0,5992.0
2017-02-10,02282,802.0,98.0,704.0
2017-02-11,02003,775.0,194.0,581.0
2017-02-11,02006,8074.0,4056.0,4018.0
2017-02-11,02282,1048.0,223.0,825.0
2017-02-12,02003,960.0,238.0,722.0
2017-02-12,02006,8178.0,4447.0,3731.0
2017-02-12,02282,823.0,164.0,659.0
2017-02-13,02003,1425.0,406.0,1019.0
2017-02-13,02006,11856.0,5908.0,5948.0
2017-02-13,02282,870.0,105.0,765.0
2017-02-14,02003,1598.0,424.0,1174.0
2017-02-14,02006,12066.0,6019.0,6047.0
2017-02-14,02282,1029.0,118.0,911.0
2017-02-15,02003,1588.0,454.0,1134.0
2017-02-15,02006,12235.0,6113.0,6122.0
2017-02-15,02282,906.0,136.0,770.0
2017-02-16,02003,1705.0,464.0,1241.0
2017-02-16,02006,12340.0,6180.0,6160.0
2017-02-16,02282,941.0,148.0,793.0
2017-02-17,02003,1667.0,437.0,1230.0
2017-02-17,02006,13087.0,6595.0,6492.0
2017-02-17,02282,1042.0,149.0,893.0
2017-02-18,02003,968.0,226.0,742.0
2017-02-18,02006,8588.0,4272.0,4316.0
2017-02-18,02282,1209.0,210.0,999.0
2017-02-19,02003,930.0,234.0,696.0
2017-02-19,02006,8219.0,4605.0,3614.0
2017-02-19,02282,734.0,159.0,575.0
2017-02-20,02003,1467.0,398.0,1069.0
2017-02-20,02006,11894.0,5868.0,6026.0
2017-02-20,02282,814.0,103.0,711.0
2017-02-21,02003,1591.0,467.0,1124.0
2017-02-21,02006,11892.0,5939.0,5953.0
2017-02-21,02282,957.0,127.0,830.0
2017-02-22,02003,1539.0,409.0,1130.0
2017-02-22,02006,11538.0,5774.0,5764.0
2017-02-22,02282,815.0,102.0,713.0
2017-02-23,02003,1642.0,429.0,1213.0
2017-02-23,02006,12094.0,6107.0,5987.0
2017-02-23,02282,948.0,127.0,821.0
2017-02-24,02003,1775.0,455.0,1320.0
2017-02-24,02006,12957.0,6650.0,6307.0
2017-02-24,02282,1105.0,170.0,935.0
2017-02-25,02003,807.0,185.0,622.0
2017-02-25,02006,7748.0,3719.0,4029.0
2017-02-25,02282,962.0,255.0,707.0
2017-02-26,02003,1067.0,281.0,786.0
2017-02-26,02006,8962.0,4954.0,4008.0
2017-02-26,02282,1079.0,203.0,876.0
2017-02-27,02003,1729.0,446.0,1283.0
2017-02-27,02006,12417.0,6204.0,6213.0
2017-02-27,02282,1029.0,157.0,872.0
2017-02-28,02003,1730.0,435.0,1295.0
2017-02-28,02006,12810.0,6387.0,6423.0
2017-02-28,02282,1062.0,156.0,906.0
2017-03-01,02003,654.0,157.0,497.0
2017-03-01,02006,7266.0,3709.0,3557.0
2017-03-01,02282,834.0,147.0,687.0
2017-03-02,02003,2097.0,438.0,1659.0
2017-03-02,02006,12288.0,5927.0,6361.0
2017-03-02,02282,824.0,128.0,696.0
2017-03-03,02003,2106.0,451.0,1655.0
2017-03-03,02006,13247.0,6567.0,6680.0
2017-03-03,02282,869.0,141.0,728.0
2017-03-04,02003,1099.0,245.0,854.0
2017-03-04,02006,9297.0,4533.0,4764.0
2017-03-04,02282,1491.0,243.0,1248.0
2017-03-05,02003,1144.0,334.0,810.0
2017-03-05,02006,9033.0,4827.0,4206.0
2017-03-05,02282,838.0,132.0,706.0
2017-03-06,02003,1944.0,398.0,1546.0
2017-03-06,02006,12327.0,5819.0,6508.0
2017-03-06,02282,791.0,129.0,662.0
2017-03-07,02003,2091.0,409.0,1682.0
2017-03-07,02006,12231.0,5884.0,6347.0
2017-03-07,02282,873.0,122.0,751.0
2017-03-08,02003,2009.0,391.0,1618.0
2017-03-08,02006,12347.0,5900.0,6447.0
2017-03-08,02282,905.0,140.0,765.0
2017-03-09,02003,2075.0,442.0,1633.0
2017-03-09,02006,12361.0,6092.0,6269.0
2017-03-09,02282,822.0,118.0,704.0
2017-03-10,02003,1733.0,357.0,1376.0
2017-03-10,02006,12690.0,6149.0,6541.0
2017-03-10,02282,1053.0,168.0,885.0
2017-03-11,02003,1037.0,269.0,768.0
2017-03-11,02006,9911.0,5016.0,4895.0
2017-03-11,02282,1396.0,263.0,1133.0
2017-03-12,02003,999.0,308.0,691.0
2017-03-12,02006,8857.0,4887.0,3970.0
2017-03-12,02282,869.0,173.0,696.0
2017-03-13,02003,1993.0,463.0,1530.0
2017-03-13,02006,12727.0,6110.0,6617.0
2017-03-13,02282,917.0,143.0,774.0
2017-03-14,02003,2044.0,440.0,1604.0
2017-03-14,02006,12646.0,6097.0,6549.0
2017-03-14,02282,909.0,144.0,765.0
2017-03-15,02003,2053.0,449.0,1604.0
2017-03-15,02006,12602.0,6098.0,6504.0
2017-03-15,02282,912.0,143.0,769.0
2017-03-16,02003,2090.0,436.0,1654.0
2017-03-16,02006,12692.0,6174.0,6518.0
2017-03-16,02282,997.0,154.0,843.0
2017-03-17,02003,2187.0,497.0,1690.0
2017-03-17,02006,13692.0,6958.0,6734.0
2017-03-17,02282,1041.0,163.0,878.0
2017-03-18,02003,1480.0,321.0,1159.0
2017-03-18,02006,11183.0,5370.0,5813.0
2017-03-18,02282,1599.0,311.0,1288.0
2017-03-19,02003,1126.0,329.0,797.0
2017-03-19,02006,9548.0,5170.0,4378.0
2017-03-19,02282,1048.0,246.0,802.0
2017-03-20,02003,1957.0,400.0,1557.0
2017-03-20,02006,12581.0,6148.0,6433.0
2017-03-20,02282,901.0,136.0,765.0
2017-03-21,02003,2062.0,429.0,1633.0
2017-03-21,02006,12838.0,6099.0,6739.0
2017-03-21,02282,1009.0,165.0,844.0
2017-03-22,02003,2065.0,418.0,1647.0
2017-03-22,02006,12694.0,6078.0,6616.0
2017-03-22,02282,908.0,144.0,764.0
2017-03-23,02003,2156.0,465.0,1691.0
2017-03-23,02006,12909.0,6247.0,6662.0
2017-03-23,02282,1026.0,192.0,834.0
2017-03-24,02003,2212.0,482.0,1730.0
2017-03-24,02006,13700.0,6744.0,6956.0
2017-03-24,02282,1042.0,172.0,870.0
2017-03-25,02003,1131.0,264.0,867.0
2017-03-25,02006,9285.0,4621.0,4664.0
2017-03-25,02282,1113.0,224.0,889.0
2017-03-26,02003,1016.0,261.0,755.0
2017-03-26,02006,9060.0,4939.0,4121.0
2017-03-26,02282,868.0,178.0,690.0
2017-03-27,02003,2035.0,422.0,1613.0
2017-03-27,02006,12198.0,6000.0,6198.0
2017-03-27,02282,841.0,125.0,716.0
2017-03-28,02003,2109.0,437.0,1672.0
2017-03-28,02006,12694.0,6019.0,6675.0
2017-03-28,02282,1091.0,177.0,914.0
2017-03-29,02003,2049.0,428.0,1621.0
2017-03-29,02006,12833.0,6125.0,6708.0
2017-03-29,02282,1033.0,211.0,822.0
2017-03-30,02003,2055.0,443.0,1612.0
2017-03-30,02006,12712.0,6126.0,6586.0
2017-03-30,02282,949.0,145.0,804.0
2017-03-31,02003,2039.0,442.0,1597.0
2017-03-31,02006,13194.0,6520.0,6674.0
2017-03-31,02282,928.0,143.0,785.0
2017-04-01,02003,1081.0,245.0,836.0
2017-04-01,02006,8289.0,4408.0,3881.0
2017-04-01,02282,1332.0,282.0,1050.0
2017-04-02,02003,1162.0,350.0,812.0
2017-04-02,02006,9609.0,5279.0,4330.0
2017-04-02,02282,1075.0,216.0,859.0
2017-04-03,02003,2036.0,440.0,1596.0
2017-04-03,02006,12599.0,6042.0,6557.0
2017-04-03,02282,1083.0,195.0,888.0
2017-04-04,02003,2058.0,423.0,1635.0
2017-04-04,02006,12969.0,6276.0,6693.0
2017-04-04,02282,1078.0,165.0,913.0
2017-04-05,02003,1887.0,401.0,1486.0
2017-04-05,02006,11610.0,5698.0,5912.0
2017-04-05,02282,774.0,96.0,678.0
2017-04-06,02003,2055.0,456.0,1599.0
2017-04-06,02006,12484.0,6084.0,6400.0
2017-04-06,02282,951.0,149.0,802.0
2017-04-07,02003,2094.0,453.0,1641.0
2017-04-07,02006,13853.0,6869.0,6984.0
2017-04-07,02282,1169.0,212.0,957.0
2017-04-08,02003,1283.0,312.0,971.0
2017-04-08,02006,10749.0,5480.0,5269.0
2017-04-08,02282,1764.0,377.0,1387.0
2017-04-09,02003,1174.0,329.0,845.0
2017-04-09,02006,9734.0,5370.0,4364.0
2017-04-09,02282,1276.0,326.0,950.0
2017-04-10,02003,1982.0,466.0,1516.0
2017-04-10,02006,12940.0,6300.0,6640.0
2017-04-10,02282,1257.0,253.0,1004.0
2017-04-11,02003,2075.0,449.0,1626.0
2017-04-11,02006,12976.0,6164.0,6812.0
2017-04-11,02282,1176.0,237.0,939.0
2017-04-12,02003,2089.0,455.0,1634.0
2017-04-12,02006,12777.0,6093.0,6684.0
2017-04-12,02282,1140.0,206.0,934.0
2017-04-13,02003,2105.0,469.0,1636.0
2017-04-13,02006,13006.0,6275.0,6731.0
2017-04-13,02282,1151.0,213.0,938.0
2017-04-14,02003,1956.0,429.0,1527.0
2017-04-14,02006,13025.0,6449.0,6576.0
2017-04-14,02282,1072.0,156.0,916.0
2017-04-15,02003,1464.0,386.0,1078.0
2017-04-15,02006,10403.0,5275.0,5128.0
2017-04-15,02282,1992.0,621.0,1371.0
2017-04-16,02003,1227.0,300.0,927.0
2017-04-16,02006,9576.0,5218.0,4358.0
2017-04-16,02282,1581.0,461.0,1120.0
2017-04-17,02003,2012.0,400.0,1612.0
2017-04-17,02006,12016.0,5808.0,6208.0
2017-04-17,02282,885.0,151.0,734.0
2017-04-18,02003,1984.0,379.0,1605.0
2017-04-18,02006,12272.0,5908.0,6364.0
2017-04-18,02282,908.0,132.0,776.0
2017-04-19,02003,2075.0,440.0,1635.0
2017-04-19,02006,12719.0,6201.0,6518.0
2017-04-19,02282,1068.0,202.0,866.0
2017-04-20,02003,2141.0,429.0,1712.0
2017-04-20,02006,12592.0,6144.0,6448.0
2017-04-20,02282,936.0,172.0,764.0
2017-04-21,02003,2155.0,490.0,1665.0
2017-04-21,02006,13470.0,6737.0,6733.0
2017-04-21,02282,1228.0,216.0,1012.0
2017-04-22,02003,1501.0,357.0,1144.0
2017-04-22,02006,11043.0,5716.0,5327.0
2017-04-22,02282,1641.0,332.0,1309.0
2017-04-23,02003,1074.0,329.0,745.0
2017-04-23,02006,9221.0,5066.0,4155.0
2017-04-23,02282,1221.0,231.0,990.0
2017-04-24,02003,2047.0,454.0,1593.0
2017-04-24,02006,12757.0,6250.0,6507.0
2017-04-24,02282,1240.0,226.0,1014.0
2017-04-25,02003,2003.0,435.0,1568.0
2017-04-25,02006,12656.0,6066.0,6590.0
2017-04-25,02282,1026.0,163.0,863.0
2017-04-26,02003,2046.0,421.0,1625.0
2017-04-26,02006,13236.0,6336.0,6900.0
2017-04-26,02282,996.0,154.0,842.0
2017-04-27,02003,2071.0,455.0,1616.0
2017-04-27,02006,13280.0,6465.0,6815.0
2017-04-27,02282,1000.0,185.0,815.0
2017-04-28,02003,2129.0,473.0,1656.0
2017-04-28,02006,13869.0,6910.0,6959.0
2017-04-28,02282,1285.0,266.0,1019.0
2017-04-29,02003,1578.0,344.0,1234.0
2017-04-29,02006,10626.0,5508.0,5118.0
2017-04-29,02282,1611.0,300.0,1311.0
2017-04-30,02003,1146.0,287.0,859.0
2017-04-30,02006,9783.0,5117.0,4666.0
2017-04-30,02282,1265.0,239.0,1026.0
2017-05-01,02003,1713.0,358.0,1355.0
2017-05-01,02006,10765.0,5452.0,5313.0
2017-05-01,02282,1261.0,250.0,1011.0
2017-05-02,02003,2195.0,442.0,1753.0
2017-05-02,02006,13118.0,6423.0,6695.0
2017-05-02,02282,1094.0,179.0,915.0
2017-05-03,02003,1378.0,376.0,1002.0
2017-05-03,02006,10433.0,5454.0,4979.0
2017-05-03,02282,1647.0,302.0,1345.0
2017-05-04,02003,2060.0,431.0,1629.0
2017-05-04,02006,13054.0,6518.0,6536.0
2017-05-04,02282,1466.0,299.0,1167.0
2017-05-05,02003,1233.0,332.0,901.0
2017-05-05,02006,9788.0,5149.0,4639.0
2017-05-05,02282,1759.0,391.0,1368.0
2017-05-06,02003,1081.0,282.0,799.0
2017-05-06,02006,9637.0,5394.0,4243.0
2017-05-06,02282,1333.0,276.0,1057.0
2017-05-07,02003,1143.0,327.0,816.0
