사용일자,노선명,역명,승차총승객수,하차총승객수
2015-12-26,1호선,서울역,60006,50219
2015-12-27,1호선,서울역,53097,42062
2015-12-28,1호선,서울역,69339,59593
2015-12-29,1호선,서울역,68065,60379
2015-12-30,1호선,서울역,70244,63080
2015-12-31,1호선,서울역,73096,70224
2016-01-01,1호선,서울역,42699,39349
2016-01-02,1호선,서울역,52828,40827
2016-01-03,1호선,서울역,50862,38425
2016-01-04,1호선,서울역,66223,55939
2016-01-05,1호선,서울역,62554,55086
2016-01-06,1호선,서울역,63848,55885
2016-01-07,1호선,서울역,64626,56808
2016-01-08,1호선,서울역,73441,64310
2016-01-09,1호선,서울역,60201,50673
2016-01-10,1호선,서울역,45739,37702
2016-01-11,1호선,서울역,64259,57104
2016-01-12,1호선,서울역,64463,56689
2016-01-13,1호선,서울역,65919,57553
2016-01-14,1호선,서울역,66368,58748
2016-01-15,1호선,서울역,75873,65093
2016-01-16,1호선,서울역,61463,52651
2016-01-17,1호선,서울역,48179,39538
2016-01-18,1호선,서울역,64198,57099
2016-01-19,1호선,서울역,60683,53398
2016-01-20,1호선,서울역,61989,54846
2016-01-21,1호선,서울역,64371,57023
2016-01-22,1호선,서울역,74150,63746
2016-01-23,1호선,서울역,57750,49618
2016-01-24,1호선,서울역,40892,33326
2016-01-25,1호선,서울역,61479,54148
2016-01-26,1호선,서울역,64108,57014
2016-01-27,1호선,서울역,66353,58541
2016-01-28,1호선,서울역,66755,59145
2016-01-29,1호선,서울역,74539,63675
2016-01-30,1호선,서울역,59442,50682
2016-01-31,1호선,서울역,44484,37165
2016-02-01,1호선,서울역,60022,55554
2016-02-02,1호선,서울역,61054,55461
2016-02-03,1호선,서울역,62625,56866
2016-02-04,1호선,서울역,61865,60530
2016-02-05,1호선,서울역,63038,67755
2016-02-06,1호선,서울역,40683,50262
2016-02-07,1호선,서울역,36026,40244
2016-02-08,1호선,서울역,42573,35823
2016-02-09,1호선,서울역,51133,33199
2016-02-10,1호선,서울역,55481,35945
2016-02-11,1호선,서울역,67649,51970
2016-02-12,1호선,서울역,70179,57926
2016-02-13,1호선,서울역,56769,45412
2016-02-14,1호선,서울역,45278,35431
2016-02-15,1호선,서울역,67183,58168
2016-02-16,1호선,서울역,67522,58666
2016-02-17,1호선,서울역,70078,60551
2016-02-18,1호선,서울역,71713,62098
2016-02-19,1호선,서울역,79350,67315
2016-02-20,1호선,서울역,64501,54249
2016-02-21,1호선,서울역,49635,41418
2016-02-22,1호선,서울역,68411,60762
2016-02-23,1호선,서울역,69454,61300
2016-02-24,1호선,서울역,70665,61183
2016-02-25,1호선,서울역,74198,64403
2016-02-26,1호선,서울역,81223,69415
2016-02-27,1호선,서울역,67431,58619
2016-02-28,1호선,서울역,50497,41773
2016-02-29,1호선,서울역,68792,59667
2016-03-01,1호선,서울역,46382,37901
2016-03-02,1호선,서울역,60452,55300
2016-03-03,1호선,서울역,62844,56718
2016-03-04,1호선,서울역,73311,64462
2016-03-05,1호선,서울역,55649,47534
