index,날짜,평균기온,최고기온,최저기온
653,2016-10-15,19.1,27.1,12.4
654,2016-10-16,17.2,19.5,15.4
655,2016-10-17,17.5,21.7,14.5
656,2016-10-18,17.0,24.0,11.2
657,2016-10-19,18.0,24.3,14.0
658,2016-10-20,18.6,25.8,12.9
659,2016-10-21,17.9,22.0,15.7
660,2016-10-22,18.3,22.8,14.5
661,2016-10-23,13.3,17.8,10.6
662,2016-10-24,15.1,20.6,9.0
663,2016-10-25,14.1,17.5,12.5
664,2016-10-26,13.3,16.3,10.5
665,2016-10-27,14.6,20.9,8.6
666,2016-10-28,14.6,18.4,10.2
667,2016-10-29,7.8,11.2,3.5
668,2016-10-30,7.9,15.1,1.6
669,2016-10-31,5.7,8.2,0.7
670,2016-11-01,1.5,6.6,-2.4
671,2016-11-02,4.1,10.5,-2.7
672,2016-11-03,9.1,14.1,4.2
673,2016-11-04,12.3,15.7,8.2
674,2016-11-05,15.0,18.1,12.2
675,2016-11-06,14.0,18.3,11.9
676,2016-11-07,12.8,17.8,8.5
677,2016-11-08,4.1,8.4,0.4
678,2016-11-09,2.1,8.6,-3.2
679,2016-11-10,6.0,9.8,1.5
680,2016-11-11,9.1,14.2,6.2
681,2016-11-12,11.4,16.7,5.1
682,2016-11-13,14.4,18.1,12.1
683,2016-11-14,13.2,15.8,10.2
684,2016-11-15,5.2,10.2,2.5
685,2016-11-16,5.2,12.0,0.0
686,2016-11-17,9.1,16.5,4.0
687,2016-11-18,10.3,14.6,4.9
688,2016-11-19,13.0,18.6,9.9
689,2016-11-20,9.8,15.3,6.4
690,2016-11-21,9.5,14.6,5.1
691,2016-11-22,2.0,8.4,-2.1
692,2016-11-23,-1.8,3.6,-4.8
693,2016-11-24,-2.5,2.4,-6.2
694,2016-11-25,1.0,6.0,-3.5
695,2016-11-26,0.9,2.7,-0.7
696,2016-11-27,3.3,6.6,0.5
697,2016-11-28,1.4,5.6,-1.4
698,2016-11-29,1.7,8.6,-2.8
699,2016-11-30,6.0,9.8,0.7
700,2016-12-01,4.1,7.0,-1.0
701,2016-12-02,1.6,7.9,-3.5
702,2016-12-03,4.5,11.3,-0.7
703,2016-12-04,5.5,9.5,2.0
704,2016-12-05,5.9,10.3,0.5
705,2016-12-06,-1.1,4.3,-4.2
706,2016-12-07,1.7,7.5,-2.7
707,2016-12-08,2.1,6.1,-3.0
708,2016-12-09,1.4,4.2,-2.9
709,2016-12-10,-1.6,3.6,-5.9
710,2016-12-11,-1.1,6.4,-6.1
711,2016-12-12,2.3,6.3,-3.0
712,2016-12-13,3.4,8.8,-0.4
713,2016-12-14,-1.4,-0.1,-2.3
714,2016-12-15,-5.0,-1.5,-7.6
715,2016-12-16,-4.7,0.0,-9.8
716,2016-12-17,2.7,8.0,-2.7
717,2016-12-18,4.9,8.1,2.7
718,2016-12-19,7.2,12.0,4.3
719,2016-12-20,7.6,13.6,4.4
720,2016-12-21,7.9,12.6,4.1
721,2016-12-22,5.5,11.0,1.5
722,2016-12-23,-2.5,1.5,-4.4
723,2016-12-24,-2.4,1.1,-4.3
724,2016-12-25,1.0,6.4,-4.5
725,2016-12-26,2.5,4.4,1.3
726,2016-12-27,-2.3,1.3,-6.3
727,2016-12-28,-3.7,2.6,-8.4
728,2016-12-29,-4.2,-1.1,-7.2
729,2016-12-30,-3.9,1.0,-9.1
730,2016-12-31,0.7,5.7,-3.6
731,2017-01-01,2.7,6.9,-1.6
732,2017-01-02,5.0,9.2,1.8
733,2017-01-03,2.0,7.7,-2.3
734,2017-01-04,3.9,8.9,1.0
735,2017-01-05,3.8,7.3,-0.1
736,2017-01-06,5.4,11.4,2.5
737,2017-01-07,4.6,10.5,0.0
738,2017-01-08,6.5,10.9,4.0
739,2017-01-09,1.5,4.3,-3.1
740,2017-01-10,-3.7,1.1,-7.4
741,2017-01-11,-3.8,1.5,-9.4
742,2017-01-12,-2.2,1.0,-6.1
743,2017-01-13,-6.0,-1.4,-8.6
744,2017-01-14,-8.4,-5.4,-10.5
745,2017-01-15,-6.6,-0.9,-11.5
746,2017-01-16,-3.8,4.0,-8.9
747,2017-01-17,-2.0,3.4,-7.1
748,2017-01-18,-0.5,2.8,-3.0
749,2017-01-19,-1.2,4.7,-4.9
750,2017-01-20,-4.4,-1.4,-7.8
751,2017-01-21,-5.2,-0.9,-10.0
752,2017-01-22,-8.3,-3.3,-10.9
753,2017-01-23,-8.9,-4.1,-12.6
754,2017-01-24,-7.0,-1.3,-11.6
755,2017-01-25,-5.2,0.9,-10.2
756,2017-01-26,-1.3,3.4,-7.9
757,2017-01-27,-2.6,3.1,-5.7
758,2017-01-28,-1.6,4.3,-8.2
759,2017-01-29,0.8,2.5,-0.9
760,2017-01-30,-4.8,-0.9,-7.9
761,2017-01-31,-5.4,0.2,-9.9
762,2017-02-01,-4.0,0.7,-7.5
763,2017-02-02,-2.7,3.3,-9.2
764,2017-02-03,1.5,6.7,-2.3
765,2017-02-04,0.9,3.2,-2.9
766,2017-02-05,1.2,2.3,-1.5
767,2017-02-06,-1.7,2.6,-4.4
768,2017-02-07,-2.0,3.0,-5.6
769,2017-02-08,-2.2,0.6,-4.9
770,2017-02-09,-5.3,-2.1,-7.1
771,2017-02-10,-6.6,-2.5,-9.3
772,2017-02-11,-4.8,0.8,-9.2
773,2017-02-12,-2.2,4.2,-7.4
774,2017-02-13,0.1,6.1,-5.4
775,2017-02-14,0.3,6.5,-4.0
776,2017-02-15,1.8,8.0,-3.9
777,2017-02-16,5.5,10.3,-1.9
778,2017-02-17,0.8,9.0,-5.2
779,2017-02-18,-2.6,2.9,-7.0
780,2017-02-19,2.3,5.7,-3.4
781,2017-02-20,-1.5,5.4,-5.2
782,2017-02-21,-0.6,6.9,-7.6
783,2017-02-22,1.7,2.9,-0.9
784,2017-02-23,-1.5,2.1,-4.2
785,2017-02-24,-0.8,4.4,-5.8
786,2017-02-25,2.6,8.4,-2.8
787,2017-02-26,3.6,10.1,-1.5
788,2017-02-27,3.7,10.7,-1.8
789,2017-02-28,5.6,12.3,-1.3
790,2017-03-01,5.0,11.4,2.0
791,2017-03-02,1.8,6.6,-1.1
792,2017-03-03,3.3,10.4,-3.1
793,2017-03-04,5.7,12.7,0.1
794,2017-03-05,5.2,10.4,1.2
795,2017-03-06,0.1,4.0,-2.8
796,2017-03-07,-1.3,2.9,-4.0
797,2017-03-08,-0.1,5.0,-5.3
798,2017-03-09,3.2,10.7,-2.7
799,2017-03-10,4.8,12.2,-1.2
800,2017-03-11,7.3,16.7,-0.2
801,2017-03-12,8.2,14.0,4.4
802,2017-03-13,6.9,12.2,1.5
803,2017-03-14,5.8,10.9,1.0
804,2017-03-15,6.3,13.3,0.4
805,2017-03-16,6.2,13.4,1.0
806,2017-03-17,7.7,15.7,1.2
807,2017-03-18,9.5,16.1,5.9
808,2017-03-19,10.9,18.9,3.2
809,2017-03-20,10.2,15.5,6.0
810,2017-03-21,7.4,12.6,4.3
811,2017-03-22,7.6,14.1,1.9
812,2017-03-23,9.1,15.0,5.1
813,2017-03-24,8.7,15.2,3.9
814,2017-03-25,8.1,12.6,5.0
815,2017-03-26,7.3,11.6,4.8
816,2017-03-27,6.1,10.9,4.4
817,2017-03-28,7.1,12.7,2.5
818,2017-03-29,8.8,14.4,4.7
819,2017-03-30,10.6,17.1,4.1
820,2017-03-31,8.6,12.4,4.9
821,2017-04-01,9.0,15.1,4.8
822,2017-04-02,9.0,15.8,3.1
823,2017-04-03,11.4,19.2,4.3
824,2017-04-04,14.1,21.8,6.7
825,2017-04-05,12.0,14.2,10.8
826,2017-04-06,10.4,12.4,9.4
827,2017-04-07,14.5,23.5,9.0
828,2017-04-08,13.0,19.9,8.6
829,2017-04-09,14.8,20.5,10.6
830,2017-04-10,16.5,23.3,10.1
831,2017-04-11,15.3,20.2,11.5
832,2017-04-12,11.5,16.4,8.8
833,2017-04-13,12.7,19.6,6.3
834,2017-04-14,13.0,17.7,10.1
835,2017-04-15,16.8,24.3,10.9
836,2017-04-16,18.7,24.4,12.9
837,2017-04-17,14.7,18.0,11.2
838,2017-04-18,11.7,17.4,9.4
839,2017-04-19,12.6,18.4,7.0
840,2017-04-20,12.9,18.2,9.9
841,2017-04-21,13.1,19.3,7.6
842,2017-04-22,14.8,22.5,8.5
843,2017-04-23,14.9,21.7,8.9
844,2017-04-24,15.1,21.3,8.3
845,2017-04-25,16.0,20.4,12.9
846,2017-04-26,15.1,20.2,10.5
847,2017-04-27,13.6,19.8,7.9
848,2017-04-28,14.4,21.5,8.9
849,2017-04-29,17.1,23.7,9.6
850,2017-04-30,19.3,27.8,13.7
851,2017-05-01,20.1,28.3,12.8
852,2017-05-02,20.7,28.0,15.2
853,2017-05-03,21.5,30.2,14.5
854,2017-05-04,21.0,27.5,14.8
855,2017-05-05,20.9,27.0,15.5
856,2017-05-06,14.9,19.3,10.0
857,2017-05-07,16.6,22.8,10.9
858,2017-05-08,17.9,23.5,11.1
859,2017-05-09,17.1,22.6,15.3
860,2017-05-10,16.4,20.8,14.2
861,2017-05-11,19.3,24.8,13.1
862,2017-05-12,19.1,21.1,16.8
863,2017-05-13,16.4,22.6,12.4
864,2017-05-14,15.7,20.7,11.0
865,2017-05-15,16.0,20.1,12.3
866,2017-05-16,17.1,22.3,13.3
867,2017-05-17,18.6,25.9,12.3
868,2017-05-18,20.4,26.9,13.9
869,2017-05-19,21.1,27.9,15.1
870,2017-05-20,20.9,27.3,15.4
871,2017-05-21,21.5,27.6,16.0
872,2017-05-22,21.8,28.0,15.9
873,2017-05-23,20.0,24.4,17.2
874,2017-05-24,21.8,27.8,16.9
875,2017-05-25,19.2,24.4,14.4
876,2017-05-26,17.7,23.2,12.4
877,2017-05-27,19.5,26.4,13.7
878,2017-05-28,21.2,27.9,14.4
879,2017-05-29,22.9,29.3,18.1
880,2017-05-30,23.6,30.3,18.6
881,2017-05-31,23.3,29.6,17.7
882,2017-06-01,23.3,27.0,20.0
883,2017-06-02,20.5,25.6,15.5
884,2017-06-03,20.5,26.5,16.1
885,2017-06-04,21.7,28.1,15.1
886,2017-06-05,24.2,30.3,16.4
887,2017-06-06,19.4,23.9,14.5
888,2017-06-07,17.6,19.2,15.1
889,2017-06-08,20.1,25.9,15.1
890,2017-06-09,21.2,25.7,17.9
891,2017-06-10,21.5,27.5,16.7
892,2017-06-11,22.8,29.6,14.8
893,2017-06-12,22.1,28.0,17.0
894,2017-06-13,21.5,25.9,18.3
895,2017-06-14,21.8,26.8,17.8
896,2017-06-15,23.1,29.6,18.0
897,2017-06-16,25.5,32.7,20.0
898,2017-06-17,24.2,29.9,20.6
899,2017-06-18,24.3,31.8,18.6
900,2017-06-19,24.8,30.2,19.5
901,2017-06-20,26.0,32.7,20.0
902,2017-06-21,25.4,31.6,21.7
903,2017-06-22,25.3,30.4,21.2
904,2017-06-23,26.7,34.1,21.3
905,2017-06-24,24.5,27.8,21.5
906,2017-06-25,23.8,28.4,21.0
907,2017-06-26,23.1,29.9,20.1
908,2017-06-27,25.2,30.5,20.8
909,2017-06-28,26.0,30.5,22.5
910,2017-06-29,26.2,31.5,21.9
911,2017-06-30,25.9,30.9,22.2
912,2017-07-01,25.3,30.7,22.4
913,2017-07-02,24.3,26.8,21.9
914,2017-07-03,24.7,27.4,21.9
915,2017-07-04,26.7,31.6,23.8
916,2017-07-05,27.4,32.6,23.3
917,2017-07-06,27.6,34.6,23.9
918,2017-07-07,26.4,28.4,24.4
919,2017-07-08,26.0,27.6,24.6
920,2017-07-09,26.3,30.3,23.8
921,2017-07-10,24.0,25.4,22.6
922,2017-07-11,26.0,30.9,22.2
923,2017-07-12,27.1,31.1,24.9
924,2017-07-13,27.6,32.1,23.1
925,2017-07-14,28.7,33.0,26.1
926,2017-07-15,25.0,27.3,23.4
927,2017-07-16,26.2,28.8,23.4
928,2017-07-17,26.8,29.0,24.0
929,2017-07-18,26.5,30.7,23.9
930,2017-07-19,28.3,34.1,24.5
931,2017-07-20,29.9,34.9,26.0
932,2017-07-21,29.8,32.4,27.3
933,2017-07-22,29.3,32.5,27.5
934,2017-07-23,27.0,28.1,26.1
935,2017-07-24,26.2,27.3,25.6
936,2017-07-25,29.4,35.4,24.6
937,2017-07-26,28.7,32.8,24.2
938,2017-07-27,27.1,29.7,24.9
939,2017-07-28,25.5,26.9,24.8
940,2017-07-29,27.2,30.1,25.0
941,2017-07-30,27.9,32.6,24.7
942,2017-07-31,25.7,27.1,24.8
943,2017-08-01,28.6,33.0,24.1
944,2017-08-02,30.0,33.0,26.6
945,2017-08-03,30.2,33.9,27.2
946,2017-08-04,30.3,35.3,25.9
947,2017-08-05,31.4,34.8,27.6
948,2017-08-06,29.8,34.0,28.2
949,2017-08-07,29.2,34.4,26.4
950,2017-08-08,28.2,31.0,25.5
951,2017-08-09,27.6,32.0,24.6
952,2017-08-10,24.8,26.3,23.9
953,2017-08-11,27.0,32.4,23.9
954,2017-08-12,27.8,32.6,23.2
955,2017-08-13,26.3,28.4,24.2
956,2017-08-14,24.6,27.1,23.1
957,2017-08-15,21.9,24.0,20.8
958,2017-08-16,23.3,26.8,20.5
959,2017-08-17,24.8,27.7,21.2
960,2017-08-18,26.3,30.6,23.9
961,2017-08-19,26.1,28.7,23.1
962,2017-08-20,23.2,25.8,22.0
963,2017-08-21,25.8,29.2,23.7
964,2017-08-22,27.3,31.5,23.4
965,2017-08-23,27.2,30.2,24.6
966,2017-08-24,26.5,28.1,23.9
967,2017-08-25,25.3,30.6,22.2
968,2017-08-26,24.2,29.2,19.0
969,2017-08-27,22.7,26.7,19.0
970,2017-08-28,21.5,26.5,18.3
971,2017-08-29,19.5,24.0,17.0
972,2017-08-30,19.8,23.9,16.1
973,2017-08-31,22.2,27.6,16.6
974,2017-09-01,23.3,29.7,17.1
975,2017-09-02,23.8,29.6,18.6
976,2017-09-03,23.7,29.2,19.0
977,2017-09-04,24.6,30.1,19.7
978,2017-09-05,21.9,23.7,20.4
979,2017-09-06,20.6,24.0,18.5
980,2017-09-07,22.4,27.5,17.8
981,2017-09-08,24.3,29.9,20.4
982,2017-09-09,23.8,28.2,19.2
983,2017-09-10,23.0,26.1,19.9
984,2017-09-11,21.2,24.6,18.6
985,2017-09-12,22.1,27.9,17.7
986,2017-09-13,21.4,27.5,15.9
987,2017-09-14,22.4,29.5,14.8
988,2017-09-15,22.6,27.9,17.8
989,2017-09-16,22.0,27.6,16.7
990,2017-09-17,23.1,29.2,19.0
991,2017-09-18,21.9,27.6,16.4
992,2017-09-19,22.6,25.8,20.1
993,2017-09-20,19.5,24.9,14.1
994,2017-09-21,20.3,27.0,14.2
995,2017-09-22,20.6,26.8,15.4
996,2017-09-23,21.8,27.3,17.6
997,2017-09-24,22.4,27.9,18.8
998,2017-09-25,23.4,30.1,17.4
999,2017-09-26,25.1,31.4,19.4
1000,2017-09-27,22.7,27.3,19.9
1001,2017-09-28,19.2,25.3,14.2
1002,2017-09-29,17.4,23.5,11.2
1003,2017-09-30,20.0,25.9,14.7
1004,2017-10-01,18.2,21.2,15.5
1005,2017-10-02,22.0,29.4,15.6
1006,2017-10-03,17.6,23.6,13.4
1007,2017-10-04,16.7,24.3,10.7
1008,2017-10-05,18.7,23.4,13.9
1009,2017-10-06,18.9,23.3,16.2
1010,2017-10-07,21.9,28.8,16.9
1011,2017-10-08,23.0,28.7,19.3
1012,2017-10-09,22.5,27.6,19.8
1013,2017-10-10,21.4,24.8,18.6
1014,2017-10-11,15.5,21.7,12.2
1015,2017-10-12,11.4,,8.8
1016,2017-10-13,12.8,18.9,6.1
1017,2017-10-14,14.4,20.5,9.0
1018,2017-10-15,15.8,23.0,9.0
1019,2017-10-16,16.6,22.0,13.6
1020,2017-10-17,16.2,23.9,9.2
1021,2017-10-18,16.5,19.1,14.2
1022,2017-10-19,17.0,23.2,11.9
1023,2017-10-20,17.0,24.2,11.1
1024,2017-10-21,17.6,25.2,11.0
1025,2017-10-22,16.3,23.5,11.0
1026,2017-10-23,13.7,20.6,8.6
1027,2017-10-24,14.4,20.9,9.9
1028,2017-10-25,14.4,20.6,9.5
1029,2017-10-26,14.5,18.1,10.7
1030,2017-10-27,16.9,24.2,11.9
1031,2017-10-28,17.2,24.8,10.6
1032,2017-10-29,11.5,17.2,6.3
1033,2017-10-30,7.7,13.2,2.5
1034,2017-10-31,10.4,16.0,3.6
1035,2017-11-01,14.4,18.1,11.5
1036,2017-11-02,15.5,18.0,14.0
1037,2017-11-03,12.3,16.6,6.1
1038,2017-11-04,7.8,13.7,4.5
1039,2017-11-05,8.4,15.4,2.6
1040,2017-11-06,11.4,16.5,8.0
1041,2017-11-07,14.4,18.4,9.2
1042,2017-11-08,13.1,17.2,6.9
1043,2017-11-09,9.4,16.8,3.7
1044,2017-11-10,9.8,15.9,5.3
1045,2017-11-11,5.9,10.7,2.7
1046,2017-11-12,5.3,11.4,0.3
1047,2017-11-13,8.4,11.8,3.1
1048,2017-11-14,7.5,11.4,2.9
1049,2017-11-15,3.2,6.5,-1.1
1050,2017-11-16,1.0,6.4,-3.4
1051,2017-11-17,3.0,5.8,-1.6
1052,2017-11-18,-2.1,2.6,-4.8
1053,2017-11-19,-1.6,3.5,-6.6
1054,2017-11-20,-0.4,4.2,-3.9
1055,2017-11-21,1.3,8.1,-4.2
1056,2017-11-22,4.3,10.8,0.6
1057,2017-11-23,0.9,4.7,-2.5
1058,2017-11-24,-0.4,2.9,-2.5
1059,2017-11-25,3.0,7.3,-3.3
1060,2017-11-26,3.3,7.6,-0.3
1061,2017-11-27,2.5,9.5,-2.9
1062,2017-11-28,6.4,11.2,1.3
1063,2017-11-29,3.2,8.1,-1.8
1064,2017-11-30,-2.4,2.7,-5.2
1065,2017-12-01,-2.2,3.1,-7.6
1066,2017-12-02,1.9,8.1,-4.6
1067,2017-12-03,4.9,8.1,3.1
1068,2017-12-04,-1.2,4.5,-6.1
1069,2017-12-05,-4.2,-0.4,-8.2
1070,2017-12-06,0.2,6.0,-4.5
1071,2017-12-07,0.7,4.6,-3.5
1072,2017-12-08,-3.8,-0.5,-7.1
1073,2017-12-09,-0.5,5.4,-5.6
1074,2017-12-10,1.1,6.7,-2.5
1075,2017-12-11,-7.0,-2.5,-11.0
1076,2017-12-12,-9.4,-5.2,-12.3
1077,2017-12-13,-8.7,-4.4,-12.0
1078,2017-12-14,-6.6,-1.9,-11.2
1079,2017-12-15,-3.0,0.9,-7.5
1080,2017-12-16,-5.7,-2.6,-8.1
1081,2017-12-17,-6.7,-2.3,-10.8
1082,2017-12-18,-1.6,3.3,-5.9
1083,2017-12-19,-3.9,-1.0,-6.5
1084,2017-12-20,-3.9,-0.1,-8.5
1085,2017-12-21,-0.9,4.6,-5.6
1086,2017-12-22,3.4,6.6,-1.9
1087,2017-12-23,6.1,8.7,5.0
1088,2017-12-24,2.9,5.7,-0.6
1089,2017-12-25,-2.1,0.6,-4.9
1090,2017-12-26,-3.8,-1.1,-7.9
1091,2017-12-27,-6.9,-2.6,-10.3
1092,2017-12-28,-2.1,0.8,-6.8
1093,2017-12-29,2.1,6.0,-0.4
1094,2017-12-30,1.4,4.5,-1.2
1095,2017-12-31,-0.3,3.3,-3.2
1096,2018-01-01,-1.3,3.8,-5.1
1097,2018-01-02,-1.8,1.8,-4.3
1098,2018-01-03,-4.7,-0.4,-7.1
1099,2018-01-04,-4.7,-0.7,-8.7
1100,2018-01-05,-3.0,1.6,-5.6
1101,2018-01-06,-2.8,2.9,-6.8
1102,2018-01-07,-0.8,2.8,-5.7
1103,2018-01-08,1.3,4.0,-1.2
1104,2018-01-09,-4.2,-1.2,-6.1
1105,2018-01-10,-7.5,-4.8,-10.3
1106,2018-01-11,-11.1,-7.4,-13.6
1107,2018-01-12,-10.2,-5.4,-15.3
1108,2018-01-13,-4.4,-1.2,-6.6
1109,2018-01-14,0.6,5.4,-4.4
1110,2018-01-15,4.7,7.7,1.8
1111,2018-01-16,3.5,6.8,0.1
1112,2018-01-17,4.5,8.7,2.4
1113,2018-01-18,2.1,4.5,0.3
1114,2018-01-19,1.0,5.5,-2.5
1115,2018-01-20,2.2,6.9,-1.0
1116,2018-01-21,0.4,5.5,-3.7
1117,2018-01-22,0.2,4.0,-5.3
1118,2018-01-23,-11.7,-5.3,-14.6
1119,2018-01-24,-14.2,-10.7,-16.3
1120,2018-01-25,-14.0,-9.5,-16.4
1121,2018-01-26,-14.8,-10.7,-17.8
1122,2018-01-27,-9.9,-3.5,-15.9
1123,2018-01-28,-6.3,-1.2,-9.3
1124,2018-01-29,-8.5,-4.7,-11.6
1125,2018-01-30,-5.3,-0.8,-11.4
1126,2018-01-31,-2.6,0.0,-5.2
1127,2018-02-01,-4.0,1.2,-8.8
1128,2018-02-02,-2.4,3.8,-7.6
1129,2018-02-03,-7.3,-2.1,-10.4
1130,2018-02-04,-9.5,-5.2,-12.8
1131,2018-02-05,-9.4,-5.1,-11.8
1132,2018-02-06,-10.1,-5.8,-12.8
1133,2018-02-07,-8.0,-1.6,-13.4
1134,2018-02-08,-4.4,2.0,-9.7
1135,2018-02-09,0.4,6.1,-5.3
1136,2018-02-10,-0.5,3.2,-6.9
1137,2018-02-11,-6.1,-2.2,-9.5
1138,2018-02-12,-5.8,-1.8,-9.6
1139,2018-02-13,-0.8,4.3,-7.4
1140,2018-02-14,3.5,8.7,-0.7
1141,2018-02-15,-0.7,4.0,-3.7
1142,2018-02-16,-1.1,4.9,-5.5
1143,2018-02-17,-3.0,1.4,-7.1
1144,2018-02-18,-0.4,5.2,-4.9
1145,2018-02-19,1.8,6.8,-1.9
1146,2018-02-20,0.9,5.5,-2.4
1147,2018-02-21,-0.9,4.4,-4.5
1148,2018-02-22,1.3,5.4,-3.9
1149,2018-02-23,4.2,8.6,-0.3
1150,2018-02-24,2.4,7.2,-1.1
1151,2018-02-25,1.9,7.9,-1.6
1152,2018-02-26,3.1,10.4,-3.2
1153,2018-02-27,4.2,6.9,0.6
1154,2018-02-28,4.6,7.8,1.8
1155,2018-03-01,-0.2,3.0,-4.3
1156,2018-03-02,-0.7,5.4,-6.7
1157,2018-03-03,7.9,16.2,-0.1
1158,2018-03-04,9.8,11.9,7.6
1159,2018-03-05,5.5,11.4,1.3
1160,2018-03-06,4.5,10.9,-1.1
1161,2018-03-07,6.4,10.7,2.2
1162,2018-03-08,4.6,9.7,2.7
1163,2018-03-09,4.5,9.6,1.4
1164,2018-03-10,4.6,9.7,0.7
1165,2018-03-11,6.4,12.2,2.7
1166,2018-03-12,8.0,15.5,2.2
1167,2018-03-13,12.4,18.8,5.2
1168,2018-03-14,17.0,22.1,13.6
1169,2018-03-15,12.4,16.6,8.4
1170,2018-03-16,7.1,12.2,3.6
1171,2018-03-17,6.6,14.0,0.5
1172,2018-03-18,8.2,12.5,5.4
1173,2018-03-19,8.0,10.4,6.2
1174,2018-03-20,4.7,9.1,1.6
1175,2018-03-21,2.1,5.3,1.1
1176,2018-03-22,4.9,11.6,0.6
1177,2018-03-23,6.1,12.5,1.8
1178,2018-03-24,7.6,13.1,4.0
1179,2018-03-25,9.6,16.9,4.6
1180,2018-03-26,11.0,18.1,5.3
1181,2018-03-27,13.3,20.0,7.7
1182,2018-03-28,14.0,19.0,9.4
1183,2018-03-29,15.4,21.1,11.8
1184,2018-03-30,14.8,21.9,9.8
1185,2018-03-31,14.0,20.1,9.3
1186,2018-04-01,15.6,18.5,11.7
1187,2018-04-02,18.4,23.7,14.9
1188,2018-04-03,17.8,21.2,14.9
1189,2018-04-04,13.4,18.2,9.5
1190,2018-04-05,7.6,9.5,6.7
1191,2018-04-06,5.8,8.6,3.0
1192,2018-04-07,4.2,8.6,1.4
1193,2018-04-08,3.9,7.9,0.6
1194,2018-04-09,7.9,15.4,0.1
1195,2018-04-10,15.1,21.9,6.9
1196,2018-04-11,12.6,17.3,8.7
1197,2018-04-12,13.3,19.6,6.8
1198,2018-04-13,14.6,19.3,8.3
1199,2018-04-14,9.0,14.8,7.5
1200,2018-04-15,9.5,14.2,5.6
1201,2018-04-16,11.6,18.8,4.9
1202,2018-04-17,12.9,20.1,6.8
1203,2018-04-18,12.4,19.3,6.2
1204,2018-04-19,14.0,20.5,7.4
1205,2018-04-20,18.4,26.3,11.0
1206,2018-04-21,18.7,25.6,12.3
1207,2018-04-22,15.5,21.0,10.7
1208,2018-04-23,9.3,10.7,8.4
1209,2018-04-24,12.1,16.1,8.9
1210,2018-04-25,14.6,23.3,5.7
1211,2018-04-26,14.9,22.1,10.0
1212,2018-04-27,15.7,23.3,9.7
1213,2018-04-28,15.4,21.7,10.5
1214,2018-04-29,16.2,22.9,9.4
1215,2018-04-30,19.2,25.0,14.1
1216,2018-05-01,20.4,23.3,17.8
1217,2018-05-02,15.1,19.7,8.7
1218,2018-05-03,11.2,14.7,6.9
1219,2018-05-04,14.1,20.0,8.8
1220,2018-05-05,18.3,24.6,11.6
1221,2018-05-06,16.6,20.7,15.0
1222,2018-05-07,19.2,25.5,14.0
1223,2018-05-08,17.5,22.9,11.6
1224,2018-05-09,15.7,21.8,9.2
1225,2018-05-10,15.4,21.4,11.3
1226,2018-05-11,16.1,21.3,11.9
1227,2018-05-12,14.2,16.1,11.8
1228,2018-05-13,15.8,20.0,12.7
1229,2018-05-14,18.2,24.5,11.9
1230,2018-05-15,23.2,29.3,15.4
1231,2018-05-16,22.3,24.4,21.8
1232,2018-05-17,20.9,23.5,18.8
1233,2018-05-18,16.3,19.3,12.2
1234,2018-05-19,17.6,24.7,10.3
1235,2018-05-20,17.0,22.6,11.5
1236,2018-05-21,17.8,23.7,11.3
1237,2018-05-22,18.1,23.2,15.4
1238,2018-05-23,17.3,23.3,13.6
1239,2018-05-24,18.3,23.7,11.2
1240,2018-05-25,19.7,26.2,13.8
1241,2018-05-26,21.8,29.6,14.0
1242,2018-05-27,20.3,24.7,17.3
1243,2018-05-28,22.3,29.1,16.2
1244,2018-05-29,21.4,25.9,19.1
1245,2018-05-30,20.2,24.7,15.8
1246,2018-05-31,20.9,27.6,14.2
1247,2018-06-01,23.8,30.2,17.5
1248,2018-06-02,23.4,30.1,17.6
1249,2018-06-03,24.0,30.8,16.9
1250,2018-06-04,22.6,27.5,18.9
1251,2018-06-05,23.7,29.2,17.7
1252,2018-06-06,23.0,27.9,18.4
1253,2018-06-07,22.2,29.4,17.8
1254,2018-06-08,21.9,27.0,18.5
1255,2018-06-09,23.7,30.1,18.9
1256,2018-06-10,21.3,24.9,18.3
1257,2018-06-11,20.2,23.9,18.0
1258,2018-06-12,21.3,27.1,16.6
1259,2018-06-13,22.0,27.0,18.3
1260,2018-06-14,21.6,25.1,18.8
1261,2018-06-15,21.7,27.0,17.2
1262,2018-06-16,22.5,28.7,16.3
1263,2018-06-17,22.8,27.5,18.9
1264,2018-06-18,24.8,30.8,19.9
1265,2018-06-19,22.4,27.2,19.1
1266,2018-06-20,22.7,28.4,19.1
1267,2018-06-21,23.7,28.7,19.4
1268,2018-06-22,25.0,32.0,18.2
1269,2018-06-23,24.5,28.9,20.9
1270,2018-06-24,25.2,32.1,20.1
1271,2018-06-25,27.1,32.9,21.3
1272,2018-06-26,22.3,26.9,20.2
1273,2018-06-27,22.3,25.5,19.1
1274,2018-06-28,23.3,27.3,20.6
1275,2018-06-29,24.7,29.1,21.9
1276,2018-06-30,24.4,27.9,21.6
1277,2018-07-01,21.9,22.8,21.0
1278,2018-07-02,22.6,25.3,20.6
1279,2018-07-03,27.4,32.6,22.5
1280,2018-07-04,27.3,31.8,24.0
1281,2018-07-05,25.3,29.0,23.4
1282,2018-07-06,23.9,27.1,21.5
1283,2018-07-07,23.7,29.2,19.5
1284,2018-07-08,23.3,28.1,17.7
1285,2018-07-09,20.8,24.2,20.1
1286,2018-07-10,23.7,26.5,20.4
