index,날짜,평균기온,최고기온,최저기온
0,2015-01-01,-7.7,-4.3,-9.8
1,2015-01-02,-6.0,-1.9,-9.0
2,2015-01-03,-2.7,3.1,-9.2
3,2015-01-04,2.5,8.5,0.2
4,2015-01-05,3.7,7.9,-1.1
5,2015-01-06,-3.2,4.0,-7.6
6,2015-01-07,-5.5,-0.6,-8.9
7,2015-01-08,-5.1,-0.2,-9.5
8,2015-01-09,-2.1,3.5,-6.8
9,2015-01-10,-0.3,4.8,-5.6
10,2015-01-11,-0.4,2.5,-4.3
11,2015-01-12,-2.7,3.7,-7.3
12,2015-01-13,0.2,5.8,-5.1
13,2015-01-14,2.5,6.1,-0.3
14,2015-01-15,2.8,9.0,-1.1
15,2015-01-16,0.8,3.4,-2.5
16,2015-01-17,-4.1,0.0,-7.7
17,2015-01-18,-1.3,2.1,-6.5
18,2015-01-19,-0.1,3.1,-4.0
19,2015-01-20,-0.9,4.4,-6.4
20,2015-01-21,2.6,6.5,-1.2
21,2015-01-22,3.1,7.1,0.8
22,2015-01-23,1.2,4.9,-1.6
23,2015-01-24,3.7,8.4,0.8
24,2015-01-25,3.0,5.0,1.1
25,2015-01-26,3.6,6.5,0.2
26,2015-01-27,-3.6,0.5,-7.4
27,2015-01-28,-4.1,2.7,-9.1
28,2015-01-29,-1.1,3.0,-4.6
29,2015-01-30,-3.3,0.8,-7.0
30,2015-01-31,-4.5,0.8,-8.5
31,2015-02-01,-3.0,3.6,-8.2
32,2015-02-02,-0.6,6.4,-5.3
33,2015-02-03,0.6,7.2,-3.5
34,2015-02-04,0.4,5.8,-3.1
35,2015-02-05,-0.1,4.8,-3.8
36,2015-02-06,0.4,6.5,-4.3
37,2015-02-07,1.2,5.7,-2.7
38,2015-02-08,-9.8,-2.8,-11.9
39,2015-02-09,-5.7,-0.1,-13.0
40,2015-02-10,1.7,5.8,-2.0
41,2015-02-11,2.7,8.0,-0.8
42,2015-02-12,-2.2,1.6,-4.7
43,2015-02-13,-1.6,4.0,-6.4
44,2015-02-14,2.0,6.6,-3.1
45,2015-02-15,7.9,13.0,3.2
46,2015-02-16,5.0,7.9,4.1
47,2015-02-17,1.9,4.1,0.5
48,2015-02-18,0.8,3.3,-1.5
49,2015-02-19,2.2,8.6,-2.7
50,2015-02-20,5.2,11.4,-1.3
51,2015-02-21,5.7,6.7,4.8
52,2015-02-22,3.5,7.0,-0.7
53,2015-02-23,0.9,5.9,-2.4
54,2015-02-24,2.1,7.5,-1.1
55,2015-02-25,5.4,12.5,0.2
56,2015-02-26,1.2,4.7,-3.5
57,2015-02-27,-1.3,4.8,-5.6
58,2015-02-28,2.7,6.4,-2.0
59,2015-03-01,2.4,5.9,-0.2
60,2015-03-02,3.9,9.7,-1.9
61,2015-03-03,2.8,6.7,-1.3
62,2015-03-04,-2.1,1.4,-4.6
63,2015-03-05,-0.3,5.5,-5.4
64,2015-03-06,2.9,10.4,-3.2
65,2015-03-07,4.2,11.0,-2.3
66,2015-03-08,7.7,15.1,0.4
67,2015-03-09,2.2,8.2,-5.4
68,2015-03-10,-3.4,1.0,-6.9
69,2015-03-11,0.4,7.5,-5.1
70,2015-03-12,2.1,6.7,-3.5
71,2015-03-13,5.6,11.0,1.8
72,2015-03-14,4.3,11.6,-1.2
73,2015-03-15,5.5,12.5,0.0
74,2015-03-16,9.8,18.6,1.3
75,2015-03-17,10.7,16.1,6.9
76,2015-03-18,10.7,14.4,8.4
77,2015-03-19,12.4,21.0,6.5
78,2015-03-20,13.4,21.9,7.6
79,2015-03-21,11.7,17.8,6.9
80,2015-03-22,8.3,14.9,2.2
81,2015-03-23,4.6,10.1,0.0
82,2015-03-24,5.4,12.4,-0.9
83,2015-03-25,6.5,14.2,0.1
84,2015-03-26,7.9,14.8,1.6
85,2015-03-27,9.1,16.2,3.2
86,2015-03-28,9.7,17.0,2.5
87,2015-03-29,10.5,16.5,7.0
88,2015-03-30,13.2,20.8,5.9
89,2015-03-31,12.9,14.9,10.0
90,2015-04-01,12.9,17.6,10.0
91,2015-04-02,14.8,21.8,8.5
92,2015-04-03,10.6,15.1,6.9
93,2015-04-04,13.5,18.5,8.9
94,2015-04-05,10.5,12.2,10.1
95,2015-04-06,10.3,15.4,6.9
96,2015-04-07,8.4,12.2,5.5
97,2015-04-08,8.3,13.7,3.5
98,2015-04-09,9.6,16.3,3.8
99,2015-04-10,11.6,19.2,4.6
100,2015-04-11,13.5,20.7,6.7
101,2015-04-12,14.9,20.4,9.1
102,2015-04-13,12.0,17.6,7.4
103,2015-04-14,6.9,8.0,5.8
104,2015-04-15,11.1,17.0,5.6
105,2015-04-16,9.9,14.8,6.9
106,2015-04-17,10.5,16.1,4.8
107,2015-04-18,15.2,23.7,5.2
108,2015-04-19,14.5,17.3,11.2
109,2015-04-20,12.2,16.8,10.3
110,2015-04-21,14.0,20.9,7.7
111,2015-04-22,14.2,20.7,9.3
112,2015-04-23,14.5,20.1,8.0
113,2015-04-24,15.7,22.8,10.4
114,2015-04-25,15.9,23.0,9.2
115,2015-04-26,17.3,24.4,9.9
116,2015-04-27,18.5,24.9,12.7
117,2015-04-28,20.3,26.9,12.3
118,2015-04-29,17.0,18.4,15.8
119,2015-04-30,21.2,28.3,15.1
120,2015-05-01,21.0,27.2,15.9
121,2015-05-02,20.7,26.0,15.8
122,2015-05-03,18.3,19.6,17.1
123,2015-05-04,16.1,20.1,12.5
124,2015-05-05,14.2,19.9,8.3
125,2015-05-06,15.4,22.0,9.8
126,2015-05-07,16.5,24.0,10.6
127,2015-05-08,16.7,22.7,11.7
128,2015-05-09,17.6,24.0,12.6
129,2015-05-10,19.1,25.9,13.5
130,2015-05-11,18.4,24.1,14.4
131,2015-05-12,13.3,17.5,10.3
132,2015-05-13,17.4,21.4,11.8
133,2015-05-14,20.4,26.6,15.3
134,2015-05-15,19.1,23.7,16.3
135,2015-05-16,18.0,25.2,11.6
136,2015-05-17,18.6,25.2,11.7
137,2015-05-18,17.7,22.2,13.7
138,2015-05-19,14.8,16.2,13.0
139,2015-05-20,16.3,21.9,10.6
140,2015-05-21,18.7,26.0,12.6
141,2015-05-22,20.0,27.2,13.7
142,2015-05-23,20.6,28.3,13.6
143,2015-05-24,21.0,28.5,14.0
144,2015-05-25,20.8,28.7,14.4
145,2015-05-26,21.5,30.3,14.1
146,2015-05-27,23.2,31.5,14.4
147,2015-05-28,24.3,32.2,16.7
148,2015-05-29,23.8,29.8,18.5
149,2015-05-30,19.8,23.2,17.0
150,2015-05-31,22.1,30.4,15.3
151,2015-06-01,21.7,28.5,15.8
152,2015-06-02,23.1,29.8,18.1
153,2015-06-03,23.3,29.4,17.1
154,2015-06-04,24.2,31.5,17.1
155,2015-06-05,19.1,22.0,17.5
156,2015-06-06,22.4,28.9,16.4
157,2015-06-07,23.4,31.5,18.7
158,2015-06-08,22.4,27.8,18.2
159,2015-06-09,22.2,28.1,18.8
160,2015-06-10,25.3,34.9,17.6
161,2015-06-11,24.6,30.2,20.7
162,2015-06-12,23.6,29.9,19.4
163,2015-06-13,24.7,30.9,20.1
164,2015-06-14,22.8,27.7,17.8
165,2015-06-15,24.2,30.6,19.6
166,2015-06-16,25.0,30.9,20.0
167,2015-06-17,23.4,30.8,20.2
168,2015-06-18,24.8,31.3,19.6
169,2015-06-19,24.5,29.9,20.0
170,2015-06-20,19.6,22.6,17.0
171,2015-06-21,22.4,29.6,15.6
172,2015-06-22,24.0,29.1,19.4
173,2015-06-23,24.7,31.0,19.7
174,2015-06-24,25.7,30.6,21.1
175,2015-06-25,24.8,29.1,21.0
176,2015-06-26,21.0,25.3,18.0
177,2015-06-27,25.2,31.1,19.2
178,2015-06-28,25.4,31.1,21.0
179,2015-06-29,25.7,30.6,21.2
180,2015-06-30,24.4,29.2,21.9
181,2015-07-01,23.7,27.9,21.0
182,2015-07-02,23.7,29.3,20.4
183,2015-07-03,23.3,28.3,19.2
184,2015-07-04,24.1,29.9,18.2
185,2015-07-05,24.2,29.6,20.1
186,2015-07-06,25.3,32.5,20.2
187,2015-07-07,25.6,29.7,21.4
188,2015-07-08,23.4,26.3,20.7
189,2015-07-09,26.5,31.8,22.1
190,2015-07-10,29.2,34.3,23.6
191,2015-07-11,30.4,36.0,25.7
192,2015-07-12,24.8,28.0,24.0
193,2015-07-13,23.1,24.9,21.4
194,2015-07-14,26.1,31.4,22.5
195,2015-07-15,27.9,33.9,22.7
196,2015-07-16,24.7,28.9,20.6
197,2015-07-17,23.6,28.6,18.4
198,2015-07-18,24.3,27.8,22.3
199,2015-07-19,25.1,29.8,21.3
200,2015-07-20,27.5,31.2,24.4
201,2015-07-21,27.0,29.6,24.6
202,2015-07-22,27.7,31.7,25.3
203,2015-07-23,26.9,32.1,24.9
204,2015-07-24,24.7,25.4,22.6
205,2015-07-25,25.0,26.4,24.4
206,2015-07-26,26.0,30.0,23.5
207,2015-07-27,26.2,30.0,24.4
208,2015-07-28,27.7,31.2,24.6
209,2015-07-29,26.7,28.8,24.8
210,2015-07-30,28.6,33.1,25.5
211,2015-07-31,27.9,32.4,26.2
212,2015-08-01,28.2,31.6,26.0
213,2015-08-02,26.5,29.2,24.1
214,2015-08-03,27.9,31.5,25.6
215,2015-08-04,27.5,30.8,25.4
216,2015-08-05,28.6,32.7,25.9
217,2015-08-06,29.3,34.4,24.5
218,2015-08-07,28.9,34.4,26.0
219,2015-08-08,26.6,33.0,24.3
220,2015-08-09,26.7,31.0,23.3
221,2015-08-10,27.0,32.0,23.9
222,2015-08-11,26.8,30.6,24.5
223,2015-08-12,27.3,32.9,22.1
224,2015-08-13,26.5,31.1,23.9
225,2015-08-14,26.9,32.5,22.7
226,2015-08-15,27.1,30.8,23.1
227,2015-08-16,25.8,31.2,20.7
228,2015-08-17,26.6,32.9,19.8
229,2015-08-18,27.9,32.2,24.1
230,2015-08-19,26.8,29.7,24.2
231,2015-08-20,25.4,28.1,24.2
232,2015-08-21,25.2,29.3,23.0
233,2015-08-22,25.5,29.6,23.4
234,2015-08-23,26.3,31.7,20.9
235,2015-08-24,26.3,30.3,23.3
236,2015-08-25,21.7,24.5,19.2
237,2015-08-26,21.9,25.3,18.9
238,2015-08-27,24.7,30.0,21.2
239,2015-08-28,23.2,28.1,19.0
240,2015-08-29,24.4,30.8,19.0
241,2015-08-30,24.9,31.0,19.9
242,2015-08-31,25.9,31.2,21.0
243,2015-09-01,25.9,30.7,22.6
244,2015-09-02,23.9,27.7,22.0
245,2015-09-03,23.9,28.2,19.8
246,2015-09-04,24.8,30.7,20.6
247,2015-09-05,21.9,23.6,19.4
248,2015-09-06,22.2,26.2,19.3
249,2015-09-07,22.6,28.7,16.8
250,2015-09-08,22.7,28.9,16.2
251,2015-09-09,22.4,30.1,15.3
252,2015-09-10,22.4,28.4,17.0
253,2015-09-11,21.0,24.4,16.8
254,2015-09-12,19.2,24.0,15.5
255,2015-09-13,20.2,26.0,15.2
256,2015-09-14,22.1,27.8,16.4
257,2015-09-15,22.8,28.7,17.4
258,2015-09-16,21.6,26.7,16.0
259,2015-09-17,21.4,27.6,15.5
260,2015-09-18,21.9,29.2,15.9
261,2015-09-19,22.3,29.0,17.0
262,2015-09-20,22.1,28.3,17.9
263,2015-09-21,22.6,29.4,16.5
264,2015-09-22,23.9,31.0,18.0
265,2015-09-23,22.0,26.1,19.0
266,2015-09-24,23.4,30.6,17.5
267,2015-09-25,23.4,29.8,19.0
268,2015-09-26,22.4,28.0,17.9
269,2015-09-27,21.9,29.8,14.2
270,2015-09-28,21.4,28.3,15.5
271,2015-09-29,22.1,28.2,15.9
272,2015-09-30,21.3,26.2,19.4
273,2015-10-01,16.3,19.7,10.7
274,2015-10-02,16.5,21.5,8.6
275,2015-10-03,19.2,24.5,13.3
276,2015-10-04,16.6,22.4,11.2
277,2015-10-05,18.0,25.6,11.0
278,2015-10-06,18.7,26.3,12.1
279,2015-10-07,19.6,25.7,14.1
280,2015-10-08,20.1,26.4,15.7
281,2015-10-09,16.2,20.5,12.8
282,2015-10-10,12.8,17.2,10.4
283,2015-10-11,10.8,14.4,8.1
284,2015-10-12,12.3,17.9,8.2
285,2015-10-13,15.0,21.3,7.8
286,2015-10-14,17.1,24.5,10.9
287,2015-10-15,17.9,26.1,12.1
288,2015-10-16,17.5,24.2,13.2
289,2015-10-17,18.7,26.6,12.4
290,2015-10-18,17.9,24.2,12.4
291,2015-10-19,18.1,23.9,13.6
292,2015-10-20,18.8,25.1,15.4
293,2015-10-21,17.9,22.7,13.9
294,2015-10-22,17.5,23.1,14.5
295,2015-10-23,17.5,21.4,15.2
296,2015-10-24,16.9,22.0,13.2
297,2015-10-25,16.3,22.8,12.1
298,2015-10-26,15.0,18.7,12.0
299,2015-10-27,12.1,15.9,7.7
300,2015-10-28,9.9,15.8,5.6
301,2015-10-29,8.4,14.7,3.2
302,2015-10-30,5.4,10.4,1.7
303,2015-10-31,5.7,12.3,1.1
304,2015-11-01,7.0,12.6,1.3
305,2015-11-02,10.8,15.2,6.1
306,2015-11-03,11.8,18.7,6.6
307,2015-11-04,12.2,19.8,5.8
308,2015-11-05,13.2,19.2,8.6
309,2015-11-06,13.5,19.2,9.6
310,2015-11-07,10.5,11.7,9.3
311,2015-11-08,11.1,11.8,10.3
312,2015-11-09,10.8,12.1,9.8
313,2015-11-10,10.0,13.5,7.7
314,2015-11-11,11.6,17.7,6.6
315,2015-11-12,14.5,21.0,10.2
316,2015-11-13,11.5,13.1,10.5
317,2015-11-14,12.8,14.2,11.0
318,2015-11-15,13.4,17.2,10.6
319,2015-11-16,12.2,14.0,10.7
320,2015-11-17,13.9,19.3,11.0
321,2015-11-18,10.4,12.6,8.4
322,2015-11-19,8.9,10.8,6.7
323,2015-11-20,9.8,14.4,7.1
324,2015-11-21,9.2,15.4,5.0
325,2015-11-22,10.2,15.7,5.9
326,2015-11-23,8.5,11.0,6.5
327,2015-11-24,5.6,8.8,2.7
328,2015-11-25,2.4,5.3,0.9
329,2015-11-26,-2.7,0.9,-4.8
330,2015-11-27,-2.8,2.0,-7.3
331,2015-11-28,0.1,2.6,-2.7
332,2015-11-29,2.5,3.9,1.0
333,2015-11-30,4.1,8.5,0.9
334,2015-12-01,4.0,10.4,-1.3
335,2015-12-02,6.0,8.5,2.9
336,2015-12-03,-0.7,3.3,-3.2
337,2015-12-04,-0.4,3.1,-4.4
338,2015-12-05,3.4,7.2,0.6
339,2015-12-06,1.3,7.8,-2.0
340,2015-12-07,1.9,6.7,-3.4
341,2015-12-08,2.9,9.6,-1.4
342,2015-12-09,5.0,10.9,-0.8
343,2015-12-10,7.8,9.2,5.8
344,2015-12-11,6.4,12.2,3.3
345,2015-12-12,5.2,11.0,1.1
346,2015-12-13,5.2,12.2,0.9
347,2015-12-14,5.0,6.4,2.6
348,2015-12-15,4.7,8.2,2.0
349,2015-12-16,-1.0,2.8,-5.0
350,2015-12-17,-4.6,-0.4,-7.4
351,2015-12-18,-3.3,-1.0,-7.0
352,2015-12-19,-0.1,6.8,-4.6
353,2015-12-20,1.5,6.0,-3.4
354,2015-12-21,2.2,5.0,-0.2
355,2015-12-22,3.1,7.7,-1.5
356,2015-12-23,5.9,10.6,2.9
357,2015-12-24,1.5,5.3,-1.6
358,2015-12-25,-0.8,3.7,-4.9
359,2015-12-26,0.9,4.7,-3.2
360,2015-12-27,-5.7,-1.0,-8.9
361,2015-12-28,-5.7,-1.0,-9.5
362,2015-12-29,-3.2,2.9,-8.7
363,2015-12-30,0.3,4.3,-3.5
364,2015-12-31,0.7,2.8,-1.9
365,2016-01-01,1.2,4.0,-3.3
366,2016-01-02,5.7,9.5,1.0
367,2016-01-03,6.5,9.4,5.1
368,2016-01-04,2.0,5.3,-2.5
369,2016-01-05,-2.7,1.5,-4.8
370,2016-01-06,-1.7,1.7,-4.9
371,2016-01-07,-3.4,1.4,-5.9
372,2016-01-08,-3.3,1.0,-6.9
373,2016-01-09,-2.1,2.4,-6.2
374,2016-01-10,0.3,3.8,-2.7
375,2016-01-11,-3.8,0.9,-6.5
376,2016-01-12,-5.2,0.7,-9.1
377,2016-01-13,-4.5,0.1,-8.2
378,2016-01-14,-3.4,1.3,-8.4
379,2016-01-15,-0.4,5.3,-4.3
380,2016-01-16,-0.2,2.8,-2.1
381,2016-01-17,1.7,5.4,-0.7
382,2016-01-18,-6.3,0.4,-12.3
383,2016-01-19,-12.8,-8.9,-15.1
384,2016-01-20,-10.5,-5.2,-14.5
385,2016-01-21,-7.1,-2.3,-10.2
386,2016-01-22,-7.6,-3.8,-11.1
387,2016-01-23,-11.5,-8.3,-16.0
388,2016-01-24,-14.4,-10.5,-18.0
389,2016-01-25,-9.4,-3.4,-14.3
390,2016-01-26,-3.3,1.7,-8.5
391,2016-01-27,-1.1,4.3,-4.7
392,2016-01-28,-0.5,3.5,-5.6
393,2016-01-29,1.9,5.4,-1.4
394,2016-01-30,0.6,5.2,-2.5
395,2016-01-31,-3.9,0.3,-6.5
396,2016-02-01,-6.0,-1.0,-9.1
397,2016-02-02,-5.3,0.9,-10.0
398,2016-02-03,-2.4,4.0,-8.3
399,2016-02-04,-0.7,3.9,-4.0
400,2016-02-05,-2.2,3.4,-6.8
401,2016-02-06,-3.1,2.0,-6.2
402,2016-02-07,-2.9,3.5,-8.3
403,2016-02-08,1.3,5.5,-4.3
404,2016-02-09,0.3,5.5,-3.9
405,2016-02-10,2.7,10.7,-4.3
406,2016-02-11,8.1,13.5,1.6
407,2016-02-12,8.4,10.0,6.8
408,2016-02-13,11.0,14.4,5.8
409,2016-02-14,-2.6,5.8,-6.8
410,2016-02-15,-5.8,-2.3,-10.0
411,2016-02-16,-2.7,1.1,-6.7
412,2016-02-17,0.0,5.4,-5.2
413,2016-02-18,3.5,7.8,-1.4
414,2016-02-19,2.3,4.4,0.1
415,2016-02-20,1.3,6.3,-2.5
416,2016-02-21,-0.6,4.4,-4.2
417,2016-02-22,1.1,4.2,-2.2
418,2016-02-23,0.7,4.5,-4.5
419,2016-02-24,-3.0,2.2,-6.8
420,2016-02-25,-0.2,5.7,-5.8
421,2016-02-26,2.2,7.5,-3.2
422,2016-02-27,3.3,8.1,0.5
423,2016-02-28,0.7,6.9,-2.6
424,2016-02-29,-3.8,-1.1,-5.9
425,2016-03-01,-2.7,2.1,-7.5
426,2016-03-02,3.1,8.1,-2.2
427,2016-03-03,8.1,13.9,4.4
428,2016-03-04,13.2,20.3,6.4
429,2016-03-05,11.3,13.5,9.1
430,2016-03-06,7.9,12.9,4.3
431,2016-03-07,8.1,12.2,4.8
432,2016-03-08,2.7,7.0,-1.4
433,2016-03-09,0.3,5.3,-2.7
434,2016-03-10,-1.1,3.1,-4.3
435,2016-03-11,-0.5,4.6,-5.5
436,2016-03-12,2.0,6.4,-3.3
437,2016-03-13,3.7,6.5,1.9
438,2016-03-14,4.7,9.6,1.3
439,2016-03-15,5.2,12.4,-1.0
440,2016-03-16,7.5,13.8,2.7
441,2016-03-17,9.3,14.7,2.0
442,2016-03-18,13.4,20.1,8.8
443,2016-03-19,11.4,18.1,6.6
444,2016-03-20,10.6,17.5,4.9
445,2016-03-21,9.9,16.1,5.5
446,2016-03-22,8.0,13.8,3.5
447,2016-03-23,8.2,13.8,3.8
448,2016-03-24,7.2,12.7,1.6
449,2016-03-25,7.1,12.6,2.1
450,2016-03-26,6.5,12.6,2.1
451,2016-03-27,7.2,13.1,2.2
452,2016-03-28,9.8,17.4,2.3
453,2016-03-29,11.3,17.1,7.6
454,2016-03-30,11.5,18.3,7.0
455,2016-03-31,13.5,21.4,6.0
456,2016-04-01,15.3,23.8,7.3
457,2016-04-02,15.0,21.7,9.6
458,2016-04-03,10.7,12.7,8.2
459,2016-04-04,12.3,19.8,5.1
460,2016-04-05,11.4,18.1,5.9
461,2016-04-06,14.4,22.9,6.6
462,2016-04-07,14.1,20.6,10.5
463,2016-04-08,11.1,18.7,7.8
464,2016-04-09,10.7,14.1,7.4
465,2016-04-10,13.4,20.7,9.3
466,2016-04-11,12.5,19.4,5.7
467,2016-04-12,14.1,19.4,10.3
468,2016-04-13,15.6,21.4,11.4
469,2016-04-14,12.4,18.6,9.3
470,2016-04-15,15.0,23.1,8.1
471,2016-04-16,14.9,20.7,9.8
472,2016-04-17,10.8,14.5,8.3
473,2016-04-18,11.2,18.6,7.1
474,2016-04-19,12.0,19.2,6.5
475,2016-04-20,14.3,20.9,10.1
476,2016-04-21,13.5,16.9,10.3
477,2016-04-22,13.5,18.6,10.1
478,2016-04-23,13.5,19.8,7.8
479,2016-04-24,15.5,23.7,8.1
480,2016-04-25,17.2,25.3,10.2
481,2016-04-26,21.1,29.6,12.1
482,2016-04-27,17.2,20.7,14.5
483,2016-04-28,17.2,23.0,12.4
484,2016-04-29,16.2,22.6,10.9
485,2016-04-30,15.9,20.4,10.8
486,2016-05-01,18.8,26.0,12.2
487,2016-05-02,21.1,28.4,16.5
488,2016-05-03,12.9,17.6,8.9
489,2016-05-04,15.7,20.6,10.2
490,2016-05-05,18.9,26.9,10.2
491,2016-05-06,16.3,18.6,13.0
492,2016-05-07,16.5,22.6,10.7
493,2016-05-08,19.4,26.8,11.6
494,2016-05-09,20.2,25.4,16.3
495,2016-05-10,14.5,18.1,12.5
496,2016-05-11,16.4,23.5,10.4
497,2016-05-12,17.8,24.0,12.1
498,2016-05-13,18.6,25.4,12.7
499,2016-05-14,20.2,26.9,15.1
500,2016-05-15,17.4,24.2,12.3
501,2016-05-16,15.9,21.9,10.8
502,2016-05-17,19.3,26.6,10.9
503,2016-05-18,22.3,29.5,13.5
504,2016-05-19,24.3,31.9,16.3
505,2016-05-20,24.0,31.6,16.8
506,2016-05-21,24.1,30.4,17.8
507,2016-05-22,24.7,31.7,17.6
508,2016-05-23,23.3,29.4,18.3
509,2016-05-24,16.8,21.8,15.4
510,2016-05-25,19.7,24.4,15.3
511,2016-05-26,19.4,22.9,17.5
512,2016-05-27,20.9,27.1,14.8
513,2016-05-28,21.7,28.0,17.2
514,2016-05-29,21.5,27.6,17.2
515,2016-05-30,22.1,28.9,16.9
516,2016-05-31,21.6,27.6,17.4
517,2016-06-01,23.3,29.9,17.1
518,2016-06-02,23.2,29.1,17.2
519,2016-06-03,22.2,27.7,17.6
520,2016-06-04,21.2,26.3,18.2
521,2016-06-05,24.7,32.2,17.3
522,2016-06-06,23.3,28.4,20.8
523,2016-06-07,21.7,25.9,19.6
524,2016-06-08,22.1,27.7,18.2
525,2016-06-09,24.1,31.3,17.8
526,2016-06-10,24.6,31.3,20.2
527,2016-06-11,23.5,26.5,20.9
528,2016-06-12,23.5,26.7,19.9
529,2016-06-13,23.5,29.6,19.4
530,2016-06-14,23.8,29.5,19.7
531,2016-06-15,20.9,24.5,17.4
532,2016-06-16,20.9,24.9,18.6
533,2016-06-17,23.8,29.1,18.6
534,2016-06-18,24.5,29.9,20.1
535,2016-06-19,24.1,29.3,20.3
536,2016-06-20,24.7,30.7,19.6
537,2016-06-21,26.0,31.3,21.0
538,2016-06-22,24.3,30.2,20.9
539,2016-06-23,24.7,29.4,19.6
540,2016-06-24,23.1,25.7,21.1
541,2016-06-25,22.8,26.7,19.2
542,2016-06-26,24.4,30.3,19.4
543,2016-06-27,24.4,29.5,19.9
544,2016-06-28,24.7,29.7,20.4
545,2016-06-29,25.3,30.2,20.9
546,2016-06-30,24.6,26.9,23.0
547,2016-07-01,24.0,26.6,22.0
548,2016-07-02,23.5,27.7,20.6
549,2016-07-03,23.5,26.8,21.1
550,2016-07-04,21.8,24.1,20.2
551,2016-07-05,23.1,24.8,20.2
552,2016-07-06,22.9,26.9,20.3
553,2016-07-07,24.0,28.5,20.1
554,2016-07-08,27.3,32.4,21.2
555,2016-07-09,27.7,32.7,23.2
556,2016-07-10,27.9,33.1,23.2
557,2016-07-11,28.4,33.4,24.8
558,2016-07-12,26.3,30.9,22.1
559,2016-07-13,26.3,29.5,23.2
560,2016-07-14,27.5,32.4,24.0
561,2016-07-15,26.2,29.2,23.7
562,2016-07-16,20.8,23.8,19.8
563,2016-07-17,21.7,23.1,20.4
564,2016-07-18,24.4,28.4,20.7
565,2016-07-19,27.1,32.4,20.9
566,2016-07-20,28.6,32.9,24.0
567,2016-07-21,28.3,32.2,24.9
568,2016-07-22,29.1,34.1,25.3
569,2016-07-23,28.7,31.6,27.2
570,2016-07-24,28.0,30.1,27.0
571,2016-07-25,28.4,31.4,26.4
572,2016-07-26,28.4,31.9,25.6
573,2016-07-27,27.6,28.9,26.7
574,2016-07-28,28.0,30.5,26.7
575,2016-07-29,26.3,28.4,23.4
576,2016-07-30,28.6,33.0,26.4
577,2016-07-31,28.9,32.8,26.6
578,2016-08-01,28.4,32.4,25.8
579,2016-08-02,27.2,31.1,25.0
580,2016-08-03,29.1,34.2,24.0
581,2016-08-04,30.7,35.7,26.0
582,2016-08-05,31.2,36.0,26.5
583,2016-08-06,30.5,34.0,26.6
584,2016-08-07,30.6,35.0,27.0
585,2016-08-08,30.5,35.5,26.4
586,2016-08-09,29.3,33.6,26.4
587,2016-08-10,29.4,34.8,26.1
588,2016-08-11,30.5,36.4,26.1
589,2016-08-12,30.4,35.9,26.4
590,2016-08-13,30.2,35.1,26.8
591,2016-08-14,28.9,31.8,27.3
592,2016-08-15,29.1,34.0,25.8
593,2016-08-16,29.3,34.9,26.2
594,2016-08-17,29.9,34.7,25.1
595,2016-08-18,29.9,34.3,26.2
596,2016-08-19,28.9,33.2,26.6
597,2016-08-20,30.1,34.9,26.5
598,2016-08-21,30.7,36.6,26.9
599,2016-08-22,30.7,36.3,25.8
600,2016-08-23,28.3,33.0,26.0
601,2016-08-24,29.1,32.9,26.4
602,2016-08-25,27.1,32.2,24.0
603,2016-08-26,23.0,28.2,19.5
604,2016-08-27,23.4,29.7,16.9
605,2016-08-28,21.0,24.5,18.3
606,2016-08-29,22.2,27.1,17.4
607,2016-08-30,20.6,24.5,17.9
608,2016-08-31,17.7,19.2,16.1
609,2016-09-01,23.2,28.6,15.8
610,2016-09-02,24.2,29.0,20.6
611,2016-09-03,23.9,28.6,20.4
612,2016-09-04,25.6,29.6,22.1
613,2016-09-05,26.4,31.1,23.0
614,2016-09-06,24.7,29.0,21.0
615,2016-09-07,24.3,28.6,20.9
616,2016-09-08,23.0,26.5,21.5
617,2016-09-09,23.9,29.3,19.7
618,2016-09-10,24.4,29.1,20.0
619,2016-09-11,24.5,28.2,22.1
620,2016-09-12,23.4,27.5,21.4
621,2016-09-13,24.6,30.8,19.6
622,2016-09-14,24.6,28.9,21.4
623,2016-09-15,23.9,29.5,18.8
624,2016-09-16,24.6,29.5,20.4
625,2016-09-17,23.1,28.2,18.5
626,2016-09-18,23.5,28.3,20.2
627,2016-09-19,21.9,27.8,18.2
628,2016-09-20,20.6,26.8,15.4
629,2016-09-21,20.2,25.3,14.3
630,2016-09-22,21.9,27.2,17.5
631,2016-09-23,21.4,27.9,16.4
632,2016-09-24,22.3,28.9,16.5
633,2016-09-25,23.0,29.7,18.6
634,2016-09-26,23.6,28.9,19.7
635,2016-09-27,21.0,23.8,19.1
636,2016-09-28,19.9,21.8,18.7
637,2016-09-29,20.4,24.8,18.2
638,2016-09-30,20.5,23.5,17.7
639,2016-10-01,21.1,25.6,17.5
640,2016-10-02,19.0,22.4,16.7
641,2016-10-03,22.7,27.9,19.6
642,2016-10-04,22.0,29.0,15.6
643,2016-10-05,21.1,27.2,17.5
644,2016-10-06,18.0,23.5,13.6
645,2016-10-07,19.7,24.8,16.5
646,2016-10-08,16.8,21.8,10.3
647,2016-10-09,11.3,16.6,6.5
648,2016-10-10,14.0,21.4,7.4
649,2016-10-11,15.4,21.1,10.0
650,2016-10-12,15.5,20.7,11.4
651,2016-10-13,15.2,21.9,9.3
652,2016-10-14,16.7,23.5,10.5
