,사용일자,1호선승차,1호선하차,4호선승차,4호선하차,공항철도승차,공항철도하차,경의선승차,경의선하차
0,2015-01-01,47071,40197,3943.0,10823.0,12059.0,12439.0,1789.0,1084.0
1,2015-01-02,76413,67738,10630.0,19989.0,17936.0,18401.0,3743.0,3476.0
2,2015-01-03,61010,51578,6091.0,15151.0,15544.0,15976.0,2357.0,1666.0
3,2015-01-03,61010,51578,6091.0,15151.0,15544.0,15976.0,1.0,0.0
4,2015-01-04,53432,43401,5099.0,12195.0,14880.0,14033.0,2287.0,1303.0
5,2015-01-05,73837,64859,11648.0,19142.0,17461.0,17640.0,4240.0,4067.0
6,2015-01-06,69833,63640,12691.0,19450.0,16567.0,16825.0,3899.0,3795.0
7,2015-01-07,69550,63105,12771.0,19369.0,16650.0,16557.0,3773.0,3712.0
8,2015-01-08,71890,64556,12408.0,19912.0,16726.0,16885.0,3801.0,3817.0
9,2015-01-09,82806,73483,13222.0,21858.0,19104.0,19879.0,4334.0,4299.0
10,2015-01-10,69167,61169,7579.0,18590.0,17096.0,18591.0,2458.0,1920.0
11,2015-01-11,53562,45452,5639.0,13588.0,14340.0,14323.0,2183.0,1350.0
12,2015-01-12,72568,66025,12229.0,19670.0,17156.0,17261.0,3928.0,3886.0
13,2015-01-13,72349,65755,12523.0,19943.0,17061.0,17164.0,3863.0,3788.0
14,2015-01-14,72544,64834,12385.0,19850.0,16666.0,16959.0,3727.0,3701.0
15,2015-01-15,75059,67338,12290.0,21071.0,17505.0,17804.0,3847.0,3768.0
16,2015-01-16,83062,73726,12914.0,22021.0,18875.0,19877.0,3963.0,4128.0
17,2015-01-17,69810,61166,7538.0,18655.0,17069.0,18306.0,2353.0,1822.0
18,2015-01-18,55649,47887,5582.0,14184.0,14933.0,14174.0,2178.0,1336.0
19,2015-01-19,73014,66404,12236.0,19685.0,17220.0,17520.0,3834.0,3902.0
20,2015-01-20,72658,65848,12479.0,19948.0,16878.0,17051.0,3711.0,3694.0
21,2015-01-21,71819,64317,12645.0,20626.0,16761.0,16920.0,3666.0,3647.0
22,2015-01-21,71819,64317,12645.0,20626.0,16761.0,16920.0,1.0,0.0
23,2015-01-22,74047,66184,12332.0,20334.0,17013.0,17740.0,3721.0,3783.0
24,2015-01-23,83015,73257,13316.0,22265.0,18941.0,19646.0,3901.0,4041.0
25,2015-01-24,69137,61850,7727.0,18390.0,16627.0,18289.0,2354.0,2076.0
26,2015-01-25,53606,45722,5232.0,13351.0,14430.0,13666.0,1978.0,1195.0
27,2015-01-26,71326,64302,11747.0,19239.0,16801.0,17200.0,3598.0,3692.0
28,2015-01-27,72045,64929,12290.0,19880.0,16642.0,17240.0,3547.0,3700.0
29,2015-01-28,71047,63845,12434.0,20050.0,16375.0,16845.0,3428.0,3577.0
30,2015-01-29,72586,65020,12115.0,19977.0,16823.0,17622.0,3603.0,3731.0
31,2015-01-30,80814,71040,12872.0,21308.0,18679.0,19194.0,3696.0,3919.0
32,2015-01-31,65890,58141,7183.0,17206.0,15685.0,16819.0,2046.0,1684.0
33,2015-02-01,51824,44842,5427.0,12667.0,13945.0,13985.0,1932.0,1291.0
34,2015-02-02,68263,62397,11722.0,18395.0,16208.0,16801.0,3574.0,3729.0
35,2015-02-03,67940,62127,12171.0,19001.0,16016.0,16386.0,3345.0,3539.0
36,2015-02-04,69355,61936,11990.0,19406.0,15914.0,16585.0,3353.0,3587.0
37,2015-02-05,71297,63440,12072.0,19512.0,16437.0,16735.0,3395.0,3664.0
38,2015-02-06,80210,70745,12552.0,21320.0,18489.0,19318.0,3786.0,4094.0
39,2015-02-07,68115,60214,7525.0,18288.0,16486.0,17755.0,2150.0,1870.0
40,2015-02-08,49549,42579,5176.0,12483.0,13181.0,12964.0,1747.0,1212.0
41,2015-02-09,69988,63361,11892.0,18786.0,16220.0,16789.0,3359.0,3535.0
42,2015-02-10,71636,64739,12007.0,20120.0,16757.0,17263.0,3376.0,3510.0
43,2015-02-11,73841,66077,12459.0,20485.0,17351.0,17921.0,3416.0,3725.0
44,2015-02-12,76204,68507,12288.0,21484.0,17738.0,18405.0,3530.0,3708.0
45,2015-02-13,82282,72960,13037.0,22321.0,19485.0,19916.0,3773.0,4004.0
46,2015-02-14,65358,58052,7507.0,17922.0,16652.0,17886.0,1.0,0.0
47,2015-02-14,65358,58052,7507.0,17922.0,16652.0,17886.0,2147.0,1815.0
48,2015-02-15,47148,44000,5314.0,13348.0,13392.0,13949.0,1797.0,1182.0
49,2015-02-16,69218,71632,11465.0,19864.0,17035.0,18720.0,3378.0,3744.0
50,2015-02-16,69218,71632,11465.0,19864.0,17035.0,18720.0,1.0,0.0
51,2015-02-17,68421,78144,10814.0,19269.0,16866.0,19922.0,3538.0,3907.0
52,2015-02-18,44847,51958,3727.0,10566.0,10760.0,14649.0,2127.0,1547.0
53,2015-02-19,46475,44042,4042.0,10533.0,12131.0,13100.0,2355.0,1437.0
54,2015-02-20,56775,42260,4706.0,11171.0,14650.0,13207.0,2372.0,1339.0
55,2015-02-21,61307,40747,4650.0,11140.0,15934.0,13274.0,2347.0,1342.0
56,2015-02-22,58085,40791,4947.0,11206.0,15897.0,13753.0,2100.0,1225.0
57,2015-02-23,81634,67256,12242.0,20568.0,19479.0,18905.0,1.0,0.0
58,2015-02-23,81634,67256,12242.0,20568.0,19479.0,18905.0,4036.0,4072.0
59,2015-02-24,83402,70871,12851.0,23116.0,19065.0,19750.0,3956.0,4121.0
60,2015-02-25,84524,72807,12960.0,23442.0,19081.0,20253.0,4012.0,4157.0
61,2015-02-26,83168,72231,13073.0,23211.0,18913.0,20121.0,3944.0,4128.0
62,2015-02-27,88525,75729,13522.0,23767.0,20279.0,21122.0,3927.0,4144.0
63,2015-02-28,77236,66599,8945.0,21371.0,18397.0,19741.0,2402.0,1902.0
64,2015-03-01,55431,47750,5772.0,14539.0,14341.0,14839.0,2090.0,1380.0
65,2015-03-02,69723,63743,12311.0,19369.0,17000.0,17720.0,3669.0,4256.0
66,2015-03-03,68122,62096,12331.0,19010.0,16636.0,16988.0,3467.0,4166.0
67,2015-03-04,68335,61630,12599.0,19685.0,16644.0,16816.0,3424.0,4120.0
68,2015-03-05,71040,64235,12306.0,19663.0,17117.0,17646.0,3595.0,4208.0
69,2015-03-06,82599,72891,13133.0,22347.0,20134.0,19891.0,4112.0,4720.0
70,2015-03-06,82599,72891,13133.0,22347.0,20134.0,19891.0,1.0,0.0
71,2015-03-07,71386,62423,7890.0,19225.0,17257.0,18324.0,2458.0,2031.0
72,2015-03-08,54634,47204,5931.0,14781.0,14272.0,14643.0,1934.0,1409.0
73,2015-03-09,70881,64921,12327.0,19568.0,17401.0,17640.0,3730.0,4469.0
74,2015-03-09,70881,64921,12327.0,19568.0,17401.0,17640.0,1.0,0.0
75,2015-03-10,67732,62440,12382.0,19007.0,16573.0,17487.0,3188.0,2021.0
76,2015-03-11,69710,63725,12679.0,19665.0,16972.0,17283.0,3497.0,4204.0
77,2015-03-12,72712,65420,12640.0,19957.0,17540.0,17936.0,3575.0,4160.0
78,2015-03-13,85138,75142,13628.0,23014.0,20061.0,20272.0,4099.0,4864.0
79,2015-03-14,74149,66026,8129.0,20643.0,18227.0,19689.0,2412.0,2090.0
80,2015-03-14,74149,66026,8129.0,20643.0,18227.0,19689.0,1.0,0.0
81,2015-03-15,59062,50655,6379.0,15602.0,14946.0,15490.0,2090.0,1500.0
82,2015-03-16,72665,65892,12576.0,19764.0,17862.0,18545.0,3910.0,4544.0
83,2015-03-17,70419,64226,12439.0,19875.0,17017.0,17687.0,1.0,0.0
84,2015-03-17,70419,64226,12439.0,19875.0,17017.0,17687.0,3744.0,4261.0
85,2015-03-18,70232,63513,12484.0,19673.0,16734.0,16978.0,3522.0,4144.0
86,2015-03-19,73595,66631,12956.0,20508.0,17870.0,18440.0,3692.0,4346.0
87,2015-03-19,73595,66631,12956.0,20508.0,17870.0,18440.0,1.0,0.0
88,2015-03-20,85372,75525,13766.0,22784.0,20737.0,20754.0,4129.0,4818.0
89,2015-03-21,74056,65010,8324.0,20122.0,18072.0,19342.0,1.0,0.0
90,2015-03-21,74056,65010,8324.0,20122.0,18072.0,19342.0,2662.0,2140.0
91,2015-03-22,55372,47952,6272.0,15067.0,14641.0,14847.0,1926.0,1408.0
92,2015-03-23,72381,66521,12542.0,19942.0,17939.0,18400.0,3701.0,4429.0
93,2015-03-24,70990,64835,12489.0,19944.0,17532.0,17700.0,3629.0,4340.0
94,2015-03-25,71575,65292,12863.0,20419.0,17347.0,17901.0,3755.0,4384.0
95,2015-03-26,74385,67057,12645.0,20834.0,18304.0,18816.0,1.0,0.0
96,2015-03-26,74385,67057,12645.0,20834.0,18304.0,18816.0,3746.0,4499.0
97,2015-03-27,84464,74769,12848.0,23154.0,20387.0,20652.0,1.0,0.0
98,2015-03-27,84464,74769,12848.0,23154.0,20387.0,20652.0,3964.0,4706.0
99,2015-03-28,67836,62410,9152.0,21842.0,15106.0,11944.0,2388.0,2088.0
100,2015-03-29,52272,45722,6388.0,15648.0,11749.0,10038.0,1.0,0.0
101,2015-03-29,52272,45722,6388.0,15648.0,11749.0,10038.0,1953.0,1301.0
102,2015-03-30,65930,61415,13283.0,20241.0,12707.0,11079.0,3720.0,4426.0
103,2015-03-31,62210,58424,12880.0,19477.0,11558.0,9705.0,3570.0,4151.0
104,2015-04-01,62389,58413,13201.0,20163.0,11299.0,9292.0,3630.0,4433.0
105,2015-04-02,66077,61623,13224.0,20970.0,11808.0,9687.0,3518.0,4330.0
106,2015-04-03,74913,70352,13857.0,23095.0,14124.0,11542.0,3979.0,4743.0
107,2015-04-04,63016,58697,8528.0,19209.0,12576.0,11250.0,2585.0,2290.0
108,2015-04-05,52946,45173,6253.0,14553.0,11487.0,9519.0,2284.0,1548.0
109,2015-04-06,66163,60812,13060.0,20677.0,12009.0,9831.0,3829.0,4473.0
110,2015-04-07,64631,59404,13117.0,21154.0,11062.0,9171.0,3757.0,4398.0
111,2015-04-08,64441,59176,13190.0,21382.0,11473.0,9487.0,3676.0,4236.0
112,2015-04-09,66144,60349,13293.0,21718.0,11688.0,9512.0,3748.0,4306.0
113,2015-04-10,77127,69415,13918.0,24677.0,14037.0,11659.0,4218.0,4731.0
114,2015-04-11,70851,63568,9697.0,24201.0,13496.0,12764.0,2719.0,2390.0
115,2015-04-12,54586,46251,7494.0,17326.0,11571.0,10460.0,2193.0,1538.0
116,2015-04-13,66044,60539,12846.0,21259.0,11296.0,9509.0,3779.0,4426.0
117,2015-04-14,61867,57090,12619.0,20740.0,10355.0,8591.0,3369.0,3998.0
118,2015-04-15,64227,58760,13397.0,21453.0,10761.0,9141.0,3676.0,4205.0
119,2015-04-16,64223,59834,13100.0,21352.0,10714.0,8947.0,3585.0,4114.0
120,2015-04-17,74730,68671,14183.0,24820.0,13557.0,11086.0,4118.0,4765.0
121,2015-04-18,67908,61319,10094.0,22652.0,12604.0,11432.0,2985.0,2221.0
122,2015-04-18,67908,61319,10094.0,22652.0,12604.0,11432.0,1.0,0.0
123,2015-04-19,48572,40249,5850.0,14818.0,10591.0,9036.0,1773.0,1252.0
124,2015-04-20,62588,57960,12667.0,20021.0,10553.0,8911.0,3671.0,4265.0
125,2015-04-21,63549,58327,13231.0,21125.0,10489.0,9047.0,3757.0,4115.0
126,2015-04-22,62726,57645,13359.0,21111.0,10503.0,8648.0,3509.0,4154.0
127,2015-04-23,65634,60093,13204.0,21562.0,11049.0,8855.0,3721.0,4163.0
128,2015-04-24,76806,70837,14560.0,25061.0,13564.0,11264.0,4119.0,4695.0
129,2015-04-25,69519,62670,9683.0,23774.0,12753.0,12004.0,2534.0,2293.0
130,2015-04-26,54354,45192,6911.0,17101.0,11144.0,10276.0,2220.0,1579.0
131,2015-04-27,65490,60078,12910.0,20920.0,10957.0,9560.0,3947.0,4592.0
132,2015-04-28,63345,58515,13260.0,21081.0,9988.0,8687.0,3721.0,4315.0
133,2015-04-29,63642,58601,13072.0,21390.0,10258.0,8898.0,3686.0,4189.0
134,2015-04-30,69870,66181,13984.0,24091.0,12215.0,10749.0,4039.0,4712.0
135,2015-05-01,66645,64522,9565.0,21975.0,13817.0,12654.0,3446.0,4044.0
136,2015-05-02,67737,58812,8895.0,22346.0,12604.0,11637.0,2694.0,2430.0
137,2015-05-03,56944,46148,6474.0,17547.0,11823.0,10353.0,2169.0,1574.0
138,2015-05-04,71956,62026,12492.0,22720.0,12569.0,10483.0,1.0,0.0
139,2015-05-04,71956,62026,12492.0,22720.0,12569.0,10483.0,4016.0,4536.0
140,2015-05-05,54127,44289,6739.0,16095.0,10940.0,9600.0,2516.0,1735.0
141,2015-05-06,64496,58369,13164.0,20892.0,10502.0,9079.0,3821.0,4360.0
142,2015-05-07,65331,60404,13300.0,21662.0,10383.0,8834.0,3802.0,4476.0
143,2015-05-08,74296,68717,14139.0,23755.0,12530.0,10895.0,4442.0,4907.0
144,2015-05-08,74296,68717,14139.0,23755.0,12530.0,10895.0,1.0,0.0
145,2015-05-09,62939,55845,8387.0,20891.0,11597.0,10940.0,2449.0,2124.0
146,2015-05-10,54138,43329,6622.0,16122.0,11358.0,10454.0,2300.0,1677.0
147,2015-05-11,66777,60459,12662.0,21048.0,10392.0,9136.0,3868.0,4721.0
148,2015-05-12,63842,58182,12977.0,21007.0,9827.0,8483.0,3594.0,4292.0
149,2015-05-13,64927,59505,13465.0,21774.0,10269.0,8777.0,3795.0,4386.0
150,2015-05-14,66169,60556,13358.0,22290.0,10965.0,8993.0,3909.0,4450.0
151,2015-05-15,76621,68006,14130.0,25507.0,13426.0,11034.0,4117.0,4760.0
152,2015-05-16,72825,63997,9768.0,23963.0,12609.0,11796.0,1.0,0.0
153,2015-05-16,72825,63997,9768.0,23963.0,12609.0,11796.0,2714.0,2454.0
154,2015-05-17,54116,46247,7027.0,17219.0,11214.0,10469.0,2137.0,1465.0
155,2015-05-18,64555,59405,13170.0,21417.0,10609.0,9438.0,1.0,0.0
156,2015-05-18,64555,59405,13170.0,21417.0,10609.0,9438.0,3991.0,4698.0
157,2015-05-19,63138,57777,13245.0,21255.0,10157.0,8461.0,3561.0,4054.0
158,2015-05-20,65025,58940,13754.0,22190.0,10382.0,8683.0,3753.0,4235.0
159,2015-05-20,65025,58940,13754.0,22190.0,10382.0,8683.0,1.0,0.0
160,2015-05-21,66695,61013,13314.0,22590.0,11028.0,9086.0,3931.0,4433.0
161,2015-05-22,77983,71565,14257.0,25852.0,14004.0,11721.0,4212.0,5084.0
162,2015-05-23,68358,64340,9392.0,24271.0,13536.0,13318.0,2640.0,2277.0
163,2015-05-24,53185,44648,7284.0,17812.0,10589.0,9770.0,1.0,0.0
164,2015-05-24,53185,44648,7284.0,17812.0,10589.0,9770.0,2281.0,1610.0
165,2015-05-25,61093,48356,6524.0,17475.0,12178.0,10974.0,2476.0,1695.0
166,2015-05-26,66138,58524,13123.0,21099.0,10517.0,9156.0,3719.0,4416.0
167,2015-05-27,64446,58935,13387.0,21700.0,10064.0,8596.0,3838.0,4279.0
168,2015-05-28,65395,59090,13348.0,21952.0,10492.0,8651.0,3758.0,4299.0
169,2015-05-29,72101,64846,14025.0,24569.0,12641.0,10299.0,4068.0,4617.0
170,2015-05-30,61721,54470,8789.0,21226.0,11229.0,9944.0,2384.0,2060.0
171,2015-05-31,47692,40201,6644.0,15273.0,10102.0,9083.0,1871.0,1364.0
172,2015-06-01,61101,56712,12937.0,20346.0,9929.0,8586.0,3715.0,4429.0
173,2015-06-01,61101,56712,12937.0,20346.0,9929.0,8586.0,1.0,0.0
174,2015-06-02,59119,55106,12818.0,20198.0,9084.0,7583.0,3613.0,4061.0
175,2015-06-03,57368,53315,12820.0,19923.0,8951.0,7570.0,3554.0,3934.0
176,2015-06-04,56485,52350,12466.0,19126.0,8972.0,7379.0,3432.0,3718.0
177,2015-06-05,61193,57599,12565.0,20479.0,10528.0,8722.0,3580.0,3942.0
178,2015-06-06,39925,36648,6423.0,13821.0,7765.0,7339.0,1630.0,1332.0
179,2015-06-06,39925,36648,6423.0,13821.0,7765.0,7339.0,1.0,0.0
180,2015-06-07,35768,28155,5073.0,10177.0,7620.0,6583.0,1432.0,958.0
181,2015-06-08,52278,48718,11756.0,17026.0,8140.0,7071.0,3338.0,3825.0
182,2015-06-08,52278,48718,11756.0,17026.0,8140.0,7071.0,1.0,0.0
183,2015-06-09,49838,47251,11799.0,16820.0,7804.0,6548.0,3171.0,3574.0
184,2015-06-10,50354,47321,11786.0,17113.0,7852.0,6749.0,3180.0,3556.0
185,2015-06-11,50985,47973,11542.0,16941.0,7873.0,6624.0,3098.0,3482.0
186,2015-06-12,59340,53307,12332.0,18912.0,10042.0,8107.0,3352.0,3760.0
187,2015-06-13,44275,39904,6740.0,15231.0,8219.0,7513.0,1623.0,1384.0
188,2015-06-13,44275,39904,6740.0,15231.0,8219.0,7513.0,2.0,0.0
189,2015-06-14,32181,26311,4980.0,9709.0,7024.0,5971.0,1253.0,857.0
190,2015-06-15,50966,47537,11902.0,16937.0,8015.0,6879.0,3321.0,3744.0
191,2015-06-16,49489,46635,11676.0,16461.0,7826.0,6447.0,3203.0,3576.0
192,2015-06-17,49165,46075,11623.0,16381.0,7512.0,6417.0,3055.0,3371.0
193,2015-06-18,50924,47766,11619.0,16847.0,7938.0,6497.0,1.0,0.0
194,2015-06-18,50924,47766,11619.0,16847.0,7938.0,6497.0,3171.0,3587.0
195,2015-06-19,58260,54640,12548.0,19490.0,10016.0,8213.0,3338.0,3806.0
196,2015-06-20,39827,36407,6193.0,13307.0,7678.0,6871.0,1495.0,1177.0
197,2015-06-21,35616,30056,5217.0,10865.0,7810.0,6829.0,1488.0,991.0
198,2015-06-22,53641,49911,11676.0,17282.0,8622.0,7303.0,3390.0,3797.0
199,2015-06-23,52642,49117,11779.0,17648.0,8203.0,7040.0,3243.0,3663.0
200,2015-06-24,53828,50064,12099.0,17860.0,8362.0,6953.0,3327.0,3633.0
201,2015-06-25,55601,51472,11830.0,18350.0,8521.0,7238.0,3291.0,3670.0
202,2015-06-26,61438,57202,12326.0,20114.0,10482.0,8834.0,3368.0,3762.0
203,2015-06-27,47551,43161,7454.0,16104.0,8656.0,8149.0,1804.0,1517.0
204,2015-06-28,38757,31827,5786.0,11848.0,8146.0,6828.0,1480.0,1033.0
205,2015-06-29,56127,51186,11853.0,17707.0,8726.0,7689.0,3341.0,3784.0
206,2015-06-30,54187,49399,11536.0,17780.0,8140.0,7131.0,1.0,0.0
207,2015-06-30,54187,49399,11536.0,17780.0,8140.0,7131.0,3164.0,3587.0
208,2015-07-01,53844,49628,11948.0,17872.0,8130.0,7195.0,3132.0,3656.0
209,2015-07-02,56100,51586,11991.0,18302.0,8338.0,7354.0,3206.0,3640.0
210,2015-07-03,64942,59003,12575.0,20940.0,10246.0,9250.0,3449.0,4116.0
211,2015-07-04,52034,45509,7789.0,17174.0,9266.0,8620.0,1974.0,1700.0
212,2015-07-04,52034,45509,7789.0,17174.0,9266.0,8620.0,1.0,0.0
213,2015-07-05,41111,33329,5394.0,12223.0,8377.0,7278.0,1701.0,1094.0
214,2015-07-06,57088,52142,12043.0,18153.0,8835.0,7641.0,3568.0,3935.0
215,2015-07-07,56362,51637,12139.0,18388.0,8490.0,7339.0,3296.0,3813.0
216,2015-07-08,55574,51020,12247.0,18571.0,8302.0,7236.0,3298.0,3721.0
217,2015-07-09,57747,52426,11961.0,18667.0,8600.0,7411.0,3410.0,3861.0
218,2015-07-10,66281,59944,12927.0,21508.0,10814.0,9520.0,3707.0,4349.0
219,2015-07-11,50631,45566,6876.0,17235.0,9522.0,8958.0,1.0,0.0
220,2015-07-11,50631,45566,6876.0,17235.0,9522.0,8958.0,1924.0,1703.0
221,2015-07-12,40473,32327,5037.0,11981.0,8933.0,8499.0,1610.0,1019.0
222,2015-07-13,56660,52060,11615.0,18206.0,9011.0,7767.0,3307.0,3753.0
223,2015-07-14,57963,53069,12046.0,18922.0,8826.0,7650.0,1.0,0.0
224,2015-07-14,57963,53069,12046.0,18922.0,8826.0,7650.0,3503.0,3842.0
225,2015-07-15,59581,54489,12541.0,19807.0,8944.0,7822.0,3385.0,3763.0
226,2015-07-16,60503,54347,12413.0,19933.0,9107.0,7989.0,3555.0,3919.0
227,2015-07-17,68716,60965,13001.0,22365.0,11043.0,9639.0,3839.0,4313.0
228,2015-07-17,68716,60965,13001.0,22365.0,11043.0,9639.0,1.0,0.0
229,2015-07-18,52083,46597,7322.0,17623.0,9698.0,9121.0,2149.0,1835.0
230,2015-07-19,43098,36308,5721.0,13543.0,9170.0,7863.0,1.0,0.0
231,2015-07-19,43098,36308,5721.0,13543.0,9170.0,7863.0,1770.0,1213.0
232,2015-07-20,59592,54420,12090.0,19026.0,9453.0,8267.0,3529.0,4050.0
233,2015-07-21,58905,53620,12020.0,19361.0,8750.0,7484.0,3438.0,3888.0
234,2015-07-22,59334,53380,12329.0,19704.0,8981.0,7994.0,3357.0,3757.0
235,2015-07-23,61311,55254,11858.0,19740.0,9265.0,8182.0,3247.0,3682.0
236,2015-07-24,68287,60320,12072.0,21558.0,11123.0,10579.0,3597.0,4019.0
237,2015-07-25,51188,45545,6653.0,17094.0,9187.0,9083.0,1830.0,1635.0
238,2015-07-26,43008,34736,5808.0,13601.0,8990.0,7601.0,1689.0,1081.0
239,2015-07-27,61093,55698,11685.0,19237.0,9469.0,8416.0,1.0,0.0
240,2015-07-27,61093,55698,11685.0,19237.0,9469.0,8416.0,3509.0,3898.0
241,2015-07-28,60991,55510,12006.0,19894.0,9353.0,8032.0,3522.0,3990.0
242,2015-07-29,59842,54635,11512.0,19560.0,9557.0,8401.0,3422.0,3803.0
243,2015-07-30,63089,57473,11963.0,21066.0,9735.0,8666.0,3565.0,3993.0
244,2015-07-31,69575,63202,12441.0,23020.0,11659.0,10143.0,3764.0,4279.0
245,2015-08-01,54858,50452,7028.0,17915.0,10641.0,9964.0,2328.0,1807.0
246,2015-08-02,47875,38852,5770.0,14748.0,10080.0,8467.0,1988.0,1294.0
247,2015-08-03,63629,55672,11355.0,20058.0,10542.0,8624.0,3556.0,3877.0
248,2015-08-04,61626,53303,11264.0,19694.0,9946.0,8084.0,3527.0,3734.0
249,2015-08-05,60004,52668,11212.0,19487.0,9582.0,8347.0,1.0,0.0
250,2015-08-05,60004,52668,11212.0,19487.0,9582.0,8347.0,3455.0,3483.0
251,2015-08-06,60349,53902,11487.0,19970.0,9677.0,8610.0,3331.0,3776.0
252,2015-08-07,66742,59574,11791.0,21955.0,11508.0,9983.0,3637.0,3828.0
253,2015-08-08,49243,43594,6995.0,17330.0,9804.0,9190.0,1920.0,1631.0
254,2015-08-09,44497,35904,5856.0,13505.0,9407.0,8099.0,1966.0,1147.0
255,2015-08-10,59896,53859,11651.0,19851.0,9736.0,8576.0,3363.0,3776.0
256,2015-08-11,60145,53476,12155.0,20150.0,9562.0,8307.0,3506.0,3745.0
257,2015-08-12,61142,54561,11965.0,20660.0,9913.0,8512.0,3368.0,3724.0
258,2015-08-13,66757,60176,12455.0,22481.0,11055.0,9626.0,3659.0,4002.0
259,2015-08-14,57191,52246,7753.0,18884.0,10541.0,9997.0,2672.0,3051.0
260,2015-08-15,54670,47003,7371.0,17374.0,10480.0,9347.0,2247.0,1822.0
261,2015-08-16,49454,38989,5534.0,14439.0,10933.0,8763.0,1861.0,1206.0
262,2015-08-16,49454,38989,5534.0,14439.0,10933.0,8763.0,1.0,0.0
263,2015-08-17,62055,54946,11695.0,19749.0,10038.0,8423.0,3420.0,3942.0
264,2015-08-18,61167,54238,12124.0,20635.0,9570.0,7826.0,3438.0,3731.0
265,2015-08-19,61088,55138,12190.0,20730.0,9613.0,8057.0,3558.0,3718.0
266,2015-08-20,62719,55963,12353.0,21103.0,9978.0,8240.0,3486.0,3723.0
267,2015-08-21,70970,61740,12906.0,23031.0,12231.0,9805.0,3758.0,3943.0
268,2015-08-22,55501,47247,7931.0,19359.0,10446.0,8797.0,1906.0,1605.0
269,2015-08-23,44252,35937,6131.0,14942.0,9660.0,8286.0,1632.0,1156.0
270,2015-08-24,61177,55060,12207.0,20054.0,9910.0,8493.0,3311.0,3778.0
271,2015-08-25,60499,54409,11834.0,20011.0,9461.0,8141.0,3300.0,3582.0
272,2015-08-26,61988,56516,12667.0,20970.0,9653.0,8242.0,3401.0,3720.0
273,2015-08-27,64378,58164,12566.0,21798.0,10111.0,8486.0,3436.0,3967.0
274,2015-08-28,73041,64411,13562.0,23737.0,12239.0,10003.0,3743.0,4208.0
275,2015-08-29,60559,52991,8410.0,21174.0,10703.0,9935.0,2103.0,1965.0
276,2015-08-30,48368,39940,6196.0,15530.0,9649.0,8640.0,1906.0,1343.0
277,2015-08-31,60960,55648,12252.0,19660.0,9392.0,8283.0,3684.0,3999.0
278,2015-09-01,59195,54913,12885.0,20287.0,9107.0,7658.0,3460.0,4005.0
279,2015-09-02,59335,54503,12921.0,20242.0,9158.0,7483.0,3544.0,3917.0
280,2015-09-03,61568,56579,12845.0,20749.0,9877.0,7812.0,3622.0,4010.0
281,2015-09-04,71998,63616,13520.0,23718.0,12048.0,9619.0,3922.0,4459.0
282,2015-09-05,57906,51066,8115.0,20230.0,10796.0,9233.0,2079.0,1896.0
283,2015-09-06,48681,40320,6755.0,15753.0,10105.0,9077.0,1971.0,1417.0
284,2015-09-07,61761,56615,12990.0,20297.0,9610.0,8285.0,3726.0,4292.0
285,2015-09-08,60689,55920,12975.0,21055.0,8905.0,7566.0,3480.0,4084.0
286,2015-09-09,61044,55666,13069.0,20823.0,9125.0,7748.0,3698.0,4171.0
287,2015-09-10,62147,56999,13249.0,21614.0,9712.0,7879.0,3816.0,4443.0
288,2015-09-11,72761,64830,13707.0,24403.0,12173.0,9694.0,4188.0,4714.0
289,2015-09-12,63673,55335,8663.0,22484.0,11125.0,9839.0,2465.0,1953.0
290,2015-09-13,49024,40333,6762.0,16068.0,10143.0,8601.0,2040.0,1446.0
291,2015-09-14,62055,56949,12975.0,20797.0,9448.0,8069.0,3754.0,4355.0
292,2015-09-15,60684,56108,13014.0,20923.0,9311.0,7667.0,3661.0,4124.0
293,2015-09-16,60550,57797,13428.0,21503.0,9869.0,7851.0,3651.0,4094.0
294,2015-09-17,63113,57265,13131.0,22043.0,9881.0,8119.0,3745.0,4260.0
295,2015-09-18,74767,64947,14280.0,24382.0,12199.0,9419.0,4012.0,4570.0
296,2015-09-19,62152,54464,9261.0,22832.0,11464.0,9896.0,2406.0,2100.0
297,2015-09-20,47213,40649,6861.0,16716.0,9784.0,8753.0,1953.0,1382.0
298,2015-09-21,62636,58223,13367.0,21688.0,9627.0,8392.0,3717.0,4267.0
299,2015-09-22,62198,57586,13259.0,21429.0,9580.0,8003.0,3651.0,3983.0
300,2015-09-23,62245,59305,13674.0,22489.0,9543.0,8309.0,3619.0,4055.0
301,2015-09-24,61680,64015,13353.0,22866.0,10079.0,9392.0,3782.0,4382.0
302,2015-09-25,64850,74202,13072.0,24689.0,12005.0,12188.0,3852.0,4690.0
303,2015-09-26,43957,50044,5053.0,15219.0,8586.0,10737.0,2159.0,1712.0
304,2015-09-27,45031,40363,5628.0,13553.0,10215.0,7960.0,2281.0,1524.0
305,2015-09-28,54040,36658,5349.0,12766.0,11561.0,6881.0,2535.0,1241.0
306,2015-09-29,58371,39403,5685.0,12638.0,12006.0,8914.0,2332.0,1338.0
307,2015-09-30,64689,51674,12182.0,18355.0,10540.0,7609.0,3939.0,3910.0
308,2015-10-01,59509,53294,12419.0,19963.0,9648.0,7891.0,3484.0,3749.0
309,2015-10-02,72205,64248,13896.0,24150.0,11751.0,9192.0,3872.0,4516.0
310,2015-10-03,66041,57727,8892.0,21880.0,11765.0,10129.0,2824.0,2322.0
