,탑승일자,1호선,4호선,공항철도,경의선,강수량범주,평균기온,최고기온,최저기온,버스정류장1_총승객수,버스정류장2_총승객수,버스정류장3_총승객수
1106,2017-12-05,103438.0,36755.0,17073.0,7174.0,1.0,-4.2,-0.4,-8.2,1778.0,11081.0,983.0
1107,2017-12-06,107718.0,38340.0,18128.0,7428.0,1.0,0.2,6.0,-4.5,1727.0,11275.0,1037.0
1108,2017-12-07,111792.0,38412.0,18749.0,7457.0,0.0,0.7,4.6,-3.5,1832.0,11391.0,1097.0
1109,2017-12-08,125670.0,42566.0,23110.0,7724.0,0.0,-3.8,-0.5,-7.1,1990.0,12196.0,1059.0
1110,2017-12-09,108040.0,32993.0,23283.0,3380.0,0.0,-0.5,5.4,-5.6,1212.0,9613.0,1219.0
1111,2017-12-10,81674.0,24539.0,21737.0,2294.0,2.0,1.1,6.7,-2.5,910.0,7726.0,732.0
1112,2017-12-11,108416.0,38195.0,19551.0,7225.0,0.0,-7.0,-2.5,-11.0,1765.0,10988.0,909.0
1113,2017-12-12,102540.0,36446.0,17592.0,6833.0,0.0,-9.4,-5.2,-12.3,1753.0,10498.0,901.0
1114,2017-12-13,106252.0,37486.0,18474.0,6899.0,0.0,-8.7,-4.4,-12.0,1796.0,11001.0,914.0
1115,2017-12-14,108632.0,38428.0,19171.0,7167.0,0.0,-6.6,-1.9,-11.2,1828.0,11227.0,1023.0
1116,2017-12-15,125502.0,42130.0,23821.0,1.0,0.0,-3.0,0.9,-7.5,1916.0,12176.0,1080.0
1117,2017-12-15,125502.0,42130.0,23821.0,7754.0,0.0,-3.0,0.9,-7.5,1916.0,12176.0,1080.0
1118,2017-12-16,107484.0,34299.0,24606.0,3249.0,0.0,-5.7,-2.6,-8.1,1374.0,9433.0,1082.0
1119,2017-12-17,76444.0,24403.0,21858.0,1.0,0.0,-6.7,-2.3,-10.8,1110.0,7688.0,757.0
1120,2017-12-17,76444.0,24403.0,21858.0,2067.0,0.0,-6.7,-2.3,-10.8,1110.0,7688.0,757.0
1121,2017-12-18,116934.0,41497.0,22524.0,7602.0,2.0,-1.6,3.3,-5.9,1791.0,11202.0,1010.0
1122,2017-12-19,109866.0,39674.0,19886.0,7263.0,0.0,-3.9,-1.0,-6.5,1734.0,11392.0,1043.0
1123,2017-12-20,113626.0,40678.0,20766.0,1.0,2.0,-3.9,-0.1,-8.5,1698.0,11558.0,1022.0
1124,2017-12-20,113626.0,40678.0,20766.0,7584.0,2.0,-3.9,-0.1,-8.5,1698.0,11558.0,1022.0
1125,2017-12-21,115406.0,40557.0,21907.0,7765.0,0.0,-0.9,4.6,-5.6,1772.0,11514.0,1126.0
1126,2017-12-22,132340.0,43752.0,26616.0,8314.0,0.0,3.4,6.6,-1.9,2143.0,12678.0,1221.0
1127,2017-12-23,117654.0,33948.0,26798.0,3682.0,0.0,6.1,8.7,5.0,1373.0,9866.0,1406.0
1128,2017-12-24,79356.0,26048.0,22944.0,1.0,1.0,2.9,5.7,-0.6,931.0,7079.0,890.0
1129,2017-12-24,79356.0,26048.0,22944.0,2431.0,1.0,2.9,5.7,-0.6,931.0,7079.0,890.0
1130,2017-12-25,89000.0,26509.0,23031.0,2677.0,0.0,-2.1,0.6,-4.9,1186.0,8569.0,1775.0
1131,2017-12-26,112112.0,38259.0,22273.0,7189.0,0.0,-3.8,-1.1,-7.9,1452.0,10953.0,971.0
1132,2017-12-27,111452.0,38284.0,21076.0,6732.0,0.0,-6.9,-2.6,-10.3,1444.0,10864.0,977.0
1133,2017-12-28,113094.0,38819.0,22287.0,6785.0,0.0,-2.1,0.8,-6.8,1537.0,11134.0,1133.0
1134,2017-12-29,124990.0,40443.0,26124.0,7467.0,0.0,2.1,6.0,-0.4,1630.0,11688.0,1225.0
1135,2017-12-29,124990.0,40443.0,26124.0,1.0,0.0,2.1,6.0,-0.4,1630.0,11688.0,1225.0
1136,2017-12-30,104118.0,28999.0,24849.0,2992.0,1.0,1.4,4.5,-1.2,1111.0,8611.0,1058.0
1137,2017-12-31,85246.0,24070.0,20182.0,2235.0,1.0,-0.3,3.3,-3.2,900.0,7472.0,1496.0
1138,2018-01-01,69010.0,19818.0,22572.0,1.0,0.0,-1.3,3.8,-5.1,818.0,7293.0,1478.0
1139,2018-01-01,69010.0,19818.0,22572.0,2177.0,0.0,-1.3,3.8,-5.1,818.0,7293.0,1478.0
1140,2018-01-02,103902.0,35720.0,21764.0,7181.0,0.0,-1.8,1.8,-4.3,1350.0,10725.0,927.0
1141,2018-01-03,102396.0,35749.0,19435.0,7030.0,0.0,-4.7,-0.4,-7.1,1358.0,10549.0,938.0
1142,2018-01-04,103610.0,35966.0,19078.0,7080.0,0.0,-4.7,-0.7,-8.7,1440.0,10522.0,972.0
1143,2018-01-04,103610.0,35966.0,19078.0,1.0,0.0,-4.7,-0.7,-8.7,1440.0,10522.0,972.0
1144,2018-01-05,116016.0,38879.0,22471.0,7727.0,0.0,-3.0,1.6,-5.6,1643.0,11353.0,1025.0
1145,2018-01-06,87650.0,27067.0,21312.0,2829.0,0.0,-2.8,2.9,-6.8,1166.0,8807.0,1188.0
1146,2018-01-06,87650.0,27067.0,21312.0,2.0,0.0,-2.8,2.9,-6.8,1166.0,8807.0,1188.0
1147,2018-01-07,64910.0,20169.0,18867.0,2036.0,0.0,-0.8,2.8,-5.7,865.0,7581.0,790.0
1148,2018-01-08,106068.0,36260.0,19776.0,7339.0,1.0,1.3,4.0,-1.2,1316.0,10717.0,940.0
1149,2018-01-09,104136.0,36580.0,18259.0,7302.0,1.0,-4.2,-1.2,-6.1,1489.0,10596.0,954.0
1150,2018-01-10,104506.0,36694.0,19213.0,7124.0,2.0,-7.5,-4.8,-10.3,1438.0,10628.0,899.0
1151,2018-01-11,103970.0,35897.0,19376.0,6631.0,0.0,-11.1,-7.4,-13.6,1314.0,10021.0,807.0
1152,2018-01-12,114228.0,37982.0,22722.0,7161.0,0.0,-10.2,-5.4,-15.3,1349.0,10758.0,897.0
1153,2018-01-13,99842.0,29627.0,22228.0,1.0,2.0,-4.4,-1.2,-6.6,1180.0,9327.0,940.0
1154,2018-01-13,99842.0,29627.0,22228.0,3173.0,2.0,-4.4,-1.2,-6.6,1180.0,9327.0,940.0
1155,2018-01-14,70886.0,21415.0,20764.0,2099.0,0.0,0.6,5.4,-4.4,885.0,7450.0,792.0
1156,2018-01-15,109516.0,36789.0,20645.0,7171.0,1.0,4.7,7.7,1.8,1540.0,10845.0,991.0
1157,2018-01-16,105832.0,36072.0,19010.0,7078.0,0.0,3.5,6.8,0.1,1523.0,10803.0,977.0
1158,2018-01-17,107382.0,37173.0,19001.0,7345.0,0.0,4.5,8.7,2.4,1486.0,10952.0,963.0
1159,2018-01-18,109354.0,37396.0,19571.0,7145.0,0.0,2.1,4.5,0.3,1478.0,10894.0,1048.0
1160,2018-01-19,121334.0,40837.0,23352.0,7882.0,0.0,1.0,5.5,-2.5,1671.0,12121.0,1206.0
1161,2018-01-20,102448.0,30202.0,22733.0,3154.0,0.0,2.2,6.9,-1.0,1148.0,9288.0,1192.0
1162,2018-01-21,72222.0,21678.0,20446.0,2226.0,0.0,0.4,5.5,-3.7,943.0,7775.0,952.0
1163,2018-01-22,108860.0,36155.0,19774.0,7709.0,2.0,0.2,4.0,-5.3,1369.0,10564.0,894.0
1164,2018-01-22,108860.0,36155.0,19774.0,2.0,2.0,0.2,4.0,-5.3,1369.0,10564.0,894.0
1165,2018-01-23,102668.0,35878.0,18485.0,6842.0,0.0,-11.7,-5.3,-14.6,1283.0,10183.0,892.0
1166,2018-01-23,102668.0,35878.0,18485.0,1.0,0.0,-11.7,-5.3,-14.6,1283.0,10183.0,892.0
1167,2018-01-24,98442.0,35199.0,18290.0,6431.0,0.0,-14.2,-10.7,-16.3,1151.0,9525.0,798.0
1168,2018-01-25,102226.0,35337.0,18413.0,6541.0,0.0,-14.0,-9.5,-16.4,1272.0,9849.0,832.0
1169,2018-01-26,112598.0,38152.0,22276.0,6902.0,0.0,-14.8,-10.7,-17.8,1363.0,10231.0,834.0
1170,2018-01-27,84758.0,26271.0,20651.0,2556.0,0.0,-9.9,-3.5,-15.9,954.0,7740.0,936.0
1171,2018-01-28,65138.0,20289.0,19101.0,1889.0,0.0,-6.3,-1.2,-9.3,885.0,6782.0,651.0
1172,2018-01-29,102634.0,35648.0,18856.0,6736.0,0.0,-8.5,-4.7,-11.6,1289.0,10267.0,884.0
1173,2018-01-30,105228.0,36850.0,18759.0,7123.0,1.0,-5.3,-0.8,-11.4,1285.0,10026.0,908.0
1174,2018-01-31,104986.0,36221.0,18726.0,7154.0,0.0,-2.6,0.0,-5.2,1382.0,10721.0,1078.0
1175,2018-02-01,104558.0,36636.0,19464.0,1.0,0.0,-4.0,1.2,-8.8,1348.0,10394.0,1014.0
1176,2018-02-01,104558.0,36636.0,19464.0,7095.0,0.0,-4.0,1.2,-8.8,1348.0,10394.0,1014.0
1177,2018-02-02,115804.0,39863.0,22846.0,7527.0,0.0,-2.4,3.8,-7.6,1445.0,11354.0,1064.0
1178,2018-02-03,94778.0,29526.0,22105.0,2614.0,1.0,-7.3,-2.1,-10.4,1111.0,8171.0,833.0
1179,2018-02-03,94778.0,29526.0,22105.0,4.0,1.0,-7.3,-2.1,-10.4,1111.0,8171.0,833.0
1180,2018-02-04,64812.0,20410.0,20057.0,1920.0,0.0,-9.5,-5.2,-12.8,812.0,6763.0,582.0
1181,2018-02-05,102394.0,35848.0,19341.0,1.0,0.0,-9.4,-5.1,-11.8,1235.0,9838.0,836.0
1182,2018-02-05,102394.0,35848.0,19341.0,6815.0,0.0,-9.4,-5.1,-11.8,1235.0,9838.0,836.0
1183,2018-02-06,100368.0,36062.0,18570.0,6568.0,0.0,-10.1,-5.8,-12.8,1250.0,9632.0,812.0
1184,2018-02-07,104338.0,36217.0,19477.0,1.0,0.0,-8.0,-1.6,-13.4,1343.0,10615.0,924.0
1185,2018-02-07,104338.0,36217.0,19477.0,7037.0,0.0,-8.0,-1.6,-13.4,1343.0,10615.0,924.0
1186,2018-02-08,108906.0,37310.0,20406.0,7134.0,0.0,-4.4,2.0,-9.7,1318.0,10744.0,940.0
1187,2018-02-09,117432.0,40140.0,23929.0,7794.0,0.0,0.4,6.1,-5.3,1642.0,11479.0,1106.0
1188,2018-02-10,88608.0,27770.0,22579.0,2836.0,0.0,-0.5,3.2,-6.9,1030.0,8267.0,927.0
1189,2018-02-11,64498.0,20542.0,19768.0,1837.0,0.0,-6.1,-2.2,-9.5,733.0,6579.0,509.0
1190,2018-02-12,113860.0,38763.0,22092.0,7465.0,0.0,-5.8,-1.8,-9.6,1458.0,10760.0,914.0
1191,2018-02-12,113860.0,38763.0,22092.0,1.0,0.0,-5.8,-1.8,-9.6,1458.0,10760.0,914.0
1192,2018-02-13,120582.0,39178.0,22387.0,7433.0,0.0,-0.8,4.3,-7.4,1445.0,11143.0,1001.0
1193,2018-02-13,120582.0,39178.0,22387.0,2.0,0.0,-0.8,4.3,-7.4,1445.0,11143.0,1001.0
1194,2018-02-14,134478.0,39162.0,25407.0,7730.0,0.0,3.5,8.7,-0.7,1611.0,11164.0,1043.0
1195,2018-02-14,134478.0,39162.0,25407.0,1.0,0.0,3.5,8.7,-0.7,1611.0,11164.0,1043.0
1196,2018-02-15,82422.0,18794.0,20750.0,2092.0,0.0,-0.7,4.0,-3.7,741.0,5960.0,823.0
1197,2018-02-16,72058.0,17458.0,20694.0,2353.0,0.0,-1.1,4.9,-5.5,621.0,6534.0,1123.0
1198,2018-02-17,65924.0,17916.0,21470.0,2197.0,0.0,-3.0,1.4,-7.1,735.0,6986.0,1127.0
1199,2018-02-18,65730.0,18230.0,23642.0,2267.0,0.0,-0.4,5.2,-4.9,864.0,7783.0,805.0
1200,2018-02-19,108600.0,36414.0,22904.0,7952.0,0.0,1.8,6.8,-1.9,1479.0,10921.0,972.0
1201,2018-02-20,113740.0,39675.0,22243.0,7883.0,0.0,0.9,5.5,-2.4,1562.0,11053.0,1033.0
1202,2018-02-21,116828.0,40372.0,22538.0,7959.0,0.0,-0.9,4.4,-4.5,1564.0,11270.0,1047.0
1203,2018-02-22,119022.0,41392.0,22707.0,1.0,1.0,1.3,5.4,-3.9,1552.0,11493.0,1158.0
1204,2018-02-22,119022.0,41392.0,22707.0,7948.0,1.0,1.3,5.4,-3.9,1552.0,11493.0,1158.0
1205,2018-02-23,131114.0,44397.0,26378.0,8643.0,2.0,4.2,8.6,-0.3,1699.0,12032.0,1162.0
1206,2018-02-24,112198.0,33197.0,25619.0,3511.0,0.0,2.4,7.2,-1.1,1203.0,8989.0,1237.0
1207,2018-02-25,75836.0,23927.0,23075.0,2453.0,0.0,1.9,7.9,-1.6,905.0,7556.0,880.0
1208,2018-02-26,118664.0,40396.0,23234.0,8322.0,0.0,3.1,10.4,-3.2,1517.0,11255.0,1095.0
1209,2018-02-27,116268.0,40172.0,22374.0,7795.0,0.0,4.2,6.9,0.6,1628.0,11704.0,1042.0
1210,2018-02-28,121080.0,40846.0,23898.0,7714.0,2.0,4.6,7.8,1.8,1341.0,10604.0,893.0
1211,2018-02-28,121080.0,40846.0,23898.0,1.0,2.0,4.6,7.8,1.8,1341.0,10604.0,893.0
1212,2018-03-01,96302.0,26138.0,19489.0,2776.0,1.0,-0.2,3.0,-4.3,798.0,7100.0,1021.0
1213,2018-03-02,106676.0,36421.0,21537.0,7269.0,0.0,-0.7,5.4,-6.7,1846.0,11208.0,1032.0
1214,2018-03-03,94618.0,28538.0,22560.0,2878.0,0.0,7.9,16.2,-0.1,1172.0,8735.0,1348.0
1215,2018-03-03,94618.0,28538.0,22560.0,1.0,0.0,7.9,16.2,-0.1,1172.0,8735.0,1348.0
1216,2018-03-04,66990.0,20989.0,21353.0,1953.0,1.0,9.8,11.9,7.6,948.0,6982.0,713.0
1217,2018-03-04,66990.0,20989.0,21353.0,1.0,1.0,9.8,11.9,7.6,948.0,6982.0,713.0
1218,2018-03-05,105912.0,37095.0,19713.0,8079.0,1.0,5.5,11.4,1.3,1737.0,10997.0,964.0
1219,2018-03-05,105912.0,37095.0,19713.0,1.0,1.0,5.5,11.4,1.3,1737.0,10997.0,964.0
1220,2018-03-06,107798.0,37813.0,18491.0,7998.0,0.0,4.5,10.9,-1.1,1902.0,11241.0,1050.0
1221,2018-03-07,107098.0,38313.0,18952.0,7802.0,1.0,6.4,10.7,2.2,1945.0,11242.0,1047.0
1222,2018-03-07,107098.0,38313.0,18952.0,1.0,1.0,6.4,10.7,2.2,1945.0,11242.0,1047.0
1223,2018-03-08,108056.0,38657.0,20037.0,7908.0,1.0,4.6,9.7,2.7,1940.0,10936.0,954.0
1224,2018-03-09,124016.0,42718.0,24765.0,8747.0,0.0,4.5,9.6,1.4,1996.0,12086.0,1122.0
1225,2018-03-10,108502.0,32819.0,24119.0,3432.0,0.0,4.6,9.7,0.7,1268.0,8934.0,1257.0
1226,2018-03-11,73430.0,23283.0,22446.0,2445.0,0.0,6.4,12.2,2.7,1004.0,7693.0,1049.0
1227,2018-03-11,73430.0,23283.0,22446.0,1.0,0.0,6.4,12.2,2.7,1004.0,7693.0,1049.0
1228,2018-03-12,111310.0,39009.0,21177.0,8099.0,0.0,8.0,15.5,2.2,1932.0,11340.0,1004.0
1229,2018-03-12,111310.0,39009.0,21177.0,1.0,0.0,8.0,15.5,2.2,1932.0,11340.0,1004.0
1230,2018-03-13,108796.0,39157.0,19812.0,8112.0,0.0,12.4,18.8,5.2,2079.0,11604.0,1102.0
1231,2018-03-14,110274.0,39746.0,20125.0,8153.0,0.0,17.0,22.1,13.6,1987.0,11580.0,1235.0
1232,2018-03-15,107626.0,39545.0,20851.0,8018.0,2.0,12.4,16.6,8.4,1864.0,11018.0,922.0
1233,2018-03-15,107626.0,39545.0,20851.0,1.0,2.0,12.4,16.6,8.4,1864.0,11018.0,922.0
1234,2018-03-16,127520.0,43968.0,25840.0,8991.0,0.0,7.1,12.2,3.6,1940.0,12492.0,1164.0
1235,2018-03-17,103562.0,32719.0,25198.0,3604.0,0.0,6.6,14.0,0.5,1325.0,9473.0,1560.0
1236,2018-03-17,103562.0,32719.0,25198.0,3.0,0.0,6.6,14.0,0.5,1325.0,9473.0,1560.0
1237,2018-03-18,79020.0,25269.0,23357.0,2473.0,1.0,8.2,12.5,5.4,950.0,7677.0,963.0
1238,2018-03-19,107348.0,38622.0,21069.0,7951.0,1.0,8.0,10.4,6.2,1836.0,11051.0,995.0
1239,2018-03-20,107182.0,39276.0,19626.0,8044.0,0.0,4.7,9.1,1.6,1886.0,10990.0,1019.0
1240,2018-03-21,106202.0,39057.0,20106.0,7857.0,1.0,2.1,5.3,1.1,1781.0,10920.0,888.0
1241,2018-03-21,106202.0,39057.0,20106.0,1.0,1.0,2.1,5.3,1.1,1781.0,10920.0,888.0
1242,2018-03-22,111714.0,40130.0,21376.0,8310.0,0.0,4.9,11.6,0.6,1866.0,11565.0,1133.0
1243,2018-03-23,127484.0,44304.0,26334.0,8579.0,0.0,6.1,12.5,1.8,1894.0,12257.0,1097.0
1244,2018-03-24,113768.0,35419.0,25875.0,3387.0,0.0,7.6,13.1,4.0,1189.0,9364.0,1243.0
1245,2018-03-24,113768.0,35419.0,25875.0,1.0,0.0,7.6,13.1,4.0,1189.0,9364.0,1243.0
1246,2018-03-25,75436.0,25471.0,23118.0,2430.0,0.0,9.6,16.9,4.6,970.0,8143.0,845.0
1247,2018-03-26,111644.0,39495.0,22103.0,8200.0,0.0,11.0,18.1,5.3,1767.0,11354.0,1044.0
1248,2018-03-27,110324.0,39880.0,20169.0,1.0,0.0,13.3,20.0,7.7,1950.0,11338.0,1071.0
1249,2018-03-27,110324.0,39880.0,20169.0,8129.0,0.0,13.3,20.0,7.7,1950.0,11338.0,1071.0
1250,2018-03-28,112492.0,40755.0,20695.0,8392.0,0.0,14.0,19.0,9.4,1865.0,11682.0,1189.0
1251,2018-03-29,111958.0,40798.0,21624.0,8191.0,0.0,15.4,21.1,11.8,1901.0,11555.0,1127.0
1252,2018-03-30,129272.0,44468.0,26293.0,8558.0,0.0,14.8,21.9,9.8,2017.0,12356.0,1184.0
1253,2018-03-31,102948.0,31878.0,25867.0,3487.0,0.0,14.0,20.1,9.3,1367.0,9754.0,1440.0
1254,2018-03-31,102948.0,31878.0,25867.0,1.0,0.0,14.0,20.1,9.3,1367.0,9754.0,1440.0
1255,2018-04-01,75348.0,24173.0,22965.0,2570.0,0.0,15.6,18.5,11.7,1016.0,8053.0,921.0
1256,2018-04-02,109646.0,39668.0,22092.0,8316.0,0.0,18.4,23.7,14.9,1856.0,11493.0,1109.0
1257,2018-04-03,110568.0,40070.0,20806.0,8335.0,1.0,17.8,21.2,14.9,1860.0,11333.0,1147.0
1258,2018-04-03,110568.0,40070.0,20806.0,1.0,1.0,17.8,21.2,14.9,1860.0,11333.0,1147.0
1259,2018-04-04,111378.0,41146.0,21270.0,7966.0,1.0,13.4,18.2,9.5,1810.0,11328.0,1158.0
1260,2018-04-05,113476.0,41785.0,22070.0,7931.0,1.0,7.6,9.5,6.7,1711.0,10620.0,983.0
1261,2018-04-05,113476.0,41785.0,22070.0,2.0,1.0,7.6,9.5,6.7,1711.0,10620.0,983.0
1262,2018-04-06,130220.0,45421.0,26722.0,8756.0,1.0,5.8,8.6,3.0,1792.0,12009.0,1108.0
1263,2018-04-07,112838.0,34972.0,26567.0,3458.0,1.0,4.2,8.6,1.4,1217.0,9337.0,1384.0
1264,2018-04-07,112838.0,34972.0,26567.0,1.0,1.0,4.2,8.6,1.4,1217.0,9337.0,1384.0
1265,2018-04-08,78580.0,25271.0,24923.0,2376.0,1.0,3.9,7.9,0.6,933.0,8019.0,962.0
1266,2018-04-08,78580.0,25271.0,24923.0,1.0,1.0,3.9,7.9,0.6,933.0,8019.0,962.0
1267,2018-04-09,111644.0,39295.0,21705.0,8432.0,0.0,7.9,15.4,0.1,1826.0,11601.0,1240.0
1268,2018-04-10,110404.0,39566.0,19656.0,8202.0,1.0,15.1,21.9,6.9,1834.0,11533.0,1194.0
1269,2018-04-10,110404.0,39566.0,19656.0,1.0,1.0,15.1,21.9,6.9,1834.0,11533.0,1194.0
1270,2018-04-11,110056.0,39825.0,20108.0,8202.0,0.0,12.6,17.3,8.7,1876.0,11467.0,1235.0
1271,2018-04-12,113494.0,40379.0,21309.0,8467.0,0.0,13.3,19.6,6.8,1940.0,11708.0,1251.0
1272,2018-04-13,127610.0,42966.0,25674.0,8733.0,0.0,14.6,19.3,8.3,2016.0,12418.0,1384.0
1273,2018-04-13,127610.0,42966.0,25674.0,1.0,0.0,14.6,19.3,8.3,2016.0,12418.0,1384.0
1274,2018-04-14,99174.0,31039.0,25033.0,3160.0,1.0,9.0,14.8,7.5,1059.0,8221.0,1044.0
1275,2018-04-15,79684.0,25377.0,24206.0,2708.0,0.0,9.5,14.2,5.6,1010.0,8573.0,1164.0
1276,2018-04-15,79684.0,25377.0,24206.0,1.0,0.0,9.5,14.2,5.6,1010.0,8573.0,1164.0
1277,2018-04-16,111586.0,38452.0,21398.0,8245.0,0.0,11.6,18.8,4.9,1868.0,11629.0,1262.0
1278,2018-04-17,110826.0,38922.0,20113.0,8425.0,0.0,12.9,20.1,6.8,2000.0,11491.0,1100.0
1279,2018-04-17,110826.0,38922.0,20113.0,3.0,0.0,12.9,20.1,6.8,2000.0,11491.0,1100.0
1280,2018-04-18,110916.0,38849.0,20167.0,8442.0,0.0,12.4,19.3,6.2,2011.0,11281.0,1182.0
1281,2018-04-19,112486.0,39246.0,20875.0,8564.0,0.0,14.0,20.5,7.4,1934.0,11576.0,1244.0
1282,2018-04-20,126878.0,42520.0,25757.0,8789.0,0.0,18.4,26.3,11.0,1934.0,12201.0,1193.0
1283,2018-04-21,111734.0,33644.0,24954.0,3734.0,0.0,18.7,25.6,12.3,1367.0,9787.0,1647.0
1284,2018-04-22,69946.0,22427.0,22937.0,2275.0,2.0,15.5,21.0,10.7,820.0,6683.0,716.0
1285,2018-04-22,69946.0,22427.0,22937.0,1.0,2.0,15.5,21.0,10.7,820.0,6683.0,716.0
1286,2018-04-23,104192.0,37337.0,20272.0,7533.0,2.0,9.3,10.7,8.4,1558.0,9680.0,808.0
1287,2018-04-24,108492.0,37999.0,19287.0,7857.0,1.0,12.1,16.1,8.9,1849.0,11019.0,1044.0
1288,2018-04-25,113254.0,39817.0,20434.0,8309.0,0.0,14.6,23.3,5.7,1718.0,11692.0,1165.0
1289,2018-04-26,113590.0,39676.0,21468.0,8504.0,0.0,14.9,22.1,10.0,1884.0,11623.0,1201.0
1290,2018-04-26,113590.0,39676.0,21468.0,2.0,0.0,14.9,22.1,10.0,1884.0,11623.0,1201.0
1291,2018-04-27,127806.0,43103.0,26388.0,8711.0,0.0,15.7,23.3,9.7,1935.0,12406.0,1254.0
1292,2018-04-28,115406.0,34679.0,26461.0,3962.0,0.0,15.4,21.7,10.5,1351.0,9878.0,1591.0
1293,2018-04-29,79106.0,25350.0,23360.0,2749.0,0.0,16.2,22.9,9.4,1106.0,8425.0,1174.0
1294,2018-04-29,79106.0,25350.0,23360.0,1.0,0.0,16.2,22.9,9.4,1106.0,8425.0,1174.0
1295,2018-04-30,110932.0,38834.0,23222.0,8232.0,0.0,19.2,25.0,14.1,1763.0,11455.0,1384.0
1296,2018-05-01,79170.0,24379.0,19203.0,5484.0,0.0,20.4,23.3,17.8,919.0,4345.0,695.0
1297,2018-05-02,108470.0,39172.0,20517.0,7906.0,1.0,15.1,19.7,8.7,1709.0,10871.0,987.0
1298,2018-05-03,116350.0,41342.0,22336.0,8363.0,1.0,11.2,14.7,6.9,1861.0,11434.0,1085.0
1299,2018-05-04,142498.0,47586.0,27421.0,9476.0,0.0,14.1,20.0,8.8,2172.0,12969.0,1341.0
1300,2018-05-04,142498.0,47586.0,27421.0,1.0,0.0,14.1,20.0,8.8,2172.0,12969.0,1341.0
1301,2018-05-05,108366.0,31655.0,28139.0,3953.0,0.0,18.3,24.6,11.6,1192.0,9224.0,1791.0
1302,2018-05-05,108366.0,31655.0,28139.0,1.0,0.0,18.3,24.6,11.6,1192.0,9224.0,1791.0
1303,2018-05-06,73350.0,23430.0,25413.0,2425.0,1.0,16.6,20.7,15.0,898.0,7452.0,928.0
1304,2018-05-06,73350.0,23430.0,25413.0,1.0,1.0,16.6,20.7,15.0,898.0,7452.0,928.0
1305,2018-05-07,86878.0,24671.0,24897.0,3313.0,0.0,19.2,25.5,14.0,1264.0,9996.0,1338.0
1306,2018-05-08,109104.0,37110.0,20753.0,8816.0,0.0,17.5,22.9,11.6,1812.0,11790.0,1086.0
1307,2018-05-09,111958.0,38706.0,19740.0,1.0,0.0,15.7,21.8,9.2,1850.0,11559.0,1135.0
1308,2018-05-09,111958.0,38706.0,19740.0,8642.0,0.0,15.7,21.8,9.2,1850.0,11559.0,1135.0
1309,2018-05-10,112784.0,39763.0,20046.0,8591.0,0.0,15.4,21.4,11.3,1863.0,11660.0,1153.0
1310,2018-05-11,128020.0,43667.0,24802.0,9643.0,0.0,16.1,21.3,11.9,1936.0,12668.0,1249.0
1311,2018-05-12,104838.0,32364.0,25921.0,3669.0,1.0,14.2,16.1,11.8,,,
1312,2018-05-13,76064.0,24588.0,23962.0,1.0,1.0,15.8,20.0,12.7,1208.0,8654.0,1061.0
1313,2018-05-13,76064.0,24588.0,23962.0,2971.0,1.0,15.8,20.0,12.7,1208.0,8654.0,1061.0
1314,2018-05-14,111496.0,38853.0,21153.0,8621.0,0.0,18.2,24.5,11.9,1744.0,11631.0,1079.0
1315,2018-05-15,110466.0,39168.0,19286.0,3.0,0.0,23.2,29.3,15.4,1928.0,11970.0,1217.0
1316,2018-05-15,110466.0,39168.0,19286.0,8645.0,0.0,23.2,29.3,15.4,1928.0,11970.0,1217.0
1317,2018-05-16,106136.0,38217.0,20100.0,7774.0,2.0,22.3,24.4,21.8,1726.0,10555.0,858.0
1318,2018-05-17,109562.0,38436.0,21629.0,8225.0,2.0,20.9,23.5,18.8,1576.0,10415.0,931.0
1319,2018-05-18,130034.0,43751.0,26403.0,8725.0,2.0,16.3,19.3,12.2,2012.0,12375.0,1079.0
1320,2018-05-19,118416.0,36444.0,27102.0,4170.0,0.0,17.6,24.7,10.3,1378.0,10386.0,1761.0
1321,2018-05-20,86204.0,27184.0,25224.0,2948.0,0.0,17.0,22.6,11.5,1145.0,8679.0,1310.0
1322,2018-05-21,111048.0,38198.0,23008.0,8179.0,0.0,17.8,23.7,11.3,1884.0,11558.0,1465.0
1323,2018-05-22,75582.0,22106.0,20410.0,1.0,1.0,18.1,23.2,15.4,1076.0,8105.0,1063.0
1324,2018-05-22,75582.0,22106.0,20410.0,2822.0,1.0,18.1,23.2,15.4,1076.0,8105.0,1063.0
1325,2018-05-23,111234.0,38853.0,20260.0,8465.0,1.0,17.3,23.3,13.6,1893.0,11471.0,1097.0
1326,2018-05-23,111234.0,38853.0,20260.0,1.0,1.0,17.3,23.3,13.6,1893.0,11471.0,1097.0
1327,2018-05-24,113198.0,39946.0,20760.0,8547.0,0.0,18.3,23.7,11.2,1917.0,11661.0,1054.0
1328,2018-05-25,129216.0,44924.0,25866.0,9214.0,0.0,19.7,26.2,13.8,2114.0,12747.0,1193.0
1329,2018-05-25,129216.0,44924.0,25866.0,2.0,0.0,19.7,26.2,13.8,2114.0,12747.0,1193.0
1330,2018-05-26,108548.0,34064.0,25139.0,3.0,0.0,21.8,29.6,14.0,1510.0,10326.0,1438.0
1331,2018-05-26,108548.0,34064.0,25139.0,4004.0,0.0,21.8,29.6,14.0,1510.0,10326.0,1438.0
1332,2018-05-27,79544.0,25999.0,24242.0,2764.0,0.0,20.3,24.7,17.3,1238.0,8428.0,985.0
