역번호,역      명,구분,계,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
416,미아사거리,하차,13088299,1098846,1001194,1148753,1130808,1159569,1064864,1080956,1025187,992516,1118667,1111660,1155279
417,길음,승차,10463800,808152,734910,944302,937382,969365,843195,821599,789583,825479,945190,939069,905574
417,길음,하차,9995617,763464,697769,915835,907525,936868,806312,771453,742110,792432,901329,901550,858970
418,성신여대입구,승차,10207475,796261,728812,945913,916618,957385,828536,798679,768000,808906,894999,882663,880703
418,성신여대입구,하차,9298810,733281,674566,862510,832661,863159,749143,729319,699961,730471,812421,803773,807545
419,한성대입구,승차,6394992,486739,440364,583135,589449,620870,522801,491138,456820,500327,598551,562251,542547
419,한성대입구,하차,6162347,466526,423786,564130,566420,604126,502828,468251,432713,480006,584826,547015,521720
420,혜화,승차,16235289,1317279,1164157,1416131,1342910,1481762,1302605,1307727,1289368,1184052,1401054,1469935,1558309
420,혜화,하차,17285144,1397538,1236956,1495780,1424964,1584360,1400266,1396316,1387098,1269895,1493207,1547275,1651489
421,동대문(4),승차,10018492,825261,724301,896598,855643,921665,837735,864052,779111,720780,877627,856178,859541
421,동대문(4),하차,10124415,833033,727376,900101,864928,923003,846627,880853,790292,737983,892800,863061,864358
422,동대문역사문화공원(4),승차,7398713,621248,558250,654717,621291,648017,600742,609190,597002,563441,643211,629781,651823
422,동대문역사문화공원(4),하차,7065156,594454,530140,624053,598626,632241,581889,584592,560534,533927,609800,596260,618640
423,충무로(4),승차,12436222,1026827,910937,1118889,1125981,1115753,997328,997715,900103,946115,1102044,1092547,1101983
423,충무로(4),하차,12944825,1078484,952817,1142295,1159186,1157724,1034793,1055909,964665,986044,1144528,1124019,1144361
424,명동,승차,15095685,1205824,1158038,1367591,1218044,1297706,1191523,1177264,1226692,1190644,1323671,1321820,1416868
424,명동,하차,16556017,1312265,1262364,1485278,1321933,1427349,1311391,1295129,1357380,1313675,1454090,1445559,1569604
425,회현,승차,11408747,941906,828185,1009074,989443,1059314,953138,967576,889405,831423,995539,956797,986947
425,회현,하차,12178583,996998,877057,1077685,1058645,1145044,1023240,1034310,948740,892826,1070329,1014840,1038869
426,서울역(4),승차,3990531,330162,298031,344867,345093,358677,321679,327951,314643,300259,350741,346349,352079
426,서울역(4),하차,7458181,651848,588286,653455,629430,668874,595966,599486,605923,561362,644329,626706,632516
427,숙대입구,승차,6673282,512038,454195,626579,613112,634208,548184,517350,478747,523491,593963,594415,577000
427,숙대입구,하차,6563643,505971,446912,617270,604611,624667,537374,509242,467725,515381,585586,583111,565793
428,삼각지(4),승차,2086294,179201,156798,180499,176379,177566,166052,172925,160482,157002,185601,182650,191139
428,삼각지(4),하차,2530105,212636,187324,218368,211101,217773,203917,207693,194507,189616,227453,223407,236310
429,신용산,승차,5038176,448965,398106,426501,424036,437149,401279,419689,392426,376617,442788,429227,441393
429,신용산,하차,5415957,484675,432632,464200,455555,468599,430963,448422,420805,405114,471806,461812,471374
430,이촌,승차,3521731,285006,254905,290680,288720,323932,279266,300976,307214,256114,326042,294037,314839
430,이촌,하차,3959053,317450,284636,329646,328974,366341,316819,336486,339760,289527,374571,327650,347193
431,동작,승차,1137644,78121,71671,92593,103993,112049,123497,92788,85906,91206,111208,90699,83913
431,동작,하차,1230820,84687,77607,100102,116526,122118,128174,100329,93201,99124,119773,99306,89873
432,이수(총신대입구),승차,8548085,720159,644006,766728,757015,773017,704867,707980,649454,646329,733034,713287,732209
432,이수(총신대입구),하차,9532945,803921,718315,853668,840300,856103,782472,791331,720909,722231,819365,799866,824464
433,사당(4),승차,12390819,982224,864552,1088691,1082685,1118794,1008008,1012305,982577,965746,1116384,1084511,1084342
433,사당(4),하차,10071925,794542,698747,900358,891435,909973,823911,788496,761837,783511,921294,890353,907468
434,남태령,승차,512774,38394,38448,52129,45462,46924,41254,35098,35624,38990,47339,49509,43603
434,남태령,하차,393855,29671,26221,36655,35119,35951,33814,33188,31557,30529,34765,33227,33158
2511,방화,승차,2906318,241066,214221,250039,251167,258802,241750,246359,232844,222688,252858,244322,250202
2511,방화,하차,2751568,228990,202322,237168,238570,245188,229001,233720,221334,210869,238531,230414,235461
2512,개화산,승차,2408786,199039,178426,207185,211938,217097,198706,206599,193723,184558,205771,201330,204414
2512,개화산,하차,2164973,178472,159228,186989,189945,195004,177549,183898,172970,165890,186898,182910,185220
2513,김포공항(5),승차,3084672,271864,257872,257697,245115,267041,252085,249589,272067,232981,252405,249874,276082
2513,김포공항(5),하차,2909835,255241,243564,243196,233217,254226,238398,238308,256111,219899,236280,233798,257597
2514,송정,승차,4310688,361771,326395,386594,385708,393893,352849,346410,335743,328808,374930,355839,361748
2514,송정,하차,4185683,352762,318288,374387,373922,381706,342938,338139,328240,318129,360502,345051,351619
2515,마곡,승차,381122,21951,18318,24979,27163,31130,31981,34796,31957,37622,41676,40879,38670
2515,마곡,하차,307115,15983,14203,19596,21360,24732,25937,27719,25735,31141,34102,33489,33118
2516,발산,승차,3986511,317019,286782,362592,359063,364892,326472,312108,296735,296204,352782,357106,354756
2516,발산,하차,3953337,318903,289006,362278,354087,364182,324568,310416,296310,292711,345781,344751,350344
2517,우장산,승차,5566540,449941,407882,489408,490948,504158,450908,459970,438889,426487,487966,480254,479729
2517,우장산,하차,5377041,437321,397186,476256,474474,487392,436398,442683,422895,411172,468821,462091,460352
2518,화곡,승차,11052086,916008,819362,951714,951655,976006,886432,911324,868122,839775,962736,933125,1035827
2518,화곡,하차,9930636,840206,751357,868866,865752,885517,803535,824154,784686,751833,856057,838967,859706
2519,까치산(5),승차,10854602,906514,814848,940785,940009,958358,882650,906772,863787,831436,940945,921180,947318
2519,까치산(5),하차,10269171,864274,776254,896136,888409,905204,832502,857013,816323,784157,885227,871375,892297
2520,신정,승차,5260329,440988,389724,452390,461017,466897,426671,445467,414117,398286,458177,449921,456674
2520,신정,하차,4250902,358306,319455,369119,371255,375641,344884,357414,335403,321093,366685,363118,368529
2521,목동,승차,7171120,595909,528814,622593,622997,641535,580031,598580,563623,544551,632261,618408,621818
2521,목동,하차,7471496,627530,552793,647937,648447,665311,602710,621702,586459,564881,657097,646719,649910
